phase296_variant_id,feed_profile,strategy_family,intensity_threshold_quantile,beyond_l1_materiality_quantile,spread_regime,daily_event_limit,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,uses_l1_l5_spread_proxy,raw_l1_l5_book_state_persisted,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,1,499,17,171,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,3,479,16,169,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,6,442,16,162,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,1,108,13,108,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,3,99,13,99,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,6,96,12,96,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,1,314,16,111,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,3,292,15,108,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,6,277,14,106,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,167,10,167,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,153,10,153,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,136,10,136,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,494,14,170,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,464,14,167,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,425,14,159,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,109,11,109,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,100,11,100,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,86,10,86,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,310,18,111,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,286,17,107,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,262,16,102,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,1,171,8,171,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,3,164,8,164,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,1,6,157,8,157,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,1,506,13,176,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,3,486,13,175,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.7,0.7,NOT_WIDE,3,6,460,13,175,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,1,109,10,109,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,3,106,10,106,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,1,6,104,10,104,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H1,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,1,313,13,113,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,3,302,13,111,1,1,1,0,0,0,fixed_initial_capital
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,0.85,0.7,NOT_WIDE,3,6,288,13,110,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,169,6,169,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,163,5,163,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,148,5,148,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,504,10,176,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,478,10,176,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,451,10,174,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,112,7,112,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,108,7,108,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,101,7,101,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,316,11,113,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,299,11,112,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,286,11,111,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,171,4,171,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,163,4,163,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,152,4,152,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,505,8,176,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,476,8,176,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,442,8,175,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,112,5,112,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,109,5,109,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,105,5,105,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,317,7,115,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,3,303,7,114,1,1,1,0,0,0,fixed_initial_capital
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,0.85,0.7,NOT_WIDE,3,6,288,7,113,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,1,87,3,87,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,3,87,3,87,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,1,6,78,3,78,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,1,263,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,3,249,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.7,0.7,NOT_WIDE,3,6,237,7,91,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,1,77,4,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,3,76,4,76,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,1,6,70,4,70,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,1,223,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,3,212,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_TOP5_PRESSURE_REVERSAL_RANGE_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,0.85,0.7,NOT_WIDE,3,6,202,6,77,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,1,168,14,168,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,3,163,14,163,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,1,6,154,14,154,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,1,499,17,171,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,3,479,17,168,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.7,0.7,NOT_WIDE,3,6,443,17,161,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,1,108,13,108,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,3,103,13,103,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,1,6,99,12,99,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,1,315,14,113,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,3,294,14,107,1,1,1,0,0,0,fixed_initial_capital
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,0.85,0.7,NOT_WIDE,3,6,279,13,105,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,1,167,14,167,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,3,156,14,156,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,1,6,141,14,141,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,1,498,16,170,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,3,471,16,167,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.7,0.7,NOT_WIDE,3,6,432,16,161,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,1,109,12,109,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,3,104,11,104,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,1,6,94,11,94,1,1,1,0,0,0,fixed_initial_capital
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,0.85,0.7,NOT_WIDE,3,1,313,17,111,1,1,1,0,0,0,fixed_initial_capital
