synthetic_year_day,daily_net_pnl_inr,daily_trades,running_net_pnl_inr,running_peak_inr,drawdown_inr,strategy_id,execution_profile
126,-382195.4389995101,2756,-32720222.569925245,-180728.59068306565,-32539493.97924218,S05,retail_marketable_default
127,-196404.91269906532,1820,-32916627.48262431,-180728.59068306565,-32735898.891941246,S05,retail_marketable_default
128,-203529.7948688681,1809,-33120157.27749318,-180728.59068306565,-32939428.686810113,S05,retail_marketable_default
129,-654612.4550828078,3635,-33774769.73257599,-180728.59068306565,-33594041.141892925,S05,retail_marketable_default
130,-190310.93103917263,1944,-33965080.66361516,-180728.59068306565,-33784352.072932094,S05,retail_marketable_default
131,-247349.9079838626,2161,-34212430.57159902,-180728.59068306565,-34031701.980915956,S05,retail_marketable_default
132,-294497.10428150074,2225,-34506927.67588052,-180728.59068306565,-34326199.085197456,S05,retail_marketable_default
133,-249886.42316219013,2021,-34756814.09904271,-180728.59068306565,-34576085.50835965,S05,retail_marketable_default
134,-265947.3195932985,2065,-35022761.41863601,-180728.59068306565,-34842032.827952944,S05,retail_marketable_default
135,-293843.93178175413,2027,-35316605.35041776,-180728.59068306565,-35135876.7597347,S05,retail_marketable_default
136,-264897.4164274005,2223,-35581502.76684517,-180728.59068306565,-35400774.1761621,S05,retail_marketable_default
137,-366664.48735581484,2763,-35948167.25420098,-180728.59068306565,-35767438.663517915,S05,retail_marketable_default
138,-223051.79119332522,2028,-36171219.04539431,-180728.59068306565,-35990490.45471124,S05,retail_marketable_default
139,-579448.8699241375,3484,-36750667.915318444,-180728.59068306565,-36569939.32463538,S05,retail_marketable_default
140,-228235.92794482253,2090,-36978903.84326327,-180728.59068306565,-36798175.2525802,S05,retail_marketable_default
141,-186767.47791239744,1778,-37165671.321175665,-180728.59068306565,-36984942.7304926,S05,retail_marketable_default
142,-223872.5826210559,2440,-37389543.90379672,-180728.59068306565,-37208815.31311365,S05,retail_marketable_default
143,-247908.76480698094,2103,-37637452.668603696,-180728.59068306565,-37456724.07792063,S05,retail_marketable_default
144,-203237.8924056447,1888,-37840690.56100934,-180728.59068306565,-37659961.970326275,S05,retail_marketable_default
145,-257327.5747998432,2358,-38098018.13580918,-180728.59068306565,-37917289.54512612,S05,retail_marketable_default
146,-324845.9013510259,2471,-38422864.03716021,-180728.59068306565,-38242135.446477145,S05,retail_marketable_default
147,-236752.2695096508,2193,-38659616.30666986,-180728.59068306565,-38478887.715986796,S05,retail_marketable_default
148,-185227.48277791264,1592,-38844843.78944778,-180728.59068306565,-38664115.19876471,S05,retail_marketable_default
149,-352134.51711718703,2607,-39196978.306564964,-180728.59068306565,-39016249.7158819,S05,retail_marketable_default
150,-234124.03467605333,1950,-39431102.34124102,-180728.59068306565,-39250373.75055795,S05,retail_marketable_default
151,-271472.36116809834,2482,-39702574.70240912,-180728.59068306565,-39521846.11172605,S05,retail_marketable_default
152,-228883.9227918455,1967,-39931458.625200965,-180728.59068306565,-39750730.0345179,S05,retail_marketable_default
153,-200868.60444575784,1811,-40132327.22964672,-180728.59068306565,-39951598.638963655,S05,retail_marketable_default
154,-397492.46803741826,3414,-40529819.69768414,-180728.59068306565,-40349091.10700107,S05,retail_marketable_default
155,-251653.65570500251,2213,-40781473.353389144,-180728.59068306565,-40600744.76270608,S05,retail_marketable_default
156,-251280.45953858303,1993,-41032753.81292773,-180728.59068306565,-40852025.222244665,S05,retail_marketable_default
157,-218429.29832795254,2054,-41251183.11125568,-180728.59068306565,-41070454.52057262,S05,retail_marketable_default
158,-174601.55862982594,1874,-41425784.66988551,-180728.59068306565,-41245056.07920244,S05,retail_marketable_default
159,-209850.54806507676,2029,-41635635.21795058,-180728.59068306565,-41454906.62726752,S05,retail_marketable_default
160,-250290.34191333404,2113,-41885925.55986392,-180728.59068306565,-41705196.96918085,S05,retail_marketable_default
161,-427671.77099345595,3590,-42313597.330857374,-180728.59068306565,-42132868.74017431,S05,retail_marketable_default
162,-313188.50736497634,2394,-42626785.83822235,-180728.59068306565,-42446057.24753928,S05,retail_marketable_default
163,-404863.2100089734,3371,-43031649.04823132,-180728.59068306565,-42850920.45754825,S05,retail_marketable_default
164,-285611.7763666663,2206,-43317260.824597985,-180728.59068306565,-43136532.23391492,S05,retail_marketable_default
165,-219358.77608670449,2336,-43536619.60068469,-180728.59068306565,-43355891.01000162,S05,retail_marketable_default
166,-255532.61982473906,2105,-43792152.220509425,-180728.59068306565,-43611423.62982636,S05,retail_marketable_default
167,-400955.45536919177,3355,-44193107.675878614,-180728.59068306565,-44012379.08519555,S05,retail_marketable_default
168,-401543.54142068245,3167,-44594651.2172993,-180728.59068306565,-44413922.62661623,S05,retail_marketable_default
169,-248553.36650940988,2251,-44843204.583808705,-180728.59068306565,-44662475.99312564,S05,retail_marketable_default
170,-236670.55519557622,2279,-45079875.13900428,-180728.59068306565,-44899146.54832122,S05,retail_marketable_default
171,-228774.06834427264,1962,-45308649.207348555,-180728.59068306565,-45127920.61666549,S05,retail_marketable_default
172,-241468.87386996945,2033,-45550118.081218526,-180728.59068306565,-45369389.49053546,S05,retail_marketable_default
173,-390604.47840619687,2784,-45940722.559624724,-180728.59068306565,-45759993.96894166,S05,retail_marketable_default
174,-206984.24295261997,1986,-46147706.80257735,-180728.59068306565,-45966978.21189428,S05,retail_marketable_default
175,-222826.12260598692,2093,-46370532.92518333,-180728.59068306565,-46189804.33450027,S05,retail_marketable_default
176,-105323.51698306356,1547,-46475856.442166395,-180728.59068306565,-46295127.85148333,S05,retail_marketable_default
177,-253141.60887771475,2126,-46728998.051044114,-180728.59068306565,-46548269.46036105,S05,retail_marketable_default
178,-1008008.7904526955,3737,-47737006.84149681,-180728.59068306565,-47556278.250813745,S05,retail_marketable_default
179,-230292.75503056496,1887,-47967299.596527375,-180728.59068306565,-47786571.00584431,S05,retail_marketable_default
180,-334133.30922172125,2658,-48301432.9057491,-180728.59068306565,-48120704.31506603,S05,retail_marketable_default
181,-242772.12103599432,1799,-48544205.02678509,-180728.59068306565,-48363476.436102025,S05,retail_marketable_default
182,-211257.05515383725,1928,-48755462.08193893,-180728.59068306565,-48574733.491255865,S05,retail_marketable_default
183,-245955.05903120662,1953,-49001417.14097013,-180728.59068306565,-48820688.55028707,S05,retail_marketable_default
184,-201862.22369336797,1942,-49203279.364663504,-180728.59068306565,-49022550.77398044,S05,retail_marketable_default
185,-549689.2245260782,3162,-49752968.58918958,-180728.59068306565,-49572239.998506516,S05,retail_marketable_default
186,-217251.82322358692,2101,-49970220.412413165,-180728.59068306565,-49789491.8217301,S05,retail_marketable_default
187,-256669.56877687623,2566,-50226889.98119004,-180728.59068306565,-50046161.390506975,S05,retail_marketable_default
188,-255535.6589965257,2071,-50482425.64018656,-180728.59068306565,-50301697.0495035,S05,retail_marketable_default
189,-432667.19884879596,3545,-50915092.83903536,-180728.59068306565,-50734364.2483523,S05,retail_marketable_default
190,-180728.59068306565,1692,-51095821.42971843,-180728.59068306565,-50915092.83903536,S05,retail_marketable_default
191,-347790.1340974139,2757,-51443611.56381584,-180728.59068306565,-51262882.973132774,S05,retail_marketable_default
192,-276126.877477129,2332,-51719738.44129297,-180728.59068306565,-51539009.850609906,S05,retail_marketable_default
193,-246266.436305515,2019,-51966004.87759849,-180728.59068306565,-51785276.28691542,S05,retail_marketable_default
194,-893036.4449409496,3724,-52859041.322539434,-180728.59068306565,-52678312.73185637,S05,retail_marketable_default
195,-291537.4678980185,2495,-53150578.79043745,-180728.59068306565,-52969850.19975439,S05,retail_marketable_default
196,-190097.17735331116,1855,-53340675.96779076,-180728.59068306565,-53159947.377107695,S05,retail_marketable_default
197,-192557.34205117257,1809,-53533233.30984193,-180728.59068306565,-53352504.719158866,S05,retail_marketable_default
198,-216511.08810161296,2016,-53749744.39794354,-180728.59068306565,-53569015.807260476,S05,retail_marketable_default
199,-173531.58945682907,1774,-53923275.98740037,-180728.59068306565,-53742547.3967173,S05,retail_marketable_default
200,-130926.35884692309,1456,-54054202.34624729,-180728.59068306565,-53873473.75556423,S05,retail_marketable_default
201,-118011.40421968976,1518,-54172213.75046698,-180728.59068306565,-53991485.159783915,S05,retail_marketable_default
202,-241241.7413193227,2278,-54413455.4917863,-180728.59068306565,-54232726.901103236,S05,retail_marketable_default
203,-309995.78676203353,2142,-54723451.27854834,-180728.59068306565,-54542722.68786527,S05,retail_marketable_default
204,-220327.7772199446,1935,-54943779.05576828,-180728.59068306565,-54763050.465085216,S05,retail_marketable_default
205,-284544.1977236342,2426,-55228323.253491916,-180728.59068306565,-55047594.66280885,S05,retail_marketable_default
206,-220315.48503795348,2117,-55448638.73852987,-180728.59068306565,-55267910.1478468,S05,retail_marketable_default
207,-275244.1092433484,2200,-55723882.84777322,-180728.59068306565,-55543154.25709015,S05,retail_marketable_default
208,-206587.38403291756,1770,-55930470.23180614,-180728.59068306565,-55749741.64112307,S05,retail_marketable_default
209,-259098.33295544342,2126,-56189568.56476158,-180728.59068306565,-56008839.97407851,S05,retail_marketable_default
210,-216887.193303307,1840,-56406455.75806489,-180728.59068306565,-56225727.16738182,S05,retail_marketable_default
211,-231400.1210715797,1842,-56637855.879136465,-180728.59068306565,-56457127.2884534,S05,retail_marketable_default
212,-184709.2456726116,1811,-56822565.12480908,-180728.59068306565,-56641836.53412601,S05,retail_marketable_default
213,-258685.3583662626,2044,-57081250.483175345,-180728.59068306565,-56900521.89249228,S05,retail_marketable_default
214,-159517.40121787137,1790,-57240767.884393215,-180728.59068306565,-57060039.29371015,S05,retail_marketable_default
215,-297731.6248952196,2236,-57538499.50928844,-180728.59068306565,-57357770.91860537,S05,retail_marketable_default
216,-200878.5086168184,1846,-57739378.01790526,-180728.59068306565,-57558649.42722219,S05,retail_marketable_default
217,-214322.47662078385,2387,-57953700.49452604,-180728.59068306565,-57772971.90384298,S05,retail_marketable_default
218,-179884.86789527076,1777,-58133585.36242131,-180728.59068306565,-57952856.771738246,S05,retail_marketable_default
219,-170098.0895739116,1769,-58303683.451995224,-180728.59068306565,-58122954.86131216,S05,retail_marketable_default
220,-223532.0453763075,2030,-58527215.49737153,-180728.59068306565,-58346486.90668847,S05,retail_marketable_default
221,-356994.4666577289,3163,-58884209.96402926,-180728.59068306565,-58703481.373346195,S05,retail_marketable_default
222,-275136.17840005725,2313,-59159346.142429315,-180728.59068306565,-58978617.55174625,S05,retail_marketable_default
223,-247972.5346219433,2335,-59407318.67705126,-180728.59068306565,-59226590.086368196,S05,retail_marketable_default
224,-275253.84188524605,2357,-59682572.51893651,-180728.59068306565,-59501843.92825344,S05,retail_marketable_default
225,-178338.71735060352,2360,-59860911.23628711,-180728.59068306565,-59680182.645604044,S05,retail_marketable_default
226,-217724.21896993404,1969,-60078635.45525704,-180728.59068306565,-59897906.86457398,S05,retail_marketable_default
227,-269249.3522423217,2285,-60347884.807499364,-180728.59068306565,-60167156.2168163,S05,retail_marketable_default
228,-446350.3610767089,3371,-60794235.16857608,-180728.59068306565,-60613506.57789301,S05,retail_marketable_default
229,-272635.3006793554,2070,-61066870.46925543,-180728.59068306565,-60886141.87857237,S05,retail_marketable_default
230,-217145.33496792198,2143,-61284015.80422335,-180728.59068306565,-61103287.213540286,S05,retail_marketable_default
231,-552847.622308069,3530,-61836863.42653142,-180728.59068306565,-61656134.835848354,S05,retail_marketable_default
232,-228413.25360004866,1937,-62065276.680131465,-180728.59068306565,-61884548.0894484,S05,retail_marketable_default
233,-268570.3895837278,2343,-62333847.069715194,-180728.59068306565,-62153118.47903213,S05,retail_marketable_default
234,-303507.5560869572,2300,-62637354.62580215,-180728.59068306565,-62456626.03511909,S05,retail_marketable_default
235,-215675.44548011335,1829,-62853030.07128227,-180728.59068306565,-62672301.4805992,S05,retail_marketable_default
236,-192894.32668934728,1937,-63045924.397971615,-180728.59068306565,-62865195.80728855,S05,retail_marketable_default
237,-234871.03486738302,1871,-63280795.432839,-180728.59068306565,-63100066.84215593,S05,retail_marketable_default
238,-234115.34455864783,2024,-63514910.77739765,-180728.59068306565,-63334182.18671458,S05,retail_marketable_default
239,-249048.8301440661,1961,-63763959.60754171,-180728.59068306565,-63583231.016858645,S05,retail_marketable_default
240,-201224.74208028862,2059,-63965184.349622,-180728.59068306565,-63784455.75893893,S05,retail_marketable_default
241,-696422.800541449,3515,-64661607.15016344,-180728.59068306565,-64480878.55948038,S05,retail_marketable_default
242,-253356.68992219312,2200,-64914963.84008563,-180728.59068306565,-64734235.24940257,S05,retail_marketable_default
243,-193640.4087713632,1883,-65108604.248857,-180728.59068306565,-64927875.65817393,S05,retail_marketable_default
244,-196410.13422593995,1869,-65305014.38308294,-180728.59068306565,-65124285.792399876,S05,retail_marketable_default
245,-240786.89968668105,2034,-65545801.28276962,-180728.59068306565,-65365072.692086555,S05,retail_marketable_default
246,-167930.14421504666,1809,-65713731.42698467,-180728.59068306565,-65533002.8363016,S05,retail_marketable_default
247,-277778.4307291566,2381,-65991509.857713826,-180728.59068306565,-65810781.26703076,S05,retail_marketable_default
248,-183173.56243084022,1829,-66174683.42014467,-180728.59068306565,-65993954.829461604,S05,retail_marketable_default
249,-289179.8494277454,2069,-66463863.269572414,-180728.59068306565,-66283134.67888935,S05,retail_marketable_default
250,-376687.8843481927,2485,-66840551.153920606,-180728.59068306565,-66659822.56323754,S05,retail_marketable_default
251,-295039.0598202406,2007,-67135590.21374084,-180728.59068306565,-66954861.623057775,S05,retail_marketable_default
252,-355970.8505880808,2760,-67491561.06432892,-180728.59068306565,-67310832.47364585,S05,retail_marketable_default
1,-223207.29954609094,1649,-223207.29954609094,-223207.29954609094,0.0,S05,stressed_retail
2,-429144.08151266223,2680,-652351.3810587532,-223207.29954609094,-429144.0815126623,S05,stressed_retail
3,-330573.7436118929,2263,-982925.1246706462,-223207.29954609094,-759717.8251245553,S05,stressed_retail
4,-291587.39577185985,1960,-1274512.520442506,-223207.29954609094,-1051305.2208964152,S05,stressed_retail
5,-995477.9224803601,3615,-2269990.442922866,-223207.29954609094,-2046783.143376775,S05,stressed_retail
6,-334670.44830654253,2423,-2604660.8912294083,-223207.29954609094,-2381453.5916833174,S05,stressed_retail
7,-234908.54465151188,1808,-2839569.4358809204,-223207.29954609094,-2616362.1363348295,S05,stressed_retail
8,-233012.67876290178,1753,-3072582.114643822,-223207.29954609094,-2849374.815097731,S05,stressed_retail
9,-253822.4578002509,1963,-3326404.572444073,-223207.29954609094,-3103197.272897982,S05,stressed_retail
10,-216693.9166036273,1731,-3543098.4890477,-223207.29954609094,-3319891.189501609,S05,stressed_retail
11,-175448.145566535,1418,-3718546.6346142353,-223207.29954609094,-3495339.3350681444,S05,stressed_retail
12,-154678.49933972332,1473,-3873225.1339539587,-223207.29954609094,-3650017.834407868,S05,stressed_retail
13,-295468.55445992347,2219,-4168693.688413882,-223207.29954609094,-3945486.3888677913,S05,stressed_retail
14,-351532.8900155512,2083,-4520226.5784294335,-223207.29954609094,-4297019.278883343,S05,stressed_retail
15,-272147.26291945094,1882,-4792373.841348885,-223207.29954609094,-4569166.541802794,S05,stressed_retail
16,-355488.7817146661,2357,-5147862.62306355,-223207.29954609094,-4924655.323517459,S05,stressed_retail
17,-274769.4215892356,2062,-5422632.044652786,-223207.29954609094,-5199424.745106695,S05,stressed_retail
18,-326932.9999159445,2133,-5749565.0445687305,-223207.29954609094,-5526357.74502264,S05,stressed_retail
19,-248597.4268501187,1717,-5998162.471418849,-223207.29954609094,-5774955.171872758,S05,stressed_retail
20,-309926.90997836256,2071,-6308089.381397212,-223207.29954609094,-6084882.081851121,S05,stressed_retail
21,-267043.36311627424,1789,-6575132.7445134865,-223207.29954609094,-6351925.444967396,S05,stressed_retail
22,-269794.28197111835,1784,-6844927.026484605,-223207.29954609094,-6621719.726938514,S05,stressed_retail
23,-235786.0453243918,1765,-7080713.071808997,-223207.29954609094,-6857505.772262906,S05,stressed_retail
24,-305675.2817311449,1984,-7386388.353540141,-223207.29954609094,-7163181.05399405,S05,stressed_retail
25,-205990.06895791748,1736,-7592378.4224980585,-223207.29954609094,-7369171.122951968,S05,stressed_retail
26,-343796.85254794307,2165,-7936175.275046001,-223207.29954609094,-7712967.97549991,S05,stressed_retail
27,-242511.35736159811,1793,-8178686.632407599,-223207.29954609094,-7955479.332861508,S05,stressed_retail
28,-285083.89406393445,2326,-8463770.526471533,-223207.29954609094,-8240563.226925442,S05,stressed_retail
29,-226100.41724438377,1726,-8689870.943715917,-223207.29954609094,-8466663.644169826,S05,stressed_retail
30,-219363.034544464,1720,-8909233.978260381,-223207.29954609094,-8686026.67871429,S05,stressed_retail
31,-276918.8579118736,1975,-9186152.836172255,-223207.29954609094,-8962945.536626164,S05,stressed_retail
32,-466317.6332705058,3079,-9652470.46944276,-223207.29954609094,-9429263.16989667,S05,stressed_retail
33,-322132.9718057598,2245,-9974603.441248521,-223207.29954609094,-9751396.14170243,S05,stressed_retail
34,-297279.57699518226,2276,-10271883.018243704,-223207.29954609094,-10048675.718697613,S05,stressed_retail
35,-329677.705084276,2291,-10601560.72332798,-223207.29954609094,-10378353.423781889,S05,stressed_retail
36,-220719.60346676374,2293,-10822280.326794744,-223207.29954609094,-10599073.027248653,S05,stressed_retail
37,-273754.90221559914,1908,-11096035.229010344,-223207.29954609094,-10872827.929464253,S05,stressed_retail
38,-330083.4514076154,2215,-11426118.680417959,-223207.29954609094,-11202911.380871868,S05,stressed_retail
39,-512361.11498416425,3276,-11938479.795402123,-223207.29954609094,-11715272.495856032,S05,stressed_retail
40,-320433.6445754278,2010,-12258913.43997755,-223207.29954609094,-12035706.14043146,S05,stressed_retail
41,-269230.808319607,2087,-12528144.248297159,-223207.29954609094,-12304936.948751068,S05,stressed_retail
42,-602570.845763904,3433,-13130715.094061062,-223207.29954609094,-12907507.79451497,S05,stressed_retail
43,-275811.5881257851,1884,-13406526.682186848,-223207.29954609094,-13183319.382640757,S05,stressed_retail
44,-340438.29712864663,2277,-13746964.979315493,-223207.29954609094,-13523757.679769402,S05,stressed_retail
45,-364764.84119947127,2233,-14111729.820514964,-223207.29954609094,-13888522.520968873,S05,stressed_retail
46,-256171.47966107307,1775,-14367901.300176037,-223207.29954609094,-14144694.000629947,S05,stressed_retail
47,-244757.06586462003,1887,-14612658.366040658,-223207.29954609094,-14389451.066494567,S05,stressed_retail
48,-288978.1046796985,1819,-14901636.470720356,-223207.29954609094,-14678429.171174265,S05,stressed_retail
49,-268130.2922674977,1970,-15169766.762987854,-223207.29954609094,-14946559.463441763,S05,stressed_retail
50,-291685.8985463072,1905,-15461452.66153416,-223207.29954609094,-15238245.36198807,S05,stressed_retail
51,-242659.9962065845,2000,-15704112.657740746,-223207.29954609094,-15480905.358194655,S05,stressed_retail
52,-764079.5791584451,3404,-16468192.236899192,-223207.29954609094,-16244984.9373531,S05,stressed_retail
53,-303618.488360172,2137,-16771810.725259364,-223207.29954609094,-16548603.425713273,S05,stressed_retail
54,-242219.06918351506,1826,-17014029.794442877,-223207.29954609094,-16790822.494896784,S05,stressed_retail
55,-247642.95055893814,1816,-17261672.745001815,-223207.29954609094,-17038465.445455723,S05,stressed_retail
56,-289057.5878423529,1977,-17550730.332844168,-223207.29954609094,-17327523.033298075,S05,stressed_retail
57,-212795.56749290184,1760,-17763525.90033707,-223207.29954609094,-17540318.600790977,S05,stressed_retail
58,-333051.3803828411,2312,-18096577.28071991,-223207.29954609094,-17873369.981173817,S05,stressed_retail
59,-226193.50016458335,1778,-18322770.780884493,-223207.29954609094,-18099563.4813384,S05,stressed_retail
60,-335950.627481188,2014,-18658721.40836568,-223207.29954609094,-18435514.10881959,S05,stressed_retail
61,-424836.4643611316,2410,-19083557.872726813,-223207.29954609094,-18860350.57318072,S05,stressed_retail
62,-350642.57234485494,1951,-19434200.445071667,-223207.29954609094,-19210993.145525575,S05,stressed_retail
63,-415048.83153334376,2682,-19849249.27660501,-223207.29954609094,-19626041.977058917,S05,stressed_retail
64,-266849.83545800915,1935,-20116099.11206302,-223207.29954609094,-19892891.812516928,S05,stressed_retail
65,-315459.5669450252,2684,-20431558.679008044,-223207.29954609094,-20208351.37946195,S05,stressed_retail
66,-528163.883669549,3415,-20959722.562677592,-223207.29954609094,-20736515.2631315,S05,stressed_retail
67,-235958.42231102052,1847,-21195680.98498861,-223207.29954609094,-20972473.68544252,S05,stressed_retail
68,-462512.9986101044,3283,-21658193.983598717,-223207.29954609094,-21434986.684052624,S05,stressed_retail
69,-292236.8987961742,1996,-21950430.88239489,-223207.29954609094,-21727223.5828488,S05,stressed_retail
70,-315468.43188165996,2276,-22265899.31427655,-223207.29954609094,-22042692.014730457,S05,stressed_retail
71,-325130.7629169514,2679,-22591030.077193502,-223207.29954609094,-22367822.77764741,S05,stressed_retail
72,-213121.45610635288,1757,-22804151.533299856,-223207.29954609094,-22580944.233753763,S05,stressed_retail
73,-246395.25746351684,1812,-23050546.790763374,-223207.29954609094,-22827339.49121728,S05,stressed_retail
74,-225254.21675675447,1789,-23275801.007520128,-223207.29954609094,-23052593.707974035,S05,stressed_retail
75,-208597.49293436034,1706,-23484398.50045449,-223207.29954609094,-23261191.200908396,S05,stressed_retail
76,-191837.45565419586,1697,-23676235.956108686,-223207.29954609094,-23453028.656562593,S05,stressed_retail
77,-304688.4631292096,2126,-23980924.419237897,-223207.29954609094,-23757717.119691804,S05,stressed_retail
78,-245351.2688812542,1685,-24226275.68811915,-223207.29954609094,-24003068.388573058,S05,stressed_retail
79,-259212.01026475956,1829,-24485487.69838391,-223207.29954609094,-24262280.398837816,S05,stressed_retail
80,-268163.6636019099,1884,-24753651.361985818,-223207.29954609094,-24530444.062439725,S05,stressed_retail
81,-295338.1313705828,2023,-25048989.4933564,-223207.29954609094,-24825782.193810306,S05,stressed_retail
82,-290758.62282774114,1941,-25339748.11618414,-223207.29954609094,-25116540.81663805,S05,stressed_retail
83,-290840.8666848362,1921,-25630588.982868977,-223207.29954609094,-25407381.683322884,S05,stressed_retail
84,-302984.0156509581,1964,-25933572.998519935,-223207.29954609094,-25710365.698973842,S05,stressed_retail
85,-344740.73437074735,2396,-26278313.73289068,-223207.29954609094,-26055106.433344588,S05,stressed_retail
86,-229211.89441512778,2414,-26507525.62730581,-223207.29954609094,-26284318.327759717,S05,stressed_retail
87,-230813.10042311816,1788,-26738338.72772893,-223207.29954609094,-26515131.428182837,S05,stressed_retail
88,-299295.8532805139,1953,-27037634.581009444,-223207.29954609094,-26814427.28146335,S05,stressed_retail
89,-243590.10313561154,2068,-27281224.684145056,-223207.29954609094,-27058017.384598963,S05,stressed_retail
90,-229784.99677923648,1726,-27511009.680924293,-223207.29954609094,-27287802.3813782,S05,stressed_retail
91,-321180.5800674149,2363,-27832190.260991707,-223207.29954609094,-27608982.961445615,S05,stressed_retail
92,-426140.7874871864,2654,-28258331.048478894,-223207.29954609094,-28035123.7489328,S05,stressed_retail
93,-425520.3665388069,2413,-28683851.4150177,-223207.29954609094,-28460644.11547161,S05,stressed_retail
94,-208831.57688629482,1670,-28892682.991903998,-223207.29954609094,-28669475.692357905,S05,stressed_retail
95,-354779.0729549295,2265,-29247462.06485893,-223207.29954609094,-29024254.765312836,S05,stressed_retail
96,-365081.8933556484,2401,-29612543.958214577,-223207.29954609094,-29389336.658668485,S05,stressed_retail
97,-308000.7095284284,1972,-29920544.667743005,-223207.29954609094,-29697337.368196912,S05,stressed_retail
98,-409795.08072262857,2675,-30330339.748465635,-223207.29954609094,-30107132.448919542,S05,stressed_retail
99,-232782.15203596454,1742,-30563121.900501598,-223207.29954609094,-30339914.600955505,S05,stressed_retail
100,-344885.42472845054,2172,-30908007.325230047,-223207.29954609094,-30684800.025683954,S05,stressed_retail
101,-323133.94570432015,2001,-31231141.270934366,-223207.29954609094,-31007933.971388273,S05,stressed_retail
102,-393039.8052435191,2696,-31624181.076177884,-223207.29954609094,-31400973.77663179,S05,stressed_retail
103,-272918.8809585808,2212,-31897099.957136463,-223207.29954609094,-31673892.65759037,S05,stressed_retail
104,-289375.2163905168,1936,-32186475.17352698,-223207.29954609094,-31963267.873980887,S05,stressed_retail
105,-268988.9940442779,2091,-32455464.167571258,-223207.29954609094,-32232256.868025165,S05,stressed_retail
106,-283914.12302489416,2055,-32739378.290596154,-223207.29954609094,-32516170.99105006,S05,stressed_retail
107,-326114.29818210687,2044,-33065492.58877826,-223207.29954609094,-32842285.28923217,S05,stressed_retail
108,-327614.3875190754,2295,-33393106.976297338,-223207.29954609094,-33169899.676751245,S05,stressed_retail
109,-399825.1470867801,2453,-33792932.12338412,-223207.29954609094,-33569724.823838025,S05,stressed_retail
110,-342709.1661451705,2660,-34135641.28952929,-223207.29954609094,-33912433.98998319,S05,stressed_retail
111,-352349.1399932421,2306,-34487990.42952253,-223207.29954609094,-34264783.12997644,S05,stressed_retail
112,-320391.08415595116,2004,-34808381.51367848,-223207.29954609094,-34585174.21413239,S05,stressed_retail
113,-282119.69614469504,1863,-35090501.209823176,-223207.29954609094,-34867293.91027708,S05,stressed_retail
114,-266590.26817145135,1832,-35357091.47799463,-223207.29954609094,-35133884.178448536,S05,stressed_retail
115,-344062.2875564728,2148,-35701153.7655511,-223207.29954609094,-35477946.466005005,S05,stressed_retail
116,-197218.39201930087,1604,-35898372.1575704,-223207.29954609094,-35675164.85802431,S05,stressed_retail
117,-369838.2588385777,3013,-36268210.41640898,-223207.29954609094,-36045003.116862886,S05,stressed_retail
118,-295225.1225866412,2128,-36563435.538995616,-223207.29954609094,-36340228.23944952,S05,stressed_retail
119,-308149.09904135106,2200,-36871584.63803697,-223207.29954609094,-36648377.33849087,S05,stressed_retail
120,-293105.5486251357,2203,-37164690.1866621,-223207.29954609094,-36941482.88711601,S05,stressed_retail
121,-399899.9797166553,2670,-37564590.16637876,-223207.29954609094,-37341382.866832666,S05,stressed_retail
122,-277013.86535896343,2019,-37841604.03173772,-223207.29954609094,-37618396.73219163,S05,stressed_retail
123,-309213.7956171372,1957,-38150817.82735486,-223207.29954609094,-37927610.52780877,S05,stressed_retail
124,-278483.1113417026,1876,-38429300.93869656,-223207.29954609094,-38206093.63915047,S05,stressed_retail
125,-344877.3878254131,2302,-38774178.32652198,-223207.29954609094,-38550971.026975885,S05,stressed_retail
126,-448300.20628588874,2677,-39222478.532807864,-223207.29954609094,-38999271.23326177,S05,stressed_retail
127,-230118.34246746893,1773,-39452596.875275336,-223207.29954609094,-39229389.57572924,S05,stressed_retail
128,-242038.37190340247,1753,-39694635.24717874,-223207.29954609094,-39471427.94763265,S05,stressed_retail
129,-776980.7183741065,3530,-40471615.965552844,-223207.29954609094,-40248408.66600675,S05,stressed_retail
130,-234388.4163829171,1883,-40706004.38193576,-223207.29954609094,-40482797.08238967,S05,stressed_retail
131,-293620.80768104363,2100,-40999625.18961681,-223207.29954609094,-40776417.890070714,S05,stressed_retail
132,-334000.94948314625,2167,-41333626.139099956,-223207.29954609094,-41110418.83955386,S05,stressed_retail
133,-302779.6091343618,1961,-41636405.74823432,-223207.29954609094,-41413198.448688224,S05,stressed_retail
134,-319301.7000805349,2006,-41955707.44831485,-223207.29954609094,-41732500.14876876,S05,stressed_retail
135,-343733.01076259353,1970,-42299440.45907745,-223207.29954609094,-42076233.159531355,S05,stressed_retail
136,-326083.945684712,2168,-42625524.40476216,-223207.29954609094,-42402317.10521606,S05,stressed_retail
137,-423932.3940185834,2676,-43049456.79878074,-223207.29954609094,-42826249.49923465,S05,stressed_retail
138,-266528.69599273335,1976,-43315985.49477347,-223207.29954609094,-43092778.19522738,S05,stressed_retail
139,-653490.4912051584,3382,-43969475.985978626,-223207.29954609094,-43746268.68643253,S05,stressed_retail
140,-263072.63003409456,2026,-44232548.61601272,-223207.29954609094,-44009341.31646663,S05,stressed_retail
141,-236073.41184350138,1731,-44468622.02785622,-223207.29954609094,-44245414.72831013,S05,stressed_retail
