panel,scenario_id,family_id,candidate_scan_points,selected_trades,l1_only_control,side_flip_control
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p25_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p25_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p25_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p4_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p4_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p4_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p55_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p55_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S8p0_I0p55_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p25_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p25_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p25_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p4_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p4_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p4_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p55_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p55_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L60_F3_M2500_S12p0_I0p55_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p25_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p25_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p25_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p4_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p4_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p4_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p55_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p55_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S4p0_I0p55_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p25_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p25_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p25_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p4_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p4_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p4_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p55_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p55_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S8p0_I0p55_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p25_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p25_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p25_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p4_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p4_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p4_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p55_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p55_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L180_F3_M2500_S12p0_I0p55_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p25_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p25_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p25_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p4_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p4_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p4_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p55_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p55_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S4p0_I0p55_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p25_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p25_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p25_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p4_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p4_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p4_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p55_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p55_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S8p0_I0p55_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p25_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p25_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p25_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p4_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p4_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p4_D0p4,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p55_D0p1,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p55_D0p25,book_slope_migration,40,0,0,0
synthetic,P432_synthetic_book_slope_migration_L360_F3_M2500_S12p0_I0p55_D0p4,book_slope_migration,40,0,0,0
