scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase286_variant_id,lifecycle_family_id,lifecycle_family,grid_id,selected_event_rows,side_multiplier,entry_delay_ticks,exit_horizon_ticks,take_profit_bps,stop_loss_bps,latency_bucket,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,lifecycle_proxy_model,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E1_H5_CAP100000_NOT100000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E1_H5,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E1_H5,100000.0,100000.0,2,cost200,2.0,0.0,204,4,200,19,181,0,1,1,3,3,8,-140.49083493953026,-0.14049083493953027,-4.425461300595203,1,0,200000.0,2.0,0.9436274509803921,-160.78845262293657,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E1_H5,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E1_H5,204,1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E1_H5_CAP100000_NOT100000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E1_H5,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E1_H5,100000.0,100000.0,4,cost200,2.0,0.0,204,8,196,42,154,0,1,1,3,3,8,-140.3097127456378,-0.1403097127456378,-4.419755951487591,1,0,200000.0,2.0,0.8872549019607843,-149.3778207814527,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E1_H5,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E1_H5,204,1,1,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT25000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,25000.0,1,cost200,2.0,0.0,204,3,201,16,185,0,1,1,3,2,8,-94.25204524454414,-0.09425204524454413,-2.96893942520314,1,0,75000.0,0.75,0.24632352941176472,-94.25204524454414,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT25000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,25000.0,2,cost200,2.0,0.0,204,4,200,19,181,0,1,1,3,3,8,-74.75568582164689,-0.07475568582164689,-2.354804103381877,1,0,100000.0,1.0,0.47181372549019607,-94.25204524454414,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT25000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,25000.0,4,cost200,2.0,0.0,204,7,197,43,154,0,1,1,3,3,8,-132.09508858022275,-0.13209508858022276,-4.160995290277017,1,0,175000.0,1.75,0.8884803921568627,-150.21485247019902,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT50000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,50000.0,1,cost200,2.0,0.0,204,3,201,16,185,0,1,1,3,2,8,-188.50409048908827,-0.18850409048908826,-5.93787885040628,1,0,150000.0,1.5,0.49264705882352944,-188.50409048908827,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT50000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,50000.0,2,cost200,2.0,0.0,204,4,200,19,181,0,1,1,3,3,8,-149.51137164329378,-0.14951137164329378,-4.709608206763754,1,0,200000.0,2.0,0.9436274509803921,-188.50409048908827,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT50000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,50000.0,4,cost200,2.0,0.0,204,7,197,43,154,0,1,1,3,3,8,-132.09508858022275,-0.13209508858022276,-4.160995290277017,1,0,175000.0,1.75,0.8884803921568627,-150.21485247019902,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT75000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,75000.0,1,cost200,2.0,0.0,204,3,201,16,185,0,1,1,3,2,8,-282.7561357336324,-0.2827561357336324,-8.906818275609421,1,0,225000.0,2.25,0.7389705882352942,-282.7561357336324,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT75000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,75000.0,2,cost200,2.0,0.0,204,4,200,19,181,0,1,1,3,3,8,-149.51137164329378,-0.14951137164329378,-4.709608206763754,1,0,200000.0,2.0,0.9436274509803921,-188.50409048908827,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT75000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,75000.0,4,cost200,2.0,0.0,204,7,197,43,154,0,1,1,3,3,8,-132.09508858022275,-0.13209508858022276,-4.160995290277017,1,0,175000.0,1.75,0.8884803921568627,-150.21485247019902,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT100000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,100000.0,1,cost200,2.0,0.0,204,3,201,16,185,0,1,1,3,2,8,-377.00818097817654,-0.3770081809781765,-11.87575770081256,1,0,300000.0,3.0,0.9852941176470589,-377.00818097817654,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT100000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,100000.0,2,cost200,2.0,0.0,204,4,200,19,181,0,1,1,3,3,8,-149.51137164329378,-0.14951137164329378,-4.709608206763754,1,0,200000.0,2.0,0.9436274509803921,-188.50409048908827,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8_CAP100000_NOT100000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,100000.0,100000.0,4,cost200,2.0,0.0,204,7,197,43,154,0,1,1,3,3,8,-132.09508858022275,-0.13209508858022276,-4.160995290277017,1,0,175000.0,1.75,0.8884803921568627,-150.21485247019902,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_ORIG_E2_H8,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_ORIG_E2_H8,204,1,2,8,,,slow,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT25000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,25000.0,1,cost200,2.0,0.0,204,6,198,15,183,0,1,1,3,3,8,-373.7561558408918,-0.3737561558408918,-11.773318908988092,1,0,150000.0,1.5,0.2426470588235294,-373.7561558408918,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT25000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,25000.0,2,cost200,2.0,0.0,204,10,194,34,160,0,1,1,3,3,8,-600.8669796232879,-0.6008669796232878,-18.927309858133565,1,0,250000.0,2.5,0.46200980392156865,-600.8669796232879,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT25000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,25000.0,4,cost200,2.0,0.0,204,15,189,57,132,0,1,1,3,3,8,-909.4163137400369,-0.909416313740037,-28.646613882811163,1,0,375000.0,3.75,0.8431372549019608,-909.4163137400369,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT50000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,50000.0,1,cost200,2.0,0.0,204,6,198,15,183,0,1,1,3,3,8,-747.5123116817836,-0.7475123116817836,-23.546637817976183,1,0,300000.0,3.0,0.4852941176470588,-747.5123116817836,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT50000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,50000.0,2,cost200,2.0,0.0,204,10,194,34,160,0,1,1,3,3,8,-1201.7339592465758,-1.2017339592465757,-37.85461971626713,1,0,500000.0,5.0,0.9240196078431373,-1201.7339592465758,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT50000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,50000.0,4,cost200,2.0,0.0,204,15,189,57,132,0,1,1,3,3,8,-909.4163137400369,-0.909416313740037,-28.646613882811163,1,0,375000.0,3.75,0.8431372549019608,-909.4163137400369,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT75000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,75000.0,1,cost200,2.0,0.0,204,6,198,15,183,0,1,1,3,3,8,-1121.2684675226753,-1.1212684675226754,-35.31995672696428,1,0,450000.0,4.5,0.7279411764705882,-1121.2684675226753,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT75000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,75000.0,2,cost200,2.0,0.0,204,10,194,34,160,0,1,1,3,3,8,-1201.7339592465758,-1.2017339592465757,-37.85461971626713,1,0,500000.0,5.0,0.9240196078431373,-1201.7339592465758,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT75000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,75000.0,4,cost200,2.0,0.0,204,15,189,57,132,0,1,1,3,3,8,-909.4163137400369,-0.909416313740037,-28.646613882811163,1,0,375000.0,3.75,0.8431372549019608,-909.4163137400369,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT100000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,100000.0,1,cost200,2.0,0.0,204,6,198,15,183,0,1,1,3,3,8,-1495.0246233635671,-1.4950246233635671,-47.09327563595237,1,0,600000.0,6.0,0.9705882352941176,-1495.0246233635671,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT100000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,100000.0,2,cost200,2.0,0.0,204,10,194,34,160,0,1,1,3,3,8,-1201.7339592465758,-1.2017339592465757,-37.85461971626713,1,0,500000.0,5.0,0.9240196078431373,-1201.7339592465758,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3_CAP100000_NOT100000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,100000.0,100000.0,4,cost200,2.0,0.0,204,15,189,57,132,0,1,1,3,3,8,-909.4163137400369,-0.909416313740037,-28.646613882811163,1,0,375000.0,3.75,0.8431372549019608,-909.4163137400369,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H3,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H3,204,-1,0,3,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT25000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,100000.0,25000.0,1,cost200,2.0,0.0,204,3,201,16,185,0,1,1,3,2,8,-178.62405319159518,-0.17862405319159516,-5.626657675535248,1,0,75000.0,0.75,0.24632352941176472,-178.62405319159518,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H5,204,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT25000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,100000.0,25000.0,2,cost200,2.0,0.0,204,4,200,19,181,0,1,1,3,3,8,-273.18420310044996,-0.27318420310045,-8.605302397664175,1,0,100000.0,1.0,0.47181372549019607,-273.18420310044996,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H5,204,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT25000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,100000.0,25000.0,4,cost200,2.0,0.0,204,8,196,42,154,0,1,1,3,3,8,-546.2926190879386,-0.5462926190879387,-17.20821750127007,1,0,200000.0,2.0,0.8872549019607843,-546.2926190879386,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H5,204,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT50000_CONC1_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,100000.0,50000.0,1,cost200,2.0,0.0,204,3,201,16,185,0,1,1,3,2,8,-357.24810638319036,-0.3572481063831903,-11.253315351070496,1,0,150000.0,1.5,0.49264705882352944,-357.24810638319036,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H5,204,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT50000_CONC2_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,100000.0,50000.0,2,cost200,2.0,0.0,204,4,200,19,181,0,1,1,3,3,8,-546.3684062008999,-0.5463684062009,-17.21060479532835,1,0,200000.0,2.0,0.9436274509803921,-546.3684062008999,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H5,204,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,0,0,0,0
P271_P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5_CAP100000_NOT50000_CONC4_COST200,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,100000.0,50000.0,4,cost200,2.0,0.0,204,8,196,42,154,0,1,1,3,3,8,-546.2926190879386,-0.5462926190879387,-17.20821750127007,1,0,200000.0,2.0,0.8872549019607843,-546.2926190879386,1,0,0,0,0,P286_P285_SHORT_HORIZON_EXIT_TEST_P285_GRID_INV_E0_H5,P285_SHORT_HORIZON_EXIT_TEST,short_horizon_exit_test,P285_GRID_INV_E0_H5,204,-1,0,5,,,base,1,1,0,0,phase286_horizon10_edge_transform_v1,1,0,0,0
