scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase273_scope_id,phase273_scope_candidate_id,order_policy,candidate_subset_size
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC2_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,2,cost200,2.0,0.0,9,3,6,5,1,0,1,1,4,3,1,-157.37042432406284,-0.15737042432406284,-39.65734692966384,0,0,150000.0,1.5,0.6111111111111112,-221.5163264584243,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC2_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,2,cost100_plus_1bp,1.0,1.0,9,3,6,5,1,0,1,1,4,3,1,-48.34862432406287,-0.04834862432406287,-12.183853329663842,0,0,150000.0,1.5,0.6111111111111112,-182.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC2_COST100_PLUS_2BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,2,cost100_plus_2bp,1.0,2.0,9,3,6,5,1,0,1,1,4,3,1,-63.34862432406287,-0.06334862432406287,-15.963853329663841,0,0,150000.0,1.5,0.6111111111111112,-187.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC3_COST100,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost100,1.0,0.0,9,4,5,5,0,0,1,1,4,4,1,24.737319882470622,0.02473731988247062,6.233804610382597,0,0,133333.3333333333,1.333333333333333,0.5185185185185186,-118.62044606567184,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC3_COST150,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost150,1.5,0.0,9,4,5,5,0,0,1,1,4,4,1,-30.383480117529366,-0.030383480117529366,-7.6566369896174,0,0,133333.3333333333,1.333333333333333,0.5185185185185186,-132.40064606567182,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC3_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost200,2.0,0.0,9,4,5,5,0,0,1,1,4,4,1,-85.50428011752936,-0.08550428011752936,-21.5470785896174,0,0,133333.3333333333,1.333333333333333,0.5185185185185186,-147.67755097228286,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC3_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost100_plus_1bp,1.0,1.0,9,4,5,5,0,0,1,1,4,4,1,11.403986549137315,0.011403986549137315,2.8738046103826034,0,0,133333.3333333333,1.333333333333333,0.5185185185185186,-121.95377939900517,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC3_COST100_PLUS_2BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,3,cost100_plus_2bp,1.0,2.0,9,4,5,5,0,0,1,1,4,4,1,-1.929346784196035,-0.001929346784196035,-0.4861953896174008,0,0,133333.3333333333,1.333333333333333,0.5185185185185186,-125.2871127323385,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC4_COST100,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost100,1.0,0.0,9,4,5,5,0,0,1,1,4,4,1,18.552989911852954,0.018552989911852957,4.675353457786945,0,0,100000.0,1.0,0.3888888888888889,-88.9653345492539,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC4_COST150,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost150,1.5,0.0,9,4,5,5,0,0,1,1,4,4,1,-22.78761008814702,-0.022787610088147017,-5.742477742213048,0,0,100000.0,1.0,0.3888888888888889,-99.30048454925388,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC4_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost200,2.0,0.0,9,4,5,5,0,0,1,1,4,4,1,-64.12821008814701,-0.06412821008814701,-16.160308942213046,0,0,100000.0,1.0,0.3888888888888889,-110.75816322921214,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC4_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost100_plus_1bp,1.0,1.0,9,4,5,5,0,0,1,1,4,4,1,8.552989911852968,0.008552989911852969,2.155353457786948,0,0,100000.0,1.0,0.3888888888888889,-91.4653345492539,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP100000_NOT125000_CONC4_COST100_PLUS_2BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,125000.0,4,cost100_plus_2bp,1.0,2.0,9,4,5,5,0,0,1,1,4,4,1,-1.4470100881470316,-0.0014470100881470317,-0.364646542213052,0,0,100000.0,1.0,0.3888888888888889,-93.9653345492539,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC1_COST100,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost100,1.0,0.0,9,2,7,3,4,0,1,1,4,2,1,144.5820447744449,0.05783281790977796,14.573870113264046,0,1,100000.0,0.4,0.15555555555555556,0.0,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC1_COST150,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost150,1.5,0.0,9,2,7,3,4,0,1,1,4,2,1,103.24144477444491,0.04129657790977797,10.406737633264049,0,0,100000.0,0.4,0.15555555555555556,0.0,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC1_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost200,2.0,0.0,9,2,7,3,4,0,1,1,4,2,1,61.90084477444493,0.02476033790977797,6.239605153264048,0,0,100000.0,0.4,0.15555555555555556,-2.2450573599165224,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC1_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost100_plus_1bp,1.0,1.0,9,2,7,3,4,0,1,1,4,2,1,134.58204477444494,0.05383281790977797,13.56587011326405,0,1,100000.0,0.4,0.15555555555555556,0.0,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC1_COST100_PLUS_2BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,1,cost100_plus_2bp,1.0,2.0,9,2,7,3,4,0,1,1,4,2,1,124.58204477444494,0.04983281790977797,12.557870113264048,0,1,100000.0,0.4,0.15555555555555556,0.0,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC2_COST100,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost100,1.0,0.0,9,3,6,5,1,0,1,1,4,3,1,-33.34862432406288,-0.013339449729625152,-3.361541331865538,0,0,150000.0,0.6,0.24444444444444446,-177.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC2_COST150,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost150,1.5,0.0,9,3,6,5,1,0,1,1,4,3,1,-95.35952432406285,-0.03814380972962514,-9.612240051865536,0,0,150000.0,0.6,0.24444444444444446,-198.60096909850776,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC2_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost200,2.0,0.0,9,3,6,5,1,0,1,1,4,3,1,-157.37042432406284,-0.06294816972962514,-15.862938771865535,0,0,150000.0,0.6,0.24444444444444446,-221.5163264584243,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC2_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost100_plus_1bp,1.0,1.0,9,3,6,5,1,0,1,1,4,3,1,-48.34862432406287,-0.01933944972962515,-4.873541331865538,0,0,150000.0,0.6,0.24444444444444446,-182.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC2_COST100_PLUS_2BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,2,cost100_plus_2bp,1.0,2.0,9,3,6,5,1,0,1,1,4,3,1,-63.34862432406287,-0.02533944972962515,-6.385541331865538,0,0,150000.0,0.6,0.24444444444444446,-187.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC3_COST100,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost100,1.0,0.0,9,4,5,5,0,0,1,1,4,4,1,37.10597982370591,0.014842391929482363,3.7402827662295555,0,0,200000.0,0.8,0.3111111111111111,-177.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC3_COST150,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost150,1.5,0.0,9,4,5,5,0,0,1,1,4,4,1,-45.57522017629404,-0.018230088070517615,-4.593982193770439,0,0,200000.0,0.8,0.3111111111111111,-198.60096909850776,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC3_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost200,2.0,0.0,9,4,5,5,0,0,1,1,4,4,1,-128.25642017629403,-0.05130256807051761,-12.928247153770439,0,0,200000.0,0.8,0.3111111111111111,-221.5163264584243,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC3_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost100_plus_1bp,1.0,1.0,9,4,5,5,0,0,1,1,4,4,1,17.105979823705937,0.0068423919294823745,1.7242827662295583,0,0,200000.0,0.8,0.3111111111111111,-182.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC3_COST100_PLUS_2BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,3,cost100_plus_2bp,1.0,2.0,9,4,5,5,0,0,1,1,4,4,1,-2.894020176294063,-0.0011576080705176252,-0.29171723377044156,0,0,200000.0,0.8,0.3111111111111111,-187.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC4_COST100,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,4,cost100,1.0,0.0,9,4,5,5,0,0,1,1,4,4,1,37.10597982370591,0.014842391929482363,3.7402827662295555,0,0,200000.0,0.8,0.3111111111111111,-177.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC4_COST150,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,4,cost150,1.5,0.0,9,4,5,5,0,0,1,1,4,4,1,-45.57522017629404,-0.018230088070517615,-4.593982193770439,0,0,200000.0,0.8,0.3111111111111111,-198.60096909850776,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC4_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,4,cost200,2.0,0.0,9,4,5,5,0,0,1,1,4,4,1,-128.25642017629403,-0.05130256807051761,-12.928247153770439,0,0,200000.0,0.8,0.3111111111111111,-221.5163264584243,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC4_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,4,cost100_plus_1bp,1.0,1.0,9,4,5,5,0,0,1,1,4,4,1,17.105979823705937,0.0068423919294823745,1.7242827662295583,0,0,200000.0,0.8,0.3111111111111111,-182.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT50000_CONC4_COST100_PLUS_2BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,50000.0,4,cost100_plus_2bp,1.0,2.0,9,4,5,5,0,0,1,1,4,4,1,-2.894020176294063,-0.0011576080705176252,-0.29171723377044156,0,0,200000.0,0.8,0.3111111111111111,-187.9306690985078,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC1_COST100,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,1,cost100,1.0,0.0,9,2,7,3,4,0,1,1,4,2,1,216.8730671616674,0.08674922686466696,21.860805169896075,0,1,150000.0,0.6,0.23333333333333334,0.0,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC1_COST150,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,1,cost150,1.5,0.0,9,2,7,3,4,0,1,1,4,2,1,154.8621671616674,0.06194486686466696,15.610106449896072,0,1,150000.0,0.6,0.23333333333333334,0.0,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC1_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,1,cost200,2.0,0.0,9,2,7,3,4,0,1,1,4,2,1,92.8512671616674,0.03714050686466696,9.359407729896073,0,0,150000.0,0.6,0.23333333333333334,-3.367586039874784,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC1_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,1,cost100_plus_1bp,1.0,1.0,9,2,7,3,4,0,1,1,4,2,1,201.8730671616674,0.08074922686466696,20.348805169896075,0,1,150000.0,0.6,0.23333333333333334,0.0,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC1_COST100_PLUS_2BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,1,cost100_plus_2bp,1.0,2.0,9,2,7,3,4,0,1,1,4,2,1,186.8730671616674,0.07474922686466695,18.83680516989607,0,1,150000.0,0.6,0.23333333333333334,0.0,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC2_COST100,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,2,cost100,1.0,0.0,9,3,6,5,1,0,1,1,4,3,1,-50.022936486094295,-0.02000917459443772,-5.042311997798305,0,0,225000.0,0.9,0.36666666666666664,-266.8960036477617,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC2_COST150,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,2,cost150,1.5,0.0,9,3,6,5,1,0,1,1,4,3,1,-143.03928648609423,-0.057215714594437694,-14.4183600777983,0,0,225000.0,0.9,0.36666666666666664,-297.9014536477616,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC2_COST200,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,2,cost200,2.0,0.0,9,3,6,5,1,0,1,1,4,3,1,-236.05563648609422,-0.09442225459443768,-23.794408157798294,0,0,225000.0,0.9,0.36666666666666664,-332.2744896876364,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
P271_P273_PRIORITY02_REVERSE_RANK_TIME_CAP250000_NOT75000_CONC2_COST100_PLUS_1BP,P273_PRIORITY02_REVERSE_RANK_TIME,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,250000.0,75000.0,2,cost100_plus_1bp,1.0,1.0,9,3,6,5,1,0,1,1,4,3,1,-72.52293648609427,-0.02900917459443771,-7.310311997798303,0,0,225000.0,0.9,0.36666666666666664,-274.3960036477617,0,0,0,0,0,PRIORITY02,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,reverse_rank_time,1
