phase,runner_count,output_rows,has_runner,has_outputs,has_acceptance_summary,status,branch,strategy_replay_allowed,pnl_allowed,test_rows_used,test_replay_execution,test_result_allowed,test_replay_allowed_next,untouched_test_replay_precommit_allowed,reuse_without_redesign_allowed,additional_validation_breadth_available_now,may_relabel_test_as_validation,breadth_warning,date_count_warning,promotion_allowed,paper_or_live_acceptance_allowed,next_action,runner,output_dir
281,1,1,True,True,True,regime_conditioned_full_depth_ensemble_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase282_regime_conditioned_full_depth_ensemble_precommit_no_paper_live,scripts\run_phase281_material_target_construction_interpretation.py,outputs\phase281
282,1,1,True,True,True,regime_conditioned_full_depth_ensemble_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase283_regime_conditioned_full_depth_ensemble_search_no_paper_live,scripts\run_phase282_regime_conditioned_full_depth_ensemble_precommit.py,outputs\phase282
283,1,1,True,True,True,regime_conditioned_full_depth_ensemble_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase284_regime_conditioned_full_depth_ensemble_interpretation_no_paper_live,scripts\run_phase283_regime_conditioned_full_depth_ensemble_search.py,outputs\phase283
284,1,1,True,True,True,event_lifecycle_exit_side_redesign_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase285_event_lifecycle_exit_side_redesign_precommit_no_paper_live,scripts\run_phase284_regime_conditioned_full_depth_ensemble_interpretation.py,outputs\phase284
285,1,1,True,True,True,event_lifecycle_exit_side_redesign_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase286_event_lifecycle_exit_side_redesign_search_no_paper_live,scripts\run_phase285_event_lifecycle_exit_side_redesign_precommit.py,outputs\phase285
286,1,1,True,True,True,event_lifecycle_exit_side_redesign_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase287_event_lifecycle_exit_side_redesign_interpretation_no_paper_live,scripts\run_phase286_event_lifecycle_exit_side_redesign_search.py,outputs\phase286
287,1,1,True,True,True,full_depth_liquidity_pressure_strategy_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase288_full_depth_liquidity_pressure_strategy_search_no_paper_live,scripts\run_phase287_event_lifecycle_exit_side_redesign_interpretation.py,outputs\phase287
288,1,1,True,True,True,full_depth_liquidity_pressure_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase289_full_depth_liquidity_pressure_interpretation_no_paper_live,scripts\run_phase288_full_depth_liquidity_pressure_strategy_search.py,outputs\phase288
289,1,1,True,True,True,adaptive_full_depth_liquidity_pressure_expansion_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase290_adaptive_full_depth_liquidity_pressure_expansion_search_no_paper_live,scripts\run_phase289_full_depth_liquidity_pressure_interpretation.py,outputs\phase289
290,1,1,True,True,True,adaptive_full_depth_liquidity_pressure_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase291_adaptive_full_depth_liquidity_pressure_interpretation_no_paper_live,scripts\run_phase290_adaptive_full_depth_liquidity_pressure_expansion_search.py,outputs\phase290
291,1,1,True,True,True,adaptive_pressure_breadth_repair_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase292_adaptive_pressure_breadth_repair_search_no_paper_live,scripts\run_phase291_adaptive_full_depth_liquidity_pressure_interpretation.py,outputs\phase291
292,1,1,True,True,True,adaptive_pressure_breadth_repair_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase293_adaptive_pressure_breadth_repair_interpretation_no_paper_live,scripts\run_phase292_adaptive_pressure_breadth_repair_search.py,outputs\phase292
293,1,1,True,True,True,full_depth_pressure_absorption_continuation_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase294_full_depth_pressure_absorption_continuation_search_no_paper_live,scripts\run_phase293_adaptive_pressure_breadth_repair_interpretation.py,outputs\phase293
294,1,1,True,True,True,full_depth_pressure_absorption_continuation_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase295_full_depth_pressure_absorption_continuation_interpretation_no_paper_live,scripts\run_phase294_full_depth_pressure_absorption_continuation_search.py,outputs\phase294
295,1,1,True,True,True,full_year_top5_depth_strategy_family_sweep_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase296_full_year_top5_depth_strategy_family_sweep_no_paper_live,scripts\run_phase295_full_depth_pressure_absorption_continuation_interpretation.py,outputs\phase295
296,1,1,True,True,True,full_year_top5_depth_strategy_family_sweep_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase297_full_year_top5_depth_strategy_family_sweep_interpretation_no_paper_live,scripts\run_phase296_full_year_top5_depth_strategy_family_sweep.py,outputs\phase296
297,1,1,True,True,True,raw_dense_top5_book_state_strategy_sweep_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase298_raw_dense_top5_book_state_strategy_sweep_no_paper_live,scripts\run_phase297_full_year_top5_depth_strategy_family_sweep_interpretation.py,outputs\phase297
298,1,1,True,True,True,raw_dense_top5_book_state_strategy_sweep_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase299_raw_dense_top5_book_state_strategy_sweep_interpretation_no_paper_live,scripts\run_phase298_raw_dense_top5_book_state_strategy_sweep.py,outputs\phase298
299,1,1,True,True,True,passive_aware_execution_hybrid_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase300_passive_aware_execution_hybrid_precommit_no_paper_live,scripts\run_phase299_raw_dense_top5_book_state_strategy_sweep_interpretation.py,outputs\phase299
300,2,3,True,True,True,passive_aware_execution_hybrid_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase301_passive_aware_execution_hybrid_interpretation_no_paper_live,scripts\run_phase300_passive_aware_execution_hybrid.py|scripts\run_phase300_passive_aware_execution_hybrid_precommit.py,outputs\phase300|outputs\pycache_phase300_exec_verify|outputs\pycache_phase300_verify
301,1,2,True,True,True,terminal_retail_top5_l2_alpha_thesis_report_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase302_terminal_retail_top5_l2_alpha_thesis_report_no_paper_live,scripts\run_phase301_passive_aware_execution_hybrid_interpretation.py,outputs\phase301|outputs\pycache_phase301_verify
302,1,1,True,True,True,retail_top5_l2_alpha_thesis_closed_terminal_report_complete,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,do_not_continue_retail_top5_l2_alpha_rescue_without_material_new_source_or_thesis,scripts\run_phase302_terminal_retail_top5_l2_alpha_thesis_report.py,outputs\phase302
303,1,1,True,True,True,material_new_event_catalyst_source_acquisition_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,acquire_or_build_material_new_event_catalyst_source_before_any_new_l2_strategy_search,scripts\run_phase303_material_new_thesis_source_selector.py,outputs\phase303
304,1,1,True,True,True,event_catalyst_dropzone_population_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,populate_event_catalyst_dropzone_then_run_phase305_event_catalyst_source_import_audit,scripts\run_phase304_event_catalyst_source_acquisition_package.py,outputs\phase304
305,1,1,True,True,True,event_catalyst_source_imported_join_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase306_event_catalyst_top5_depth_join_precommit_no_strategy_search,scripts\run_phase305_event_catalyst_source_import_audit.py,outputs\phase305
306,1,1,True,True,True,event_catalyst_top5_depth_join_materialization_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase307_event_catalyst_top5_depth_join_materialization_no_strategy_search,scripts\run_phase306_event_catalyst_top5_depth_join_precommit.py,outputs\phase306
307,1,1,True,True,True,event_catalyst_top5_depth_join_quality_audit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase308_event_catalyst_join_quality_audit_no_strategy_search,scripts\run_phase307_event_catalyst_top5_depth_join_materialization.py,outputs\phase307
308,1,1,True,True,True,event_catalyst_feature_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase309_event_catalyst_feature_precommit_no_strategy_search,scripts\run_phase308_event_catalyst_join_quality_audit.py,outputs\phase308
309,1,1,True,True,True,event_catalyst_feature_materialization_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase310_event_catalyst_feature_materialization_no_strategy_search,scripts\run_phase309_event_catalyst_feature_precommit.py,outputs\phase309
310,1,1,True,True,True,event_catalyst_strategy_search_precommit_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase311_event_catalyst_strategy_search_precommit_no_execution,scripts\run_phase310_event_catalyst_feature_materialization.py,outputs\phase310
311,1,1,True,True,True,event_catalyst_training_strategy_search_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase312_event_catalyst_strategy_search_training_only,scripts\run_phase311_event_catalyst_strategy_search_precommit.py,outputs\phase311
312,1,1,True,True,True,event_catalyst_training_strategy_search_interpretation_open,synthetic_strategy_discovery,0,,,,,,,,,,,,0,0,run_phase313_event_catalyst_strategy_search_interpretation_no_replay,scripts\run_phase312_event_catalyst_strategy_search_training_only.py,outputs\phase312
313,1,1,True,True,True,event_catalyst_multievent_synthetic_breadth_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase314_event_catalyst_multievent_synthetic_breadth_precommit_no_replay,scripts\run_phase313_event_catalyst_strategy_search_interpretation.py,outputs\phase313
314,1,1,True,True,True,event_catalyst_multievent_synthetic_breadth_materialization_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase315_event_catalyst_multievent_synthetic_breadth_materialization_no_replay,scripts\run_phase314_event_catalyst_multievent_synthetic_breadth_precommit.py,outputs\phase314
315,1,1,True,True,True,event_catalyst_multievent_top5_depth_join_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase316_event_catalyst_multievent_top5_depth_join_precommit_no_replay,scripts\run_phase315_event_catalyst_multievent_synthetic_breadth_materialization.py,outputs\phase315
316,1,1,True,True,True,event_catalyst_multievent_top5_depth_join_materialization_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase317_event_catalyst_multievent_top5_depth_join_materialization_no_strategy_search,scripts\run_phase316_event_catalyst_multievent_top5_depth_join_precommit.py,outputs\phase316
317,1,1,True,True,True,event_catalyst_multievent_join_quality_audit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase318_event_catalyst_multievent_join_quality_audit_no_strategy_search,scripts\run_phase317_event_catalyst_multievent_top5_depth_join_materialization.py,outputs\phase317
318,1,1,True,True,True,event_catalyst_multievent_feature_materialization_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase319_event_catalyst_multievent_feature_materialization_precommit_no_replay,scripts\run_phase318_event_catalyst_multievent_join_quality_audit.py,outputs\phase318
319,1,1,True,True,True,event_catalyst_multievent_feature_materialization_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase320_event_catalyst_multievent_feature_materialization_no_strategy_search,scripts\run_phase319_event_catalyst_multievent_feature_materialization_precommit.py,outputs\phase319
320,1,1,True,True,True,event_catalyst_multievent_strategy_search_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase321_event_catalyst_multievent_strategy_search_precommit_no_replay,scripts\run_phase320_event_catalyst_multievent_feature_materialization.py,outputs\phase320
321,1,1,True,True,True,event_catalyst_multievent_training_strategy_search_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase322_event_catalyst_multievent_strategy_search_training_only_no_replay,scripts\run_phase321_event_catalyst_multievent_strategy_search_precommit.py,outputs\phase321
322,1,1,True,True,True,event_catalyst_multievent_strategy_search_interpretation_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase323_event_catalyst_multievent_strategy_search_interpretation_no_replay,scripts\run_phase322_event_catalyst_multievent_strategy_search_training_only.py,outputs\phase322
323,1,1,True,True,True,event_catalyst_breadth_expansion_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase324_event_catalyst_breadth_expansion_precommit_no_replay,scripts\run_phase323_event_catalyst_multievent_strategy_search_interpretation.py,outputs\phase323
324,1,1,True,True,True,event_catalyst_breadth_expansion_materialization_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase325_event_catalyst_breadth_expansion_materialization_no_replay,scripts\run_phase324_event_catalyst_breadth_expansion_precommit.py,outputs\phase324
325,1,1,True,True,True,event_catalyst_expanded_top5_depth_join_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase326_event_catalyst_expanded_top5_depth_join_precommit_no_replay,scripts\run_phase325_event_catalyst_breadth_expansion_materialization.py,outputs\phase325
326,1,1,True,True,True,event_catalyst_expanded_top5_depth_join_materialization_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase327_event_catalyst_expanded_top5_depth_join_materialization_no_strategy_search,scripts\run_phase326_event_catalyst_expanded_top5_depth_join_precommit.py,outputs\phase326
327,1,1,True,True,True,event_catalyst_expanded_join_quality_audit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase328_event_catalyst_expanded_join_quality_audit_no_strategy_search,scripts\run_phase327_event_catalyst_expanded_top5_depth_join_materialization.py,outputs\phase327
328,1,1,True,True,True,event_catalyst_expanded_feature_materialization_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase329_event_catalyst_expanded_feature_materialization_precommit_no_replay,scripts\run_phase328_event_catalyst_expanded_join_quality_audit.py,outputs\phase328
329,1,1,True,True,True,event_catalyst_expanded_feature_materialization_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase330_event_catalyst_expanded_feature_materialization_no_strategy_search,scripts\run_phase329_event_catalyst_expanded_feature_materialization_precommit.py,outputs\phase329
330,1,1,True,True,True,event_catalyst_expanded_strategy_search_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase331_event_catalyst_expanded_strategy_search_precommit_no_replay,scripts\run_phase330_event_catalyst_expanded_feature_materialization.py,outputs\phase330
331,1,1,True,True,True,event_catalyst_expanded_training_strategy_search_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase332_event_catalyst_expanded_strategy_search_training_only_no_replay,scripts\run_phase331_event_catalyst_expanded_strategy_search_precommit.py,outputs\phase331
332,1,1,True,True,True,event_catalyst_expanded_strategy_search_interpretation_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase333_event_catalyst_expanded_strategy_search_interpretation_no_replay,scripts\run_phase332_event_catalyst_expanded_strategy_search_training_only.py,outputs\phase332
333,1,1,True,True,True,cost_stress_margin_redesign_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase334_cost_stress_margin_redesign_precommit_no_replay,scripts\run_phase333_event_catalyst_expanded_strategy_search_interpretation.py,outputs\phase333
334,1,1,True,True,True,cost_stress_margin_redesign_training_search_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase335_cost_stress_margin_redesign_training_only_no_replay,scripts\run_phase334_cost_stress_margin_redesign_precommit.py,outputs\phase334
335,1,1,True,True,True,cost_stress_margin_redesign_interpretation_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase336_cost_stress_margin_redesign_interpretation_no_replay,scripts\run_phase335_cost_stress_margin_redesign_training_only.py,outputs\phase335
336,1,1,True,True,True,cost_stress_holdout_validation_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase337_cost_stress_holdout_validation_precommit_no_replay,scripts\run_phase336_cost_stress_margin_redesign_interpretation.py,outputs\phase336
337,1,1,True,True,True,cost_stress_holdout_validation_execution_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase338_cost_stress_holdout_validation_execution_no_replay,scripts\run_phase337_cost_stress_holdout_validation_precommit.py,outputs\phase337
338,1,1,True,True,True,cost_stress_holdout_validation_interpretation_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase339_cost_stress_holdout_validation_interpretation_no_replay,scripts\run_phase338_cost_stress_holdout_validation_execution.py,outputs\phase338
339,1,1,True,True,True,official_catalyst_calendar_acquisition_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase340_official_catalyst_calendar_acquisition_precommit_no_paper_live,scripts\run_phase339_cost_stress_holdout_validation_interpretation.py,outputs\phase339
340,1,1,True,True,True,official_catalyst_real_day_survivor_diagnostic_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase341_official_catalyst_real_day_survivor_diagnostic_precommit_no_paper_live,scripts\run_phase340_official_catalyst_calendar_acquisition_precommit.py,outputs\phase340
341,1,1,True,True,True,official_catalyst_real_day_survivor_diagnostic_execution_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase342_official_catalyst_real_day_survivor_diagnostic_execution_no_paper_live,scripts\run_phase341_official_catalyst_real_day_survivor_diagnostic_precommit.py,outputs\phase341
342,1,1,True,True,True,official_catalyst_real_day_diagnostic_interpretation_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase343_official_catalyst_real_day_diagnostic_interpretation_no_paper_live,scripts\run_phase342_official_catalyst_real_day_survivor_diagnostic_execution.py,outputs\phase342
343,1,1,True,True,True,official_catalyst_native_full_depth_strategy_search_precommit_open,synthetic_strategy_discovery,,,,,,,,,,,,,0,0,run_phase344_official_catalyst_native_full_depth_strategy_search_precommit_no_paper_live,scripts\run_phase343_official_catalyst_real_day_diagnostic_interpretation.py,outputs\phase343
