symbol,trade_month_partition,dense_file_path,file_min_epoch,file_max_epoch,file_min_ist,file_max_ist,source_rows,row_groups
TCS,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TCS\part-00000.parquet,1787130875,1789601457,2026-08-19T14:44:35+05:30,2026-09-17T05:00:57+05:30,15546001,31
TECHM,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=TECHM\part-00000.parquet,1787130875,1789597457,2026-08-19T14:44:35+05:30,2026-09-17T03:54:17+05:30,15569802,31
ULTRACEMCO,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=ULTRACEMCO\part-00000.parquet,1787130475,1789582957,2026-08-19T14:37:55+05:30,2026-09-16T23:52:37+05:30,15534101,31
WIPRO,2026-08,raw_synthetic_l2_dense_full_year\trade_month=2026-08\symbol=WIPRO\part-00000.parquet,1787130875,1789579957,2026-08-19T14:44:35+05:30,2026-09-16T23:02:37+05:30,15546001,31
ADANIPORTS,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ADANIPORTS\part-00000.parquet,1784020475,1791480957,2026-07-14T14:44:35+05:30,2026-10-08T23:05:57+05:30,16291765,33
AXISBANK,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=AXISBANK\part-00000.parquet,1784020475,1791489457,2026-07-14T14:44:35+05:30,2026-10-09T01:27:37+05:30,16315566,33
BAJAJ-AUTO,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BAJAJ-AUTO\part-00000.parquet,1784020475,1791483957,2026-07-14T14:44:35+05:30,2026-10-08T23:55:57+05:30,16297715,33
BANKBEES,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BANKBEES\part-00000.parquet,1784020475,1791502957,2026-07-14T14:44:35+05:30,2026-10-09T05:12:37+05:30,16303665,33
BHARTIARTL,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BHARTIARTL\part-00000.parquet,1784020475,1791483957,2026-07-14T14:44:35+05:30,2026-10-08T23:55:57+05:30,16307632,33
BPCL,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BPCL\part-00000.parquet,1784020475,1791493457,2026-07-14T14:44:35+05:30,2026-10-09T02:34:17+05:30,16335400,33
BRITANNIA,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=BRITANNIA\part-00000.parquet,1784020475,1791484457,2026-07-14T14:44:35+05:30,2026-10-09T00:04:17+05:30,16329450,33
CIPLA,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=CIPLA\part-00000.parquet,1784020475,1791482457,2026-07-14T14:44:35+05:30,2026-10-08T23:30:57+05:30,16291765,33
DRREDDY,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=DRREDDY\part-00000.parquet,1784020475,1791489457,2026-07-14T14:44:35+05:30,2026-10-09T01:27:37+05:30,16256064,33
GOLDBEES,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=GOLDBEES\part-00000.parquet,1784020475,1791483457,2026-07-14T14:44:35+05:30,2026-10-08T23:47:37+05:30,16291765,33
HCLTECH,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HCLTECH\part-00000.parquet,1784020475,1791485957,2026-07-14T14:44:35+05:30,2026-10-09T00:29:17+05:30,16289782,33
HDFCBANK,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HDFCBANK\part-00000.parquet,1784020424,1791487457,2026-07-14T14:43:44+05:30,2026-10-09T00:54:17+05:30,16279864,33
HINDUNILVR,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=HINDUNILVR\part-00000.parquet,1784020475,1791498457,2026-07-14T14:44:35+05:30,2026-10-09T03:57:37+05:30,16295732,33
ICICIBANK,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ICICIBANK\part-00000.parquet,1784020475,1791485957,2026-07-14T14:44:35+05:30,2026-10-09T00:29:17+05:30,16299699,33
INFY,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=INFY\part-00000.parquet,1784020475,1791479957,2026-07-14T14:44:35+05:30,2026-10-08T22:49:17+05:30,16309616,33
ITBEES,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ITBEES\part-00000.parquet,1784020475,1791494957,2026-07-14T14:44:35+05:30,2026-10-09T02:59:17+05:30,16277881,33
ITC,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ITC\part-00000.parquet,1784020475,1791485957,2026-07-14T14:44:35+05:30,2026-10-09T00:29:17+05:30,16303665,33
JUNIORBEES,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=JUNIORBEES\part-00000.parquet,1784020475,1791483457,2026-07-14T14:44:35+05:30,2026-10-08T23:47:37+05:30,16281848,33
KOTAKBANK,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=KOTAKBANK\part-00000.parquet,1784020475,1791493707,2026-07-14T14:44:35+05:30,2026-10-09T02:38:27+05:30,16289782,33
LT,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=LT\part-00000.parquet,1784020475,1791478957,2026-07-14T14:44:35+05:30,2026-10-08T22:32:37+05:30,16321516,33
M&M,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=M&M\part-00000.parquet,1784020475,1791482457,2026-07-14T14:44:35+05:30,2026-10-08T23:30:57+05:30,16307632,33
MARUTI,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=MARUTI\part-00000.parquet,1784020475,1791480457,2026-07-14T14:44:35+05:30,2026-10-08T22:57:37+05:30,16297715,33
NESTLEIND,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=NESTLEIND\part-00000.parquet,1784020475,1791480957,2026-07-14T14:44:35+05:30,2026-10-08T23:05:57+05:30,16273914,33
NIFTYBEES,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=NIFTYBEES\part-00000.parquet,1784020475,1791499457,2026-07-14T14:44:35+05:30,2026-10-09T04:14:17+05:30,16329450,33
ONGC,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ONGC\part-00000.parquet,1784020475,1791480957,2026-07-14T14:44:35+05:30,2026-10-08T23:05:57+05:30,16313583,33
RELIANCE,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=RELIANCE\part-00000.parquet,1784020475,1791478457,2026-07-14T14:44:35+05:30,2026-10-08T22:24:17+05:30,16309616,33
SBIN,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=SBIN\part-00000.parquet,1784020475,1791503957,2026-07-14T14:44:35+05:30,2026-10-09T05:29:17+05:30,16275898,33
SUNPHARMA,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=SUNPHARMA\part-00000.parquet,1784020475,1791482957,2026-07-14T14:44:35+05:30,2026-10-08T23:39:17+05:30,16291765,33
TCS,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=TCS\part-00000.parquet,1784020475,1791498957,2026-07-14T14:44:35+05:30,2026-10-09T04:05:57+05:30,16327466,33
TECHM,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=TECHM\part-00000.parquet,1784020475,1791482457,2026-07-14T14:44:35+05:30,2026-10-08T23:30:57+05:30,16291765,33
ULTRACEMCO,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=ULTRACEMCO\part-00000.parquet,1784020475,1791488457,2026-07-14T14:44:35+05:30,2026-10-09T01:10:57+05:30,16317549,33
WIPRO,2026-09,raw_synthetic_l2_dense_full_year\trade_month=2026-09\symbol=WIPRO\part-00000.parquet,1784020475,1791493957,2026-07-14T14:44:35+05:30,2026-10-09T02:42:37+05:30,16309616,33
ADANIPORTS,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ADANIPORTS\part-00000.parquet,1784711675,1787247457,2026-07-22T14:44:35+05:30,2026-08-20T23:07:37+05:30,16303665,33
AXISBANK,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=AXISBANK\part-00000.parquet,1784711475,1787246957,2026-07-22T14:41:15+05:30,2026-08-20T22:59:17+05:30,16289782,33
BAJAJ-AUTO,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BAJAJ-AUTO\part-00000.parquet,1784711675,1787256457,2026-07-22T14:44:35+05:30,2026-08-21T01:37:37+05:30,16309616,33
BANKBEES,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BANKBEES\part-00000.parquet,1784711475,1787255457,2026-07-22T14:41:15+05:30,2026-08-21T01:20:57+05:30,16293748,33
BHARTIARTL,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BHARTIARTL\part-00000.parquet,1784711675,1787245457,2026-07-22T14:44:35+05:30,2026-08-20T22:34:17+05:30,16331433,33
BPCL,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BPCL\part-00000.parquet,1784711475,1787255957,2026-07-22T14:41:15+05:30,2026-08-21T01:29:17+05:30,16303665,33
BRITANNIA,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=BRITANNIA\part-00000.parquet,1784711675,1787246457,2026-07-22T14:44:35+05:30,2026-08-20T22:50:57+05:30,16311599,33
CIPLA,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=CIPLA\part-00000.parquet,1784711675,1787250957,2026-07-22T14:44:35+05:30,2026-08-21T00:05:57+05:30,16277881,33
DRREDDY,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=DRREDDY\part-00000.parquet,1784711475,1787262207,2026-07-22T14:41:15+05:30,2026-08-21T03:13:27+05:30,16303665,33
GOLDBEES,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=GOLDBEES\part-00000.parquet,1784711675,1787249457,2026-07-22T14:44:35+05:30,2026-08-20T23:40:57+05:30,16325483,33
HCLTECH,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HCLTECH\part-00000.parquet,1784711475,1787254957,2026-07-22T14:41:15+05:30,2026-08-21T01:12:37+05:30,16305649,33
HDFCBANK,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HDFCBANK\part-00000.parquet,1784711675,1787247707,2026-07-22T14:44:35+05:30,2026-08-20T23:11:47+05:30,16287798,33
HINDUNILVR,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=HINDUNILVR\part-00000.parquet,1784711475,1787253457,2026-07-22T14:41:15+05:30,2026-08-21T00:47:37+05:30,16285815,33
ICICIBANK,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ICICIBANK\part-00000.parquet,1784711675,1787243707,2026-07-22T14:44:35+05:30,2026-08-20T22:05:07+05:30,16301682,33
INFY,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=INFY\part-00000.parquet,1784711475,1787260457,2026-07-22T14:41:15+05:30,2026-08-21T02:44:17+05:30,16305649,33
ITBEES,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ITBEES\part-00000.parquet,1784711675,1787249457,2026-07-22T14:44:35+05:30,2026-08-20T23:40:57+05:30,16337384,33
ITC,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ITC\part-00000.parquet,1784711475,1787261457,2026-07-22T14:41:15+05:30,2026-08-21T03:00:57+05:30,16339367,33
JUNIORBEES,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=JUNIORBEES\part-00000.parquet,1784711475,1787244457,2026-07-22T14:41:15+05:30,2026-08-20T22:17:37+05:30,16307632,33
KOTAKBANK,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=KOTAKBANK\part-00000.parquet,1784711675,1787257457,2026-07-22T14:44:35+05:30,2026-08-21T01:54:17+05:30,16313583,33
LT,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=LT\part-00000.parquet,1784711475,1787245457,2026-07-22T14:41:15+05:30,2026-08-20T22:34:17+05:30,16307632,33
M&M,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=M&M\part-00000.parquet,1784711675,1787249457,2026-07-22T14:44:35+05:30,2026-08-20T23:40:57+05:30,16297715,33
MARUTI,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=MARUTI\part-00000.parquet,1784711675,1787251957,2026-07-22T14:44:35+05:30,2026-08-21T00:22:37+05:30,16331433,33
NESTLEIND,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=NESTLEIND\part-00000.parquet,1784711675,1787249957,2026-07-22T14:44:35+05:30,2026-08-20T23:49:17+05:30,16305649,33
NIFTYBEES,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=NIFTYBEES\part-00000.parquet,1784711475,1787257957,2026-07-22T14:41:15+05:30,2026-08-21T02:02:37+05:30,16285815,33
ONGC,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ONGC\part-00000.parquet,1784711675,1787252207,2026-07-22T14:44:35+05:30,2026-08-21T00:26:47+05:30,16321516,33
RELIANCE,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=RELIANCE\part-00000.parquet,1784711675,1787255957,2026-07-22T14:44:35+05:30,2026-08-21T01:29:17+05:30,16273914,33
SBIN,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=SBIN\part-00000.parquet,1784711675,1787247957,2026-07-22T14:44:35+05:30,2026-08-20T23:15:57+05:30,16283831,33
SUNPHARMA,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=SUNPHARMA\part-00000.parquet,1784711475,1787248957,2026-07-22T14:41:15+05:30,2026-08-20T23:32:37+05:30,16313583,33
TCS,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=TCS\part-00000.parquet,1784711675,1787244957,2026-07-22T14:44:35+05:30,2026-08-20T22:25:57+05:30,16305649,33
TECHM,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=TECHM\part-00000.parquet,1784711475,1787256957,2026-07-22T14:41:15+05:30,2026-08-21T01:45:57+05:30,16291765,33
ULTRACEMCO,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=ULTRACEMCO\part-00000.parquet,1784711475,1787253457,2026-07-22T14:41:15+05:30,2026-08-21T00:47:37+05:30,16325483,33
WIPRO,2026-10,raw_synthetic_l2_dense_full_year\trade_month=2026-10\symbol=WIPRO\part-00000.parquet,1784711475,1787245957,2026-07-22T14:41:15+05:30,2026-08-20T22:42:37+05:30,16353251,33
ADANIPORTS,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ADANIPORTS\part-00000.parquet,1787303675,1789761457,2026-08-21T14:44:35+05:30,2026-09-19T01:27:37+05:30,15567819,31
AXISBANK,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=AXISBANK\part-00000.parquet,1787303475,1789755457,2026-08-21T14:41:15+05:30,2026-09-18T23:47:37+05:30,15573769,31
BAJAJ-AUTO,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BAJAJ-AUTO\part-00000.parquet,1787303675,1789765292,2026-08-21T14:44:35+05:30,2026-09-19T02:31:32+05:30,15573769,31
BANKBEES,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BANKBEES\part-00000.parquet,1787303475,1789747457,2026-08-21T14:41:15+05:30,2026-09-18T21:34:17+05:30,15559885,31
BHARTIARTL,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BHARTIARTL\part-00000.parquet,1787303675,1789752457,2026-08-21T14:44:35+05:30,2026-09-18T22:57:37+05:30,15587653,31
BPCL,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BPCL\part-00000.parquet,1787303675,1789759457,2026-08-21T14:44:35+05:30,2026-09-19T00:54:17+05:30,15591620,31
BRITANNIA,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=BRITANNIA\part-00000.parquet,1787303675,1789756457,2026-08-21T14:44:35+05:30,2026-09-19T00:04:17+05:30,15524184,31
CIPLA,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=CIPLA\part-00000.parquet,1787303475,1789747857,2026-08-21T14:41:15+05:30,2026-09-18T21:40:57+05:30,15549968,31
DRREDDY,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=DRREDDY\part-00000.parquet,1787303475,1789754957,2026-08-21T14:41:15+05:30,2026-09-18T23:39:17+05:30,15544018,31
GOLDBEES,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=GOLDBEES\part-00000.parquet,1787303675,1789748207,2026-08-21T14:44:35+05:30,2026-09-18T21:46:47+05:30,15538068,31
HCLTECH,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HCLTECH\part-00000.parquet,1787303675,1789756957,2026-08-21T14:44:35+05:30,2026-09-19T00:12:37+05:30,15549968,31
HDFCBANK,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HDFCBANK\part-00000.parquet,1787303475,1789747957,2026-08-21T14:41:15+05:30,2026-09-18T21:42:37+05:30,15585669,31
HINDUNILVR,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=HINDUNILVR\part-00000.parquet,1787303475,1789747457,2026-08-21T14:41:15+05:30,2026-09-18T21:34:17+05:30,15540051,31
ICICIBANK,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ICICIBANK\part-00000.parquet,1787303475,1789766957,2026-08-21T14:41:15+05:30,2026-09-19T02:59:17+05:30,15557902,31
INFY,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=INFY\part-00000.parquet,1787303675,1789763957,2026-08-21T14:44:35+05:30,2026-09-19T02:09:17+05:30,15528150,31
ITBEES,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ITBEES\part-00000.parquet,1787303675,1789770457,2026-08-21T14:44:35+05:30,2026-09-19T03:57:37+05:30,15571786,31
ITC,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ITC\part-00000.parquet,1787303675,1789754457,2026-08-21T14:44:35+05:30,2026-09-18T23:30:57+05:30,15555918,31
JUNIORBEES,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=JUNIORBEES\part-00000.parquet,1787303675,1789763457,2026-08-21T14:44:35+05:30,2026-09-19T02:00:57+05:30,15546001,31
KOTAKBANK,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=KOTAKBANK\part-00000.parquet,1787303475,1789750957,2026-08-21T14:41:15+05:30,2026-09-18T22:32:37+05:30,15542034,31
LT,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=LT\part-00000.parquet,1787303475,1789765957,2026-08-21T14:41:15+05:30,2026-09-19T02:42:37+05:30,15553935,31
M&M,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=M&M\part-00000.parquet,1787303475,1789753457,2026-08-21T14:41:15+05:30,2026-09-18T23:14:17+05:30,15555918,31
MARUTI,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=MARUTI\part-00000.parquet,1787303475,1789747957,2026-08-21T14:41:15+05:30,2026-09-18T21:42:37+05:30,15547985,31
NESTLEIND,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=NESTLEIND\part-00000.parquet,1787303675,1789747957,2026-08-21T14:44:35+05:30,2026-09-18T21:42:37+05:30,15546001,31
NIFTYBEES,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=NIFTYBEES\part-00000.parquet,1787303475,1789775457,2026-08-21T14:41:15+05:30,2026-09-19T05:20:57+05:30,15563852,31
ONGC,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ONGC\part-00000.parquet,1787303675,1789774457,2026-08-21T14:44:35+05:30,2026-09-19T05:04:17+05:30,15549968,31
RELIANCE,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=RELIANCE\part-00000.parquet,1787303475,1789760457,2026-08-21T14:41:15+05:30,2026-09-19T01:10:57+05:30,15546001,31
SBIN,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=SBIN\part-00000.parquet,1787303475,1789747707,2026-08-21T14:41:15+05:30,2026-09-18T21:38:27+05:30,15567819,31
SUNPHARMA,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=SUNPHARMA\part-00000.parquet,1787303675,1789754957,2026-08-21T14:44:35+05:30,2026-09-18T23:39:17+05:30,15581703,31
TCS,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=TCS\part-00000.parquet,1787303475,1789759457,2026-08-21T14:41:15+05:30,2026-09-19T00:54:17+05:30,15555918,31
TECHM,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=TECHM\part-00000.parquet,1787303675,1789754957,2026-08-21T14:44:35+05:30,2026-09-18T23:39:17+05:30,15504350,31
ULTRACEMCO,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=ULTRACEMCO\part-00000.parquet,1787303475,1789753457,2026-08-21T14:41:15+05:30,2026-09-18T23:14:17+05:30,15569802,31
WIPRO,2026-11,raw_synthetic_l2_dense_full_year\trade_month=2026-11\symbol=WIPRO\part-00000.parquet,1787303675,1789757957,2026-08-21T14:44:35+05:30,2026-09-19T00:29:17+05:30,15551951,31
ADANIPORTS,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ADANIPORTS\part-00000.parquet,1789981975,1791498957,2026-09-21T14:42:55+05:30,2026-10-09T04:05:57+05:30,10355406,21
AXISBANK,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=AXISBANK\part-00000.parquet,1789981975,1791482957,2026-09-21T14:42:55+05:30,2026-10-08T23:39:17+05:30,10375240,21
BAJAJ-AUTO,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BAJAJ-AUTO\part-00000.parquet,1789981975,1791485457,2026-09-21T14:42:55+05:30,2026-10-09T00:20:57+05:30,10381190,21
BANKBEES,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BANKBEES\part-00000.parquet,1789982075,1791487957,2026-09-21T14:44:35+05:30,2026-10-09T01:02:37+05:30,10381190,21
BHARTIARTL,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BHARTIARTL\part-00000.parquet,1789982075,1791489957,2026-09-21T14:44:35+05:30,2026-10-09T01:35:57+05:30,10371273,21
BPCL,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BPCL\part-00000.parquet,1789982075,1791476457,2026-09-21T14:44:35+05:30,2026-10-08T21:50:57+05:30,10375240,21
BRITANNIA,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=BRITANNIA\part-00000.parquet,1789982075,1791485457,2026-09-21T14:44:35+05:30,2026-10-09T00:20:57+05:30,10361356,21
CIPLA,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=CIPLA\part-00000.parquet,1789982075,1791506457,2026-09-21T14:44:35+05:30,2026-10-09T06:10:57+05:30,10403008,21
DRREDDY,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=DRREDDY\part-00000.parquet,1789981975,1791488957,2026-09-21T14:42:55+05:30,2026-10-09T01:19:17+05:30,10359373,21
GOLDBEES,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=GOLDBEES\part-00000.parquet,1789981975,1791476457,2026-09-21T14:42:55+05:30,2026-10-08T21:50:57+05:30,10371273,21
HCLTECH,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HCLTECH\part-00000.parquet,1789982075,1791486957,2026-09-21T14:44:35+05:30,2026-10-09T00:45:57+05:30,10377224,21
HDFCBANK,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HDFCBANK\part-00000.parquet,1789981975,1791478957,2026-09-21T14:42:55+05:30,2026-10-08T22:32:37+05:30,10373257,21
HINDUNILVR,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=HINDUNILVR\part-00000.parquet,1789982075,1791494457,2026-09-21T14:44:35+05:30,2026-10-09T02:50:57+05:30,10365323,21
ICICIBANK,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ICICIBANK\part-00000.parquet,1789981975,1791479957,2026-09-21T14:42:55+05:30,2026-10-08T22:49:17+05:30,10373257,21
INFY,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=INFY\part-00000.parquet,1789981975,1791483457,2026-09-21T14:42:55+05:30,2026-10-08T23:47:37+05:30,10357389,21
ITBEES,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ITBEES\part-00000.parquet,1789981975,1791482006,2026-09-21T14:42:55+05:30,2026-10-08T23:23:26+05:30,10353423,21
ITC,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ITC\part-00000.parquet,1789981975,1791480296,2026-09-21T14:42:55+05:30,2026-10-08T22:54:56+05:30,10357389,21
JUNIORBEES,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=JUNIORBEES\part-00000.parquet,1789981975,1791487957,2026-09-21T14:42:55+05:30,2026-10-09T01:02:37+05:30,10377224,21
KOTAKBANK,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=KOTAKBANK\part-00000.parquet,1789982075,1791494457,2026-09-21T14:44:35+05:30,2026-10-09T02:50:57+05:30,10369290,21
LT,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=LT\part-00000.parquet,1789981975,1791478957,2026-09-21T14:42:55+05:30,2026-10-08T22:32:37+05:30,10353423,21
M&M,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=M&M\part-00000.parquet,1789981975,1791481957,2026-09-21T14:42:55+05:30,2026-10-08T23:22:37+05:30,10353423,21
MARUTI,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=MARUTI\part-00000.parquet,1789981975,1791495457,2026-09-21T14:42:55+05:30,2026-10-09T03:07:37+05:30,10379207,21
NESTLEIND,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=NESTLEIND\part-00000.parquet,1789981975,1791485957,2026-09-21T14:42:55+05:30,2026-10-09T00:29:17+05:30,10375240,21
NIFTYBEES,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=NIFTYBEES\part-00000.parquet,1789981975,1791477957,2026-09-21T14:42:55+05:30,2026-10-08T22:15:57+05:30,10369290,21
ONGC,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=ONGC\part-00000.parquet,1789982075,1791484957,2026-09-21T14:44:35+05:30,2026-10-09T00:12:37+05:30,10367306,21
RELIANCE,2026-12,raw_synthetic_l2_dense_full_year\trade_month=2026-12\symbol=RELIANCE\part-00000.parquet,1789981975,1791482957,2026-09-21T14:42:55+05:30,2026-10-08T23:39:17+05:30,10367306,21
