shock_id,counterfactual_group,variant,quarter_profile,scenario_day,trade_date,regime_code,regime_family,scope,target,shock_type,required_l2_effects,evidence_label,start_time,duration_minutes,price_jump_bps,drift_after_jump_bps,volatility_multiplier,event_rate_multiplier,spread_multiplier,depth_multiplier_bid,depth_multiplier_ask,buy_sell_flow_bias,correlation_multiplier,recovery_half_life_minutes,reversal_probability
Q-B-058-D06-T-BAJAJ-AUTO-quick_recovery,Q-B-058-D06-BAJAJ-AUTO,quick_recovery,Q-B,58,2026-10-01,D06,Gradual bearish trend,ticker,BAJAJ-AUTO,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,15,-37.0728,22.2437,1.8214,2.2482,1.2707,0.545,1.1149,-0.4592,1.9918,5,0.7875
Q-B-058-D06-T-BAJAJ-AUTO-continuation,Q-B-058-D06-BAJAJ-AUTO,continuation,Q-B,58,2026-10-01,D06,Gradual bearish trend,ticker,BAJAJ-AUTO,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,45,50.5993,22.7697,2.972,2.6427,1.6041,0.9286,0.7386,0.3651,1.2549,120,0.1792
Q-B-059-D17-T-ADANIPORTS-positive_shock,Q-B-059-D17-ADANIPORTS,positive_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,ADANIPORTS,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,20,24.866,4.9476,2.9684,1.5232,2.3044,0.793,0.7137,0.5291,0.7337,45,0.5317
Q-B-059-D17-T-ADANIPORTS-negative_shock,Q-B-059-D17-ADANIPORTS,negative_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,ADANIPORTS,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,30,-37.7466,-0.2229,2.7037,1.7752,1.9977,0.5584,1.0177,-0.3584,0.8386,45,0.4206
Q-B-059-D17-T-ADANIPORTS-quick_recovery,Q-B-059-D17-ADANIPORTS,quick_recovery,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,ADANIPORTS,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-19.3912,11.6347,1.9054,2.2822,1.8113,0.7328,1.1386,-0.3566,0.9278,5,0.6133
Q-B-059-D17-T-ADANIPORTS-continuation,Q-B-059-D17-ADANIPORTS,continuation,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,ADANIPORTS,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,20,41.1328,18.5098,3.6146,1.8046,1.5807,0.8291,0.4301,0.4145,0.749,45,0.2121
Q-B-059-D17-T-BAJAJ-AUTO-positive_shock,Q-B-059-D17-BAJAJ-AUTO,positive_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,09:45:00,30,32.2459,-3.7738,3.1117,2.9199,1.3051,0.9995,0.7505,0.4728,0.7683,45,0.5282
Q-B-059-D17-T-BAJAJ-AUTO-negative_shock,Q-B-059-D17-BAJAJ-AUTO,negative_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,60,-88.5943,8.009,1.958,1.8722,1.5955,0.4569,0.8241,-0.2634,0.7252,30,0.2704
Q-B-059-D17-T-BAJAJ-AUTO-quick_recovery,Q-B-059-D17-BAJAJ-AUTO,quick_recovery,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,15,-110.3976,66.2385,3.2214,3.1703,2.7366,0.6628,0.8438,-0.3843,0.6928,5,0.5525
Q-B-059-D17-T-BAJAJ-AUTO-continuation,Q-B-059-D17-BAJAJ-AUTO,continuation,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,13:45:00,45,60.6354,27.286,2.4313,2.8292,2.1886,0.8258,0.4134,0.4021,0.8554,45,0.1777
Q-B-059-D17-T-BANKBEES-positive_shock,Q-B-059-D17-BANKBEES,positive_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BANKBEES,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,30,53.048,-5.6006,2.2918,2.0717,1.7974,1.1273,0.6595,0.5162,0.6053,45,0.3842
Q-B-059-D17-T-BANKBEES-negative_shock,Q-B-059-D17-BANKBEES,negative_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BANKBEES,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,60,-96.5914,3.3881,2.8555,2.3001,1.7157,0.6073,1.1199,-0.8102,0.5965,45,0.4702
Q-B-059-D17-T-BANKBEES-quick_recovery,Q-B-059-D17-BANKBEES,quick_recovery,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BANKBEES,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-79.7894,47.8736,1.8509,1.8302,1.4744,0.5226,0.7186,-0.5946,0.7101,5,0.7606
Q-B-059-D17-T-BANKBEES-continuation,Q-B-059-D17-BANKBEES,continuation,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BANKBEES,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,30,40.9595,18.4318,2.1712,2.1477,1.8613,1.0909,0.741,0.8323,0.9526,120,0.1016
Q-B-059-D17-T-BHARTIARTL-positive_shock,Q-B-059-D17-BHARTIARTL,positive_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BHARTIARTL,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,20,93.692,-12.2691,1.6391,2.4732,2.1368,0.8009,0.4218,0.4558,0.973,30,0.4641
Q-B-059-D17-T-BHARTIARTL-negative_shock,Q-B-059-D17-BHARTIARTL,negative_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BHARTIARTL,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,30,-84.271,8.8767,1.7048,2.4062,2.2521,0.6115,0.8234,-0.8153,0.9786,30,0.2661
Q-B-059-D17-T-BHARTIARTL-quick_recovery,Q-B-059-D17-BHARTIARTL,quick_recovery,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BHARTIARTL,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-116.0495,69.6297,3.6255,1.8343,1.9161,0.4962,0.9791,-0.2896,0.7411,5,0.7126
Q-B-059-D17-T-BHARTIARTL-continuation,Q-B-059-D17-BHARTIARTL,continuation,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BHARTIARTL,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,60,32.1716,14.4772,1.8597,2.9333,2.1714,1.0211,0.4723,0.4907,0.9625,60,0.2331
Q-B-059-D17-T-BPCL-positive_shock,Q-B-059-D17-BPCL,positive_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BPCL,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,60,22.9545,-1.1788,2.9922,1.9247,1.6284,1.137,0.7354,0.495,0.7252,60,0.3545
Q-B-059-D17-T-BPCL-negative_shock,Q-B-059-D17-BPCL,negative_shock,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BPCL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,30,-87.1848,-5.5509,2.6135,1.4945,2.6619,0.4337,0.9476,-0.3869,0.7982,30,0.312
Q-B-059-D17-T-BPCL-quick_recovery,Q-B-059-D17-BPCL,quick_recovery,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BPCL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-111.4422,66.8653,3.2772,1.6444,1.8041,0.6015,0.8273,-0.6816,0.8059,15,0.6492
Q-B-059-D17-T-BPCL-continuation,Q-B-059-D17-BPCL,continuation,Q-B,59,2026-10-02,D17,Stock-specific dispersion,ticker,BPCL,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,60,91.912,41.3604,2.0538,2.7308,2.5612,1.1135,0.6148,0.4475,0.8172,90,0.1627
Q-B-060-D06-M-no_shock,Q-B-060-D06,no_shock,Q-B,60,2026-10-05,D06,Gradual bearish trend,market,ALL,sudden_macro_surprise,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,30,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.15,45,0.289
Q-B-060-D06-M-positive_shock,Q-B-060-D06,positive_shock,Q-B,60,2026-10-05,D06,Gradual bearish trend,market,ALL,sudden_macro_surprise,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,45,48.7818,5.6242,1.8598,2.0143,2.3111,0.7572,0.4384,0.4209,2.0698,45,0.4352
Q-B-060-D06-M-negative_shock,Q-B-060-D06,negative_shock,Q-B,60,2026-10-05,D06,Gradual bearish trend,market,ALL,sudden_macro_surprise,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-16.5864,2.4399,1.6833,2.9997,1.6193,0.6324,0.7689,-0.2601,1.4316,30,0.3066
Q-B-060-D06-M-quick_recovery,Q-B-060-D06,quick_recovery,Q-B,60,2026-10-05,D06,Gradual bearish trend,market,ALL,sudden_macro_surprise,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-44.3359,26.6015,1.6214,2.2772,2.2365,0.6333,1.0574,-0.8298,1.3992,5,0.5586
Q-B-060-D06-M-continuation,Q-B-060-D06,continuation,Q-B,60,2026-10-05,D06,Gradual bearish trend,market,ALL,sudden_macro_surprise,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,20,64.9602,29.2321,2.0028,2.6722,1.6856,1.1058,0.4243,0.6516,2.0159,45,0.1039
Q-B-060-D06-T-ADANIPORTS-positive_shock,Q-B-060-D06-ADANIPORTS,positive_shock,Q-B,60,2026-10-05,D06,Gradual bearish trend,ticker,ADANIPORTS,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,14:45:00,30,37.8253,2.4611,2.3042,2.7545,2.5451,0.9267,0.425,0.6628,1.7328,60,0.3691
Q-B-060-D06-T-ADANIPORTS-negative_shock,Q-B-060-D06-ADANIPORTS,negative_shock,Q-B,60,2026-10-05,D06,Gradual bearish trend,ticker,ADANIPORTS,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,45,-15.943,-2.4809,2.8408,3.0287,2.4089,0.5881,0.844,-0.5838,1.5805,60,0.5015
Q-B-060-D06-T-ADANIPORTS-quick_recovery,Q-B-060-D06-ADANIPORTS,quick_recovery,Q-B,60,2026-10-05,D06,Gradual bearish trend,ticker,ADANIPORTS,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-66.0406,39.6244,1.7444,2.9208,2.4017,0.7371,1.0013,-0.6967,1.4882,5,0.6887
Q-B-060-D06-T-ADANIPORTS-continuation,Q-B-060-D06-ADANIPORTS,continuation,Q-B,60,2026-10-05,D06,Gradual bearish trend,ticker,ADANIPORTS,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,14:45:00,45,67.9756,30.589,2.4705,2.5757,2.6006,0.9062,0.5631,0.2573,1.387,60,0.1663
Q-B-062-D17-T-ADANIPORTS-positive_shock,Q-B-062-D17-ADANIPORTS,positive_shock,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,ADANIPORTS,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,60,37.437,6.4466,2.1443,2.9747,2.1082,0.8265,0.6249,0.7731,0.7218,30,0.3146
Q-B-062-D17-T-ADANIPORTS-negative_shock,Q-B-062-D17-ADANIPORTS,negative_shock,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,ADANIPORTS,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,20,-78.806,-9.7266,3.3787,2.9891,1.5126,0.5971,0.9881,-0.3581,0.7139,15,0.2301
Q-B-062-D17-T-ADANIPORTS-quick_recovery,Q-B-062-D17-ADANIPORTS,quick_recovery,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,ADANIPORTS,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-98.9371,59.3622,1.6742,2.8787,1.4394,0.5947,0.8077,-0.6475,0.5967,15,0.6961
Q-B-062-D17-T-ADANIPORTS-continuation,Q-B-062-D17-ADANIPORTS,continuation,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,ADANIPORTS,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,20,101.3065,45.5879,2.6817,1.5722,1.5919,0.9997,0.6244,0.573,0.9828,60,0.096
Q-B-062-D17-T-BAJAJ-AUTO-positive_shock,Q-B-062-D17-BAJAJ-AUTO,positive_shock,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,45,129.3417,24.2872,2.8633,2.5563,2.1022,0.8471,0.3373,0.2878,0.6079,15,0.4866
Q-B-062-D17-T-BAJAJ-AUTO-negative_shock,Q-B-062-D17-BAJAJ-AUTO,negative_shock,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,30,-18.9116,1.4261,1.7686,2.1814,1.2102,0.6581,1.0999,-0.4437,0.7678,30,0.2645
Q-B-062-D17-T-BAJAJ-AUTO-quick_recovery,Q-B-062-D17-BAJAJ-AUTO,quick_recovery,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-67.1692,40.3015,1.788,2.6525,2.6109,0.3354,1.0566,-0.8253,0.6319,5,0.6237
Q-B-062-D17-T-BAJAJ-AUTO-continuation,Q-B-062-D17-BAJAJ-AUTO,continuation,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,30,147.8657,66.5396,2.3634,3.0616,2.3259,1.0488,0.3846,0.2658,0.8519,120,0.1389
Q-B-062-D17-T-BANKBEES-positive_shock,Q-B-062-D17-BANKBEES,positive_shock,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BANKBEES,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,30,101.0051,6.1293,1.8222,2.2314,1.2568,1.0535,0.7482,0.7304,0.832,60,0.2148
Q-B-062-D17-T-BANKBEES-negative_shock,Q-B-062-D17-BANKBEES,negative_shock,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BANKBEES,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,20,-95.8689,-1.5707,3.2821,1.4497,2.5476,0.7078,1.0351,-0.5227,0.8634,60,0.2465
Q-B-062-D17-T-BANKBEES-quick_recovery,Q-B-062-D17-BANKBEES,quick_recovery,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BANKBEES,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,30,-80.7746,48.4648,3.5484,1.6112,2.5428,0.5947,0.9009,-0.2755,0.9165,5,0.7065
Q-B-062-D17-T-BANKBEES-continuation,Q-B-062-D17-BANKBEES,continuation,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BANKBEES,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,30,56.8558,25.5851,1.6724,1.5028,2.7449,1.127,0.5048,0.3136,0.8374,90,0.2255
Q-B-062-D17-T-BHARTIARTL-positive_shock,Q-B-062-D17-BHARTIARTL,positive_shock,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BHARTIARTL,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,45,16.0997,2.7391,3.4395,1.856,1.7135,1.0859,0.3513,0.6728,0.8769,45,0.2924
Q-B-062-D17-T-BHARTIARTL-negative_shock,Q-B-062-D17-BHARTIARTL,negative_shock,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BHARTIARTL,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,60,-41.0172,-5.541,3.7054,3.0137,2.4147,0.5356,0.9777,-0.5812,0.7399,60,0.4265
Q-B-062-D17-T-BHARTIARTL-quick_recovery,Q-B-062-D17-BHARTIARTL,quick_recovery,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BHARTIARTL,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-69.1942,41.5165,2.222,2.3038,2.4067,0.5988,0.991,-0.704,0.9099,10,0.7793
Q-B-062-D17-T-BHARTIARTL-continuation,Q-B-062-D17-BHARTIARTL,continuation,Q-B,62,2026-10-07,D17,Stock-specific dispersion,ticker,BHARTIARTL,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,20,66.5882,29.9647,3.3888,1.9849,2.0937,1.1164,0.3719,0.4917,0.6252,45,0.1589
Q-B-063-D08-M-no_shock,Q-B-063-D08,no_shock,Q-B,63,2026-10-08,D08,Gap-up continuation,market,ALL,global_overnight_gap,opening price discovery;spread widening;volume burst;normalization,synthetic_shock_design,09:15:00,45,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2,60,0.3815
Q-B-063-D08-M-positive_shock,Q-B-063-D08,positive_shock,Q-B,63,2026-10-08,D08,Gap-up continuation,market,ALL,global_overnight_gap,opening price discovery;spread widening;volume burst;normalization,synthetic_shock_design,09:15:00,15,24.6921,-0.3769,2.472,2.06,2.3586,0.8226,0.5313,0.5058,1.7951,15,0.442
Q-B-063-D08-M-negative_shock,Q-B-063-D08,negative_shock,Q-B,63,2026-10-08,D08,Gap-up continuation,market,ALL,global_overnight_gap,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:15:00,30,-63.6557,-6.2755,3.0208,2.9707,1.7534,0.6827,0.9435,-0.5552,1.8623,30,0.52
Q-B-063-D08-M-quick_recovery,Q-B-063-D08,quick_recovery,Q-B,63,2026-10-08,D08,Gap-up continuation,market,ALL,global_overnight_gap,opening price discovery;spread widening;volume burst;normalization,synthetic_shock_design,09:15:00,30,50.9789,-30.5873,2.8627,2.0415,1.6533,1.0968,0.4645,0.7469,1.7145,10,0.5587
Q-B-063-D08-M-continuation,Q-B-063-D08,continuation,Q-B,63,2026-10-08,D08,Gap-up continuation,market,ALL,global_overnight_gap,opening price discovery;spread widening;volume burst;normalization,synthetic_shock_design,09:15:00,30,11.7976,5.3089,3.1866,3.0701,1.1718,0.9667,0.5038,0.5414,1.8459,120,0.2347
Q-B-063-D08-T-ADANIPORTS-positive_shock,Q-B-063-D08-ADANIPORTS,positive_shock,Q-B,63,2026-10-08,D08,Gap-up continuation,ticker,ADANIPORTS,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:15:00,45,21.2857,0.7367,3.9599,1.8069,1.5562,0.9218,0.4936,0.3895,2.0239,45,0.4968
Q-B-063-D08-T-ADANIPORTS-negative_shock,Q-B-063-D08-ADANIPORTS,negative_shock,Q-B,63,2026-10-08,D08,Gap-up continuation,ticker,ADANIPORTS,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:15:00,45,-74.23,-3.9112,3.695,2.122,2.6104,0.6221,1.0304,-0.6491,2.111,45,0.3689
Q-B-063-D08-T-ADANIPORTS-quick_recovery,Q-B-063-D08-ADANIPORTS,quick_recovery,Q-B,63,2026-10-08,D08,Gap-up continuation,ticker,ADANIPORTS,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:15:00,15,49.9468,-29.9681,2.7537,3.1784,2.1906,0.8841,0.6768,0.4178,2.1232,15,0.6909
Q-B-063-D08-T-ADANIPORTS-continuation,Q-B-063-D08-ADANIPORTS,continuation,Q-B,63,2026-10-08,D08,Gap-up continuation,ticker,ADANIPORTS,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:15:00,45,152.9529,68.8288,2.6973,2.3685,2.6152,1.0902,0.7221,0.6085,1.5004,90,0.229
Q-B-063-D08-T-BAJAJ-AUTO-positive_shock,Q-B-063-D08-BAJAJ-AUTO,positive_shock,Q-B,63,2026-10-08,D08,Gap-up continuation,ticker,BAJAJ-AUTO,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:15:00,30,30.0775,4.1305,3.2068,3.1758,1.3269,0.833,0.6418,0.3796,2.105,60,0.3559
Q-B-063-D08-T-BAJAJ-AUTO-negative_shock,Q-B-063-D08-BAJAJ-AUTO,negative_shock,Q-B,63,2026-10-08,D08,Gap-up continuation,ticker,BAJAJ-AUTO,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:15:00,30,-89.9103,-11.0215,2.5552,3.1458,1.4868,0.6641,0.8966,-0.3782,1.4792,30,0.447
Q-B-063-D08-T-BAJAJ-AUTO-quick_recovery,Q-B-063-D08-BAJAJ-AUTO,quick_recovery,Q-B,63,2026-10-08,D08,Gap-up continuation,ticker,BAJAJ-AUTO,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:15:00,45,34.7381,-20.8428,2.0335,3.0778,1.5466,0.9137,0.6947,0.4339,1.3916,10,0.754
Q-B-063-D08-T-BAJAJ-AUTO-continuation,Q-B-063-D08-BAJAJ-AUTO,continuation,Q-B,63,2026-10-08,D08,Gap-up continuation,ticker,BAJAJ-AUTO,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:15:00,45,79.7166,35.8725,3.0751,1.8943,1.9743,0.8199,0.5369,0.7306,1.6384,45,0.1337
Q-C-003-D07-M-no_shock,Q-C-003-D07,no_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.7,60,0.4678
Q-C-003-D07-M-positive_shock,Q-C-003-D07,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,227.4984,28.0709,6.1945,4.0819,3.1706,0.7592,0.3972,0.4335,1.9779,15,0.4076
Q-C-003-D07-M-negative_shock,Q-C-003-D07,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,20,-76.4613,5.5948,4.0004,4.3249,3.9141,0.4174,0.777,-0.7738,2.9296,60,0.5468
Q-C-003-D07-M-quick_recovery,Q-C-003-D07,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,15,-139.0484,83.4291,3.2695,2.9473,3.961,0.4954,0.7193,-0.3248,1.7224,15,0.6688
Q-C-003-D07-M-continuation,Q-C-003-D07,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,45,-178.6939,-80.4123,6.3384,4.256,4.0045,0.4684,0.6423,-0.5544,1.9457,60,0.1661
Q-C-003-D07-T-ADANIPORTS-positive_shock,Q-C-003-D07-ADANIPORTS,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ADANIPORTS,regulatory_action,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,20,176.8685,0.8449,4.9725,2.5148,4.3121,0.5042,0.2849,0.3328,2.5756,30,0.3147
Q-C-003-D07-T-ADANIPORTS-negative_shock,Q-C-003-D07-ADANIPORTS,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ADANIPORTS,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,45,-116.9603,-8.497,4.7006,4.0031,2.8118,0.5035,0.7576,-0.4577,2.3551,15,0.2545
Q-C-003-D07-T-ADANIPORTS-quick_recovery,Q-C-003-D07-ADANIPORTS,quick_recovery,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ADANIPORTS,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-74.8427,44.9056,6.2641,2.5193,2.5275,0.4033,0.5704,-0.4019,2.8549,10,0.8206
Q-C-003-D07-T-ADANIPORTS-continuation,Q-C-003-D07-ADANIPORTS,continuation,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,ADANIPORTS,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-364.2698,-163.9214,4.9024,3.9015,4.3004,0.4156,0.5341,-0.7997,2.2845,90,0.0716
Q-C-003-D07-T-BAJAJ-AUTO-positive_shock,Q-C-003-D07-BAJAJ-AUTO,positive_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BAJAJ-AUTO,block_volume_burst,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,20,185.5675,-36.1449,5.8867,3.3601,2.837,0.6049,0.4202,0.7591,2.6548,60,0.5344
Q-C-003-D07-T-BAJAJ-AUTO-negative_shock,Q-C-003-D07-BAJAJ-AUTO,negative_shock,Q-C,3,2026-07-16,D07,Sell-off/panic,ticker,BAJAJ-AUTO,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-156.0994,12.7535,5.14,3.008,4.3432,0.4578,0.7602,-0.4025,1.7493,30,0.459
