label_file,read_status,horizon_sec,trade_date,exchange,symbol,split_role,rows,missing_required_columns,forbidden_columns,bucket_monotonic_violations,duplicate_bucket_rows,split_role_mismatch_rows,test_role_rows,label_available_fraction,audit_pass
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,BAJAJ-AUTO,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,BANKBEES,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,BHARTIARTL,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,BPCL,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,BRITANNIA,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,CIPLA,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,DRREDDY,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,GOLDBEES,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,HCLTECH,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,HDFCBANK,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,HINDUNILVR,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,ICICIBANK,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,INFY,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,ITBEES,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,ITC,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,JUNIORBEES,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,KOTAKBANK,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,LT,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,M&M,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,MARUTI,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,NESTLEIND,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,NIFTYBEES,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,ONGC,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,RELIANCE,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,SBIN,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,SUNPHARMA,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,TCS,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,TECHM,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,ULTRACEMCO,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,15,2026-07-08,NSE,WIPRO,train,584,,,0,0,0,0,0.9982876712328768,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,ADANIPORTS,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,AXISBANK,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,BAJAJ-AUTO,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,BANKBEES,train,860,,,0,0,0,0,0.9988372093023256,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,BHARTIARTL,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,BPCL,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,BRITANNIA,train,858,,,0,0,0,0,0.9988344988344988,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,CIPLA,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,DRREDDY,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,GOLDBEES,train,860,,,0,0,0,0,0.9988372093023256,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,HCLTECH,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,HDFCBANK,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,HINDUNILVR,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,ICICIBANK,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,INFY,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,ITBEES,train,860,,,0,0,0,0,0.9988372093023256,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,ITC,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,JUNIORBEES,train,860,,,0,0,0,0,0.9988372093023256,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,KOTAKBANK,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,LT,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,M&M,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,MARUTI,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,NESTLEIND,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,NIFTYBEES,train,860,,,0,0,0,0,0.9988372093023256,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,ONGC,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,RELIANCE,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,SBIN,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,SUNPHARMA,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,TCS,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,TECHM,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,ULTRACEMCO,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,15,2026-07-09,NSE,WIPRO,train,859,,,0,0,0,0,0.9988358556461001,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,ADANIPORTS,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,AXISBANK,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,BAJAJ-AUTO,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,BANKBEES,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,BHARTIARTL,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,BPCL,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,BRITANNIA,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,CIPLA,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,DRREDDY,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,GOLDBEES,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,HCLTECH,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,HDFCBANK,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,HINDUNILVR,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,ICICIBANK,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,INFY,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,ITBEES,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,ITC,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,JUNIORBEES,train,1501,,,0,0,0,0,0.9993337774816788,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,KOTAKBANK,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,LT,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,M&M,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,MARUTI,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,NESTLEIND,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,NIFTYBEES,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,ONGC,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,RELIANCE,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,SBIN,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,SUNPHARMA,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,TCS,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,TECHM,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,ULTRACEMCO,train,1502,,,0,0,0,0,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,15,2026-07-10,NSE,WIPRO,train,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,ADANIPORTS,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,AXISBANK,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,BAJAJ-AUTO,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,BANKBEES,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,BHARTIARTL,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,BPCL,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,BRITANNIA,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,CIPLA,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,DRREDDY,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,GOLDBEES,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,HCLTECH,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,HDFCBANK,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,HINDUNILVR,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,ICICIBANK,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,INFY,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,ITBEES,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,ITC,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,JUNIORBEES,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,KOTAKBANK,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,LT,validation,1503,,,0,0,0,0,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,15,2026-07-13,NSE,M&M,validation,1503,,,0,0,0,0,0.9993346640053227,1
