symbol,category,metric,real_value,synthetic_value,synthetic_to_real_ratio,lower_ratio_gate,upper_ratio_gate,calibration_gap,anchor_source,synthetic_source,gate_type,absolute_delta
NIFTYBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8034544371649791,0.6209150326797386,0.7728067752922766,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
NIFTYBEES,one-tick volatility scale,one_tick_return_std,0.000149830079434,8.835800929659572e-05,0.5897214339761577,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ONGC,median spread scale,median_spread_bps,1.6212053661894394,2.3810969475528583,1.468720124674584,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ONGC,tail spread scale,p90_spread_bps,3.635702599527496,4.0281844006151335,1.1079521193891506,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ONGC,displayed L1 depth scale,median_l1_depth,1042.0,810.0,0.7773512476007678,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ONGC,displayed L5 depth scale,median_l5_depth,7000.5,6884.0,0.9833583315477464,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ONGC,L1 imbalance scale,median_abs_l1_imbalance,0.6120805369127517,0.0476190476190476,0.0777986633249791,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ONGC,one-tick volatility scale,one_tick_return_std,0.0005115545132356,0.0001222984554423,0.2390721854232379,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
RELIANCE,median spread scale,median_spread_bps,0.7711586658948066,1.5419962683676285,1.9995836610075408,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
RELIANCE,tail spread scale,p90_spread_bps,3.078817733990848,3.0728869580922824,0.9980736839881464,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
RELIANCE,displayed L1 depth scale,median_l1_depth,986.0,810.0,0.821501014198783,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
RELIANCE,displayed L5 depth scale,median_l5_depth,11881.5,6885.0,0.5794722888524176,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
RELIANCE,L1 imbalance scale,median_abs_l1_imbalance,0.7167036670286846,0.4435897435897435,0.6189304785181039,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
RELIANCE,one-tick volatility scale,one_tick_return_std,0.0002014198966872,0.0001202325201778,0.5969247435597921,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SBIN,median spread scale,median_spread_bps,1.9254837777996103,1.928849561789929,1.0017480199153717,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SBIN,tail spread scale,p90_spread_bps,3.844972239728642,3.8302069269279215,0.996159838906467,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SBIN,displayed L1 depth scale,median_l1_depth,1048.0,808.0,0.7709923664122137,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SBIN,displayed L5 depth scale,median_l5_depth,13743.5,6868.0,0.4997271437406774,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SBIN,L1 imbalance scale,median_abs_l1_imbalance,0.6489188956738625,0.0476190476190476,0.0733821251569476,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SBIN,one-tick volatility scale,one_tick_return_std,0.0003895484406278,0.0001204989004961,0.3093296954337893,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SUNPHARMA,median spread scale,median_spread_bps,1.5569452733734048,2.0816203332667054,1.3369900463851865,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SUNPHARMA,tail spread scale,p90_spread_bps,3.128258602710684,4.14542675225222,1.3251547518034938,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SUNPHARMA,displayed L1 depth scale,median_l1_depth,113.0,802.0,7.097345132743363,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SUNPHARMA,displayed L5 depth scale,median_l5_depth,986.0,6816.0,6.9127789046653145,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SUNPHARMA,L1 imbalance scale,median_abs_l1_imbalance,0.6103896103896104,0.2948717948717949,0.4830878341516639,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
SUNPHARMA,one-tick volatility scale,one_tick_return_std,0.0003448151930137,9.591121528261871e-05,0.2781525211935337,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TCS,median spread scale,median_spread_bps,1.8300773207672187,1.8392622719031584,1.0050188869244543,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TCS,tail spread scale,p90_spread_bps,3.214444927692387,3.655513542536159,1.1372145501837574,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TCS,displayed L1 depth scale,median_l1_depth,231.0,810.0,3.5064935064935066,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TCS,displayed L5 depth scale,median_l5_depth,2997.0,6885.0,2.2972972972972974,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TCS,L1 imbalance scale,median_abs_l1_imbalance,0.6826086956521739,0.0071770334928229,0.01051412549904,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TCS,one-tick volatility scale,one_tick_return_std,0.0006492641320056,0.0001231731748334,0.1897119658419045,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TECHM,median spread scale,median_spread_bps,3.28655470470306,3.931596768883616,1.1962669488682178,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TECHM,tail spread scale,p90_spread_bps,4.671653778297445,5.3053564204757215,1.1356484603208814,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TECHM,displayed L1 depth scale,median_l1_depth,137.0,810.0,5.912408759124087,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TECHM,displayed L5 depth scale,median_l5_depth,1436.0,6886.0,4.795264623955432,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TECHM,L1 imbalance scale,median_abs_l1_imbalance,0.6256684491978609,0.125,0.1997863247863248,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
TECHM,one-tick volatility scale,one_tick_return_std,0.0008667501064612,0.0001240630386178,0.1431358792955758,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ULTRACEMCO,median spread scale,median_spread_bps,2.584981258885873,2.5894213506421764,1.001717649495926,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ULTRACEMCO,tail spread scale,p90_spread_bps,4.316112046268722,5.155801888312441,1.1945477395031092,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ULTRACEMCO,displayed L1 depth scale,median_l1_depth,30.0,808.0,26.933333333333334,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ULTRACEMCO,displayed L5 depth scale,median_l5_depth,309.0,6868.0,22.22653721682848,0.1,10.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ULTRACEMCO,L1 imbalance scale,median_abs_l1_imbalance,0.6666666666666666,0.4276169265033407,0.6414253897550112,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
ULTRACEMCO,one-tick volatility scale,one_tick_return_std,0.0004419039059071,0.0001167938008261,0.264296828484484,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
WIPRO,median spread scale,median_spread_bps,2.227853756952737,2.2480902473344417,1.009083401600554,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
WIPRO,tail spread scale,p90_spread_bps,3.408122692417056,3.909118577527213,1.147000542622733,0.25,4.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
WIPRO,displayed L1 depth scale,median_l1_depth,1427.0,810.0,0.5676243868255081,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
WIPRO,displayed L5 depth scale,median_l5_depth,14713.0,6885.0,0.4679535105009175,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
WIPRO,L1 imbalance scale,median_abs_l1_imbalance,0.7019619685292031,0.096045197740113,0.1368239335549092,0.25,4.0,True,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
WIPRO,one-tick volatility scale,one_tick_return_std,0.0005066272743296,0.0001212004754135,0.2392300642991795,0.1,10.0,False,phase106_existing_non_cadence_real_anchor,phase106_existing_synthetic_anchor_profile,ratio,
