candidate_id,feature_id,feature_family,execution_profile,horizon_events,rejection_reasons,realistic_cost_clearing_edge,phase27_scope
F07_l1_mean_reversion_h3_q70,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h5_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h5_q95,F05_microprice_dev,microprice_pressure,zero_latency_spread_only_control,5,zero_latency_control_not_retail_edge;net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F01_momentum_3_event_h2_q95,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,2,zero_latency_control_not_retail_edge;net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h3_q70,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h2_q70,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F01_momentum_3_event_h5_q95,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,5,zero_latency_control_not_retail_edge;net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h3_q95,F04_l5_imbalance,depth_imbalance,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h2_q70,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h3_q95,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h5_q70,F04_l5_imbalance,depth_imbalance,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h1_q70,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h5_q70,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h1_q70,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F01_momentum_3_event_h2_q95,F01_momentum_3_event,short_horizon_momentum,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h2_q95,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h5_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h5_q85,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F02_mlofi_qty_event_h1_q95,F02_mlofi_qty_event,order_flow_imbalance,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h1_q70,F04_l5_imbalance,depth_imbalance,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h1_q70,F05_microprice_dev,microprice_pressure,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h2_q70,F05_microprice_dev,microprice_pressure,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h3_q85,F06_l5_mean_reversion,depth_mean_reversion,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h1_q70,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h5_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F01_momentum_3_event_h3_q95,F01_momentum_3_event,short_horizon_momentum,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h2_q85,F06_l5_mean_reversion,depth_mean_reversion,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h3_q70,F05_microprice_dev,microprice_pressure,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h5_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h2_q70,F04_l5_imbalance,depth_imbalance,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h3_q85,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h2_q70,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h1_q85,F06_l5_mean_reversion,depth_mean_reversion,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h1_q85,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h2_q85,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h3_q70,F04_l5_imbalance,depth_imbalance,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h2_q95,F04_l5_imbalance,depth_imbalance,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h2_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h5_q95,F06_l5_mean_reversion,depth_mean_reversion,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h1_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h3_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h3_q70,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F01_momentum_3_event_h5_q95,F01_momentum_3_event,short_horizon_momentum,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h1_q95,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h1_q95,F06_l5_mean_reversion,depth_mean_reversion,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h1_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h3_q85,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F02_mlofi_qty_event_h2_q95,F02_mlofi_qty_event,order_flow_imbalance,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h3_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h1_q85,F04_l5_imbalance,depth_imbalance,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h1_q95,F04_l5_imbalance,depth_imbalance,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h5_q70,F05_microprice_dev,microprice_pressure,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F02_mlofi_qty_event_h3_q95,F02_mlofi_qty_event,order_flow_imbalance,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h5_q95,F04_l5_imbalance,depth_imbalance,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h2_q95,F06_l5_mean_reversion,depth_mean_reversion,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h2_q85,F04_l5_imbalance,depth_imbalance,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h5_q70,F04_l5_imbalance,depth_imbalance,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h5_q95,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h3_q85,F04_l5_imbalance,depth_imbalance,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F02_mlofi_qty_event_h5_q95,F02_mlofi_qty_event,order_flow_imbalance,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h2_q85,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F01_momentum_3_event_h3_q95,F01_momentum_3_event,short_horizon_momentum,zero_latency_spread_only_control,3,zero_latency_control_not_retail_edge;net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h2_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h3_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h5_q70,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h1_q85,F05_microprice_dev,microprice_pressure,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h2_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h1_q95,F04_l5_imbalance,depth_imbalance,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h2_q85,F05_microprice_dev,microprice_pressure,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h3_q85,F05_microprice_dev,microprice_pressure,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h5_q85,F03_l1_imbalance,top_of_book_imbalance,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h3_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h3_q95,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h3_q95,F06_l5_mean_reversion,depth_mean_reversion,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h2_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h1_q95,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h1_q85,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h5_q95,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h1_q85,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h1_q85,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h2_q95,F04_l5_imbalance,depth_imbalance,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h5_q85,F04_l5_imbalance,depth_imbalance,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h2_q95,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h1_q85,F04_l5_imbalance,depth_imbalance,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h5_q85,F05_microprice_dev,microprice_pressure,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F07_l1_mean_reversion_h1_q95,F07_l1_mean_reversion,top_of_book_mean_reversion,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h2_q95,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h1_q85,F05_microprice_dev,microprice_pressure,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h5_q95,F04_l5_imbalance,depth_imbalance,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h1_q95,F05_microprice_dev,microprice_pressure,retail_marketable_default,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h3_q95,F04_l5_imbalance,depth_imbalance,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h2_q85,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h2_q85,F05_microprice_dev,microprice_pressure,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F06_l5_mean_reversion_h1_q95,F06_l5_mean_reversion,depth_mean_reversion,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h3_q85,F05_microprice_dev,microprice_pressure,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h2_q85,F04_l5_imbalance,depth_imbalance,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h3_q95,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h3_q85,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h2_q95,F05_microprice_dev,microprice_pressure,retail_marketable_default,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h3_q85,F04_l5_imbalance,depth_imbalance,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h3_q95,F05_microprice_dev,microprice_pressure,retail_marketable_default,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h5_q85,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h1_q95,F05_microprice_dev,microprice_pressure,stressed_retail,1,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h5_q85,F05_microprice_dev,microprice_pressure,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F03_l1_imbalance_h5_q95,F03_l1_imbalance,top_of_book_imbalance,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy,False,feature_edge_cost_hurdle_scan_not_acceptance
F04_l5_imbalance_h5_q85,F04_l5_imbalance,depth_imbalance,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h2_q95,F05_microprice_dev,microprice_pressure,stressed_retail,2,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h5_q95,F05_microprice_dev,microprice_pressure,retail_marketable_default,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h3_q95,F05_microprice_dev,microprice_pressure,stressed_retail,3,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
F05_microprice_dev_h5_q95,F05_microprice_dev,microprice_pressure,stressed_retail,5,net_return_not_positive_after_costs;does_not_beat_best_baseline_proxy;proxy_risk_breached_or_missing,False,feature_edge_cost_hurdle_scan_not_acceptance
