remote_path,local_path,bytes,status,error
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-085253_801925-041045.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-085253_801925-041045.parquet,35734,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-085658_676036-041589.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-085658_676036-041589.parquet,35589,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-085853_613458-041845.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-085853_613458-041845.parquet,35641,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090050_044423-042101.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090050_044423-042101.parquet,35857,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090246_374956-042357.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090246_374956-042357.parquet,35167,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090148_454578-042229.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090148_454578-042229.parquet,35713,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-085043_875546-040757.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-085043_875546-040757.parquet,35559,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090343_776145-042485.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090343_776145-042485.parquet,34864,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090300_786166-042389.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090300_786166-042389.parquet,35046,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-085629_625865-041525.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-085629_625865-041525.parquet,35916,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090455_123978-042645.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090455_123978-042645.parquet,34646,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090509_317896-042677.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090509_317896-042677.parquet,34696,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090747_433667-043029.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090747_433667-043029.parquet,35516,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090104_449198-042133.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090104_449198-042133.parquet,35876,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090315_342543-042421.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090315_342543-042421.parquet,35746,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-085824_762053-041781.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-085824_762053-041781.parquet,35639,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090551_496758-042773.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090551_496758-042773.parquet,35413,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090704_106116-042933.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090704_106116-042933.parquet,34690,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090202_956034-042261.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090202_956034-042261.parquet,36198,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090859_691352-043189.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090859_691352-043189.parquet,34721,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090605_711043-042805.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090605_711043-042805.parquet,35726,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090635_336354-042869.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090635_336354-042869.parquet,34642,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090620_432608-042837.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090620_432608-042837.parquet,35704,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090942_917694-043285.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090942_917694-043285.parquet,35954,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090845_140255-043157.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090845_140255-043157.parquet,34716,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090412_277109-042549.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090412_277109-042549.parquet,34822,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090732_776816-042997.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090732_776816-042997.parquet,35514,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091124_963814-043509.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091124_963814-043509.parquet,35881,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090914_180243-043221.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090914_180243-043221.parquet,34885,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091318_553154-043765.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091318_553154-043765.parquet,34692,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090537_415466-042741.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090537_415466-042741.parquet,35725,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090649_810647-042901.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090649_810647-042901.parquet,34740,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090718_339194-042965.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090718_339194-042965.parquet,34684,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091347_124967-043829.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091347_124967-043829.parquet,35811,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091056_086423-043445.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091056_086423-043445.parquet,36011,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091153_509515-043573.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091153_509515-043573.parquet,35498,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090801_884224-043061.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090801_884224-043061.parquet,36086,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090358_155084-042517.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090358_155084-042517.parquet,34756,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090957_433937-043317.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090957_433937-043317.parquet,35970,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091012_379205-043349.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091012_379205-043349.parquet,35804,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090426_528756-042581.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090426_528756-042581.parquet,34963,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090523_381498-042709.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090523_381498-042709.parquet,34876,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090816_357713-043093.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090816_357713-043093.parquet,35645,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091401_346731-043861.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091401_346731-043861.parquet,35922,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091458_240836-043989.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091458_240836-043989.parquet,35612,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090440_843139-042613.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090440_843139-042613.parquet,34913,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090928_575330-043253.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090928_575330-043253.parquet,35389,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091555_182996-044117.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091555_182996-044117.parquet,34678,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091221_790820-043637.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091221_790820-043637.parquet,35197,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091623_838157-044181.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091623_838157-044181.parquet,35104,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-090830_914176-043125.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-090830_914176-043125.parquet,35123,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091304_373004-043733.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091304_373004-043733.parquet,34613,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091429_817670-043925.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091429_817670-043925.parquet,35898,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091332_847068-043797.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091332_847068-043797.parquet,35933,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091041_638491-043413.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091041_638491-043413.parquet,35682,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091139_196440-043541.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091139_196440-043541.parquet,35266,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091526_799464-044053.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091526_799464-044053.parquet,34990,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091027_043179-043381.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091027_043179-043381.parquet,35960,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091207_644453-043605.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091207_644453-043605.parquet,35427,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091706_861476-044277.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091706_861476-044277.parquet,35151,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092012_939011-044693.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092012_939011-044693.parquet,36056,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091415_558130-043893.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091415_558130-043893.parquet,35699,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091833_145990-044469.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091833_145990-044469.parquet,35824,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091235_899704-043669.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091235_899704-043669.parquet,34704,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091249_986818-043701.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091249_986818-043701.parquet,34699,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091638_222239-044213.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091638_222239-044213.parquet,35542,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091804_554950-044405.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091804_554950-044405.parquet,35671,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092041_570604-044757.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092041_570604-044757.parquet,35736,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092055_780155-044789.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092055_780155-044789.parquet,35690,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091110_589011-043477.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091110_589011-043477.parquet,36380,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091609_314834-044149.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091609_314834-044149.parquet,34431,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091540_961176-044085.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091540_961176-044085.parquet,34565,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091916_062832-044565.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091916_062832-044565.parquet,35688,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091750_241922-044373.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091750_241922-044373.parquet,35952,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091444_052753-043957.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091444_052753-043957.parquet,35736,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092152_951500-044917.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092152_951500-044917.parquet,35036,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091512_556979-044021.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091512_556979-044021.parquet,35586,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091721_493708-044309.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091721_493708-044309.parquet,35832,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092124_584558-044853.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092124_584558-044853.parquet,35230,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091735_865788-044341.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091735_865788-044341.parquet,35879,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091944_461801-044629.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091944_461801-044629.parquet,35843,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092542_799399-045429.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092542_799399-045429.parquet,35821,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092347_213542-045173.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092347_213542-045173.parquet,35118,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091847_358675-044501.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091847_358675-044501.parquet,35867,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092249_720761-045045.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092249_720761-045045.parquet,35842,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092138_774593-044885.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092138_774593-044885.parquet,35138,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092304_080343-045077.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092304_080343-045077.parquet,35633,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092528_297107-045397.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092528_297107-045397.parquet,35361,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091958_794823-044661.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091958_794823-044661.parquet,35641,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092332_782273-045141.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092332_782273-045141.parquet,35295,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092655_418914-045589.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092655_418914-045589.parquet,35156,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091818_732283-044437.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091818_732283-044437.parquet,35674,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092401_717087-045205.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092401_717087-045205.parquet,35161,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091901_795532-044533.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091901_795532-044533.parquet,36014,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092444_806083-045301.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092444_806083-045301.parquet,34647,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092235_513182-045013.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092235_513182-045013.parquet,35849,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092416_126184-045237.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092416_126184-045237.parquet,35064,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092459_063206-045333.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092459_063206-045333.parquet,34605,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091930_281878-044597.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091930_281878-044597.parquet,35471,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092557_117887-045461.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092557_117887-045461.parquet,35849,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092207_344783-044949.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092207_344783-044949.parquet,36178,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092110_331515-044821.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092110_331515-044821.parquet,36225,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092611_578676-045493.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092611_578676-045493.parquet,35856,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092641_042469-045557.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092641_042469-045557.parquet,35607,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092513_640180-045365.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092513_640180-045365.parquet,34659,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092318_336161-045109.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092318_336161-045109.parquet,36135,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092822_871127-045781.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092822_871127-045781.parquet,34813,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092027_387248-044725.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092027_387248-044725.parquet,36099,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092710_298438-045621.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092710_298438-045621.parquet,35445,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092950_236125-045973.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092950_236125-045973.parquet,35876,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-093004_581147-046005.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-093004_581147-046005.parquet,35467,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092221_401863-044981.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092221_401863-044981.parquet,35778,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092739_342562-045685.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092739_342562-045685.parquet,34550,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092430_408970-045269.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092430_408970-045269.parquet,34547,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-091652_490822-044245.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-091652_490822-044245.parquet,35203,skipped_existing,
raw_l2/trade_date=2026-07-15/exchange=NSE/symbol=M&M/part-092837_436289-045813.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-092837_436289-045813.parquet,35580,skipped_existing,
