phase288_variant_id,liquidity_family,pressure_column,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,best_scenario_id,best_initial_capital_inr,best_fixed_notional_inr,best_max_concurrent_positions,best_notional_turnover_x_initial_capital,best_avg_open_notional_utilization,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,positive_but_below12,too_sparse_for_sparse_diagnostic,too_sparse_for_portfolio_claim,full_depth_positive_clue,same_pressure_route_exhausted_for_acceptance
P288_P288_PRESSURE_CONTINUATION_Q70_INV_H8,pressure_continuation,abs_consensus_imbalance,INV,8,12,67,5,0,0,0,0,-22.45835583970186,-13.716667430057155,-5.614588959925465,-178.24091936271316,P271_P288_P288_PRESSURE_CONTINUATION_Q70_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2425373134328358,17,61,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q80_INV_H8,pressure_continuation,abs_consensus_imbalance,INV,8,12,45,5,0,0,0,0,-22.45835583970186,-12.598086088628936,-5.614588959925465,-178.24091936271316,P271_P288_P288_PRESSURE_CONTINUATION_Q80_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2388888888888889,12,39,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q50_INV_H10,pressure_continuation,abs_consensus_imbalance,INV,10,12,111,6,0,0,0,0,-23.85626150227339,-17.20366367207071,-5.964065375568348,-189.33540874820156,P271_P288_P288_PRESSURE_CONTINUATION_Q50_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2454954954954954,28,103,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q60_INV_H10,pressure_continuation,abs_consensus_imbalance,INV,10,12,89,6,0,0,0,0,-23.85626150227339,-17.20366367207071,-5.964065375568348,-189.33540874820156,P271_P288_P288_PRESSURE_CONTINUATION_Q60_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2443820224719101,23,81,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q70_INV_H10,pressure_continuation,abs_consensus_imbalance,INV,10,12,67,5,0,0,0,0,-23.85626150227339,-14.554694744943264,-5.964065375568348,-189.33540874820156,P271_P288_P288_PRESSURE_CONTINUATION_Q70_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2425373134328358,17,61,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q80_INV_H10,pressure_continuation,abs_consensus_imbalance,INV,10,12,45,5,0,0,0,0,-23.85626150227339,-13.310130822167771,-5.964065375568348,-189.33540874820156,P271_P288_P288_PRESSURE_CONTINUATION_Q80_INV_H10_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2388888888888889,12,39,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q50_INV_H5,pressure_continuation,abs_consensus_imbalance,INV,5,12,111,10,0,0,4,0,-32.97545439306709,-24.65207080270539,-8.243863598266772,-261.70995550053243,P271_P288_P288_PRESSURE_CONTINUATION_Q50_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.75,0.2432432432432432,24,101,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q60_INV_H5,pressure_continuation,abs_consensus_imbalance,INV,5,12,89,10,0,0,4,0,-32.97545439306709,-24.65207080270539,-8.243863598266772,-261.70995550053243,P271_P288_P288_PRESSURE_CONTINUATION_Q60_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.75,0.2415730337078651,19,79,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q70_INV_H5,pressure_continuation,abs_consensus_imbalance,INV,5,12,67,8,0,0,4,0,-32.97545439306709,-19.41659147657898,-8.243863598266772,-261.70995550053243,P271_P288_P288_PRESSURE_CONTINUATION_Q70_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.75,0.2388059701492537,14,59,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q80_INV_H5,pressure_continuation,abs_consensus_imbalance,INV,5,12,45,7,0,0,0,0,-32.97545439306709,-16.75007755146228,-8.243863598266772,-261.70995550053243,P271_P288_P288_PRESSURE_CONTINUATION_Q80_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.75,0.2333333333333333,10,37,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q50_INV_H3,pressure_continuation,abs_consensus_imbalance,INV,3,12,111,12,0,0,4,0,-35.75660456324064,-25.59495740348428,-8.93915114081016,-283.7825758987352,P271_P288_P288_PRESSURE_CONTINUATION_Q50_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,1.0,0.240990990990991,22,101,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q60_INV_H3,pressure_continuation,abs_consensus_imbalance,INV,3,12,89,12,0,0,4,0,-35.75660456324064,-25.59495740348428,-8.93915114081016,-283.7825758987352,P271_P288_P288_PRESSURE_CONTINUATION_Q60_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,1.0,0.2387640449438202,17,79,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q70_INV_H3,pressure_continuation,abs_consensus_imbalance,INV,3,12,67,10,0,0,4,0,-35.75660456324064,-21.0041449558324,-8.93915114081016,-283.7825758987352,P271_P288_P288_PRESSURE_CONTINUATION_Q70_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,1.0,0.2350746268656716,12,59,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q80_INV_H3,pressure_continuation,abs_consensus_imbalance,INV,3,12,45,10,0,0,4,0,-35.75660456324064,-20.989040956494662,-8.93915114081016,-283.7825758987352,P271_P288_P288_PRESSURE_CONTINUATION_Q80_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,1.0,0.2277777777777777,10,37,1,1,0,0,0,0,1,0,1
