symbol,horizon_sec,spread_regime,liquidity_regime,receive_event_rate_zscore_bucket,baseline_mid_return_bps,baseline_abs_return_bps,baseline_spread_change_bps,baseline_rows
HDFCBANK,15,mid,mid,normal,0.0,0.9076335274860305,0.0,236
HDFCBANK,60,high,high,normal,-0.3034256761604623,2.4336451581937353,-1.2110386194911646,60
HDFCBANK,60,high,high,positive,-10000.0,10000.0,-3.0326004548900682,1
HDFCBANK,60,high,low,normal,0.0,2.4666235007545625,-1.211093617535534,79
HDFCBANK,60,high,mid,normal,1.0637852868264268,2.1257861128512667,-0.6072385042134401,88
HDFCBANK,60,low,high,normal,-0.6053085560358891,2.1166580992418518,1.3715800056898328e-12,123
HDFCBANK,60,low,low,normal,0.0,2.437986253110796,1.3793598478888802e-12,104
HDFCBANK,60,low,mid,normal,0.0,2.116146195470897,1.3814130164539146e-12,109
HDFCBANK,60,mid,high,normal,-0.605748553774777,2.1298606462614034,-1.3756461593201567e-12,61
HDFCBANK,60,mid,low,normal,0.6052353206898419,1.828158154164497,0.0,62
HDFCBANK,60,mid,mid,normal,-0.60600551465101,1.8272627603860512,0.0,53
HINDUNILVR,1,high,high,normal,0.0,0.0,0.0,1603
HINDUNILVR,1,high,high,positive,0.0,0.2318491238450058,0.0,98
HINDUNILVR,1,high,low,normal,0.0,0.0,0.0,2061
HINDUNILVR,1,high,low,positive,0.0,0.0,0.0,152
HINDUNILVR,1,high,mid,normal,0.0,0.0,0.0,2029
HINDUNILVR,1,high,mid,positive,0.0,0.23105894510991676,0.0,130
HINDUNILVR,1,low,high,normal,0.0,0.0,0.0,2475
HINDUNILVR,1,low,high,positive,0.0,0.0,0.0,184
HINDUNILVR,1,low,low,normal,0.0,0.0,0.0,2160
HINDUNILVR,1,low,low,positive,0.0,0.0,0.0,149
HINDUNILVR,1,low,mid,normal,0.0,0.0,0.0,2278
HINDUNILVR,1,low,mid,positive,0.0,0.0,0.0,157
HINDUNILVR,1,mid,high,normal,0.0,0.0,0.0,1822
HINDUNILVR,1,mid,high,positive,0.0,0.0,0.0,113
HINDUNILVR,1,mid,low,normal,0.0,0.0,0.0,1660
HINDUNILVR,1,mid,low,positive,0.0,0.0,0.0,113
HINDUNILVR,1,mid,mid,normal,0.0,0.0,0.0,1797
HINDUNILVR,1,mid,mid,positive,0.0,0.0,0.0,96
HINDUNILVR,5,high,high,normal,0.0,0.46425255338862137,-2.1220623481017482e-12,707
HINDUNILVR,5,high,high,positive,0.0,0.6946052326931741,-0.4643172215253241,73
HINDUNILVR,5,high,low,normal,0.0,0.4639510067732627,-2.1101475644948568e-12,865
HINDUNILVR,5,high,low,positive,0.0,0.6957489737685764,-0.4630701551301866,65
HINDUNILVR,5,high,mid,normal,0.0,0.4634779394474212,-0.46030986748880387,876
HINDUNILVR,5,high,mid,positive,0.0,0.6938501746193814,-0.9272997032632515,73
HINDUNILVR,5,low,high,normal,0.0,0.23023437859824977,0.0,1039
HINDUNILVR,5,low,high,positive,0.0,0.46577244409977003,0.0,108
HINDUNILVR,5,low,low,normal,0.0,0.23117645698940995,0.0,936
HINDUNILVR,5,low,low,positive,0.0,0.6929366655870846,0.0,81
HINDUNILVR,5,low,mid,normal,0.0,0.23123525875309575,0.0,1015
HINDUNILVR,5,low,mid,positive,0.0,0.4661678670485003,0.0,77
HINDUNILVR,5,mid,high,normal,0.0,0.46046875719231156,0.0,733
HINDUNILVR,5,mid,high,positive,0.0,0.4639510876666062,0.0,74
HINDUNILVR,5,mid,low,normal,0.0,0.23282345313282107,0.0,728
HINDUNILVR,5,mid,low,positive,0.0,0.4638866652051721,0.0,60
HINDUNILVR,5,mid,mid,normal,0.0,0.4628290564639742,0.0,720
HINDUNILVR,5,mid,mid,positive,0.23124595319666036,0.6952254606262124,0.0,56
HINDUNILVR,15,high,high,normal,0.0,1.164754528140185,-0.923584894892354,272
HINDUNILVR,15,high,high,positive,0.2320400965295243,0.2320400965295243,-1.8568809042993113,7
HINDUNILVR,15,high,low,normal,-0.2305528657729603,1.1621420602454444,-0.9252405625475243,321
HINDUNILVR,15,high,low,positive,-1.1595816229504396,1.3902727251649891,-0.926848483443326,7
HINDUNILVR,15,high,mid,normal,0.0,1.166316771635176,-0.4652136493680493,335
HINDUNILVR,15,high,mid,positive,0.0,1.851851851852273,0.0,7
HINDUNILVR,15,low,high,normal,0.0,0.9210223347907811,2.1112251950438223e-12,395
HINDUNILVR,15,low,high,positive,0.0,2.1001050052494135,0.46384340646766453,9
HINDUNILVR,15,low,low,normal,0.0,0.9304272987360986,0.4606490545173967,373
HINDUNILVR,15,low,low,positive,2.098733763963682,2.098733763963682,1.3991558426403337,1
HINDUNILVR,15,low,mid,normal,0.0,0.9280527133932767,0.46389720038208343,373
HINDUNILVR,15,low,mid,positive,0.23274758524359143,1.631946192984418,0.697228769541499,8
HINDUNILVR,15,mid,high,normal,0.0,1.1613053071652537,0.0,287
HINDUNILVR,15,mid,high,positive,0.2317497080728145,0.6953135871749333,-6.446295859774409e-05,2
HINDUNILVR,15,mid,low,normal,0.0,1.1548682857875754,0.0,266
HINDUNILVR,15,mid,low,positive,0.8130679294901435,0.8130679294901435,-0.23554091610760575,4
HINDUNILVR,15,mid,mid,normal,0.0,0.9279665932018007,0.0,269
HINDUNILVR,15,mid,mid,positive,0.0,1.8598163431365382,-0.46646142363984067,7
HINDUNILVR,60,high,high,normal,0.4683621376022401,2.093120610260096,-0.9234889412190891,69
HINDUNILVR,60,high,low,normal,-0.23148700073418682,3.0020127635373655,-0.9284407902859168,76
HINDUNILVR,60,high,mid,normal,0.0,2.7812543457116012,-0.9304056568676632,77
HINDUNILVR,60,high,mid,positive,2.7809320757315206,2.7809320757315206,0.0,1
HINDUNILVR,60,low,high,normal,0.0,1.1613999108440676,0.46700814873096597,98
HINDUNILVR,60,low,high,positive,-5.592646297245997,5.592646297245997,1.3915302193966603,2
HINDUNILVR,60,low,low,normal,0.0,3.5162568273986734,0.4672569679712348,75
HINDUNILVR,60,low,mid,normal,0.0,1.6234895748772367,0.4642848852072511,79
HINDUNILVR,60,mid,high,normal,-0.5784445460623069,3.0062868749552463,0.0,76
HINDUNILVR,60,mid,low,normal,0.46455989265171715,3.012154656188064,-0.22985335356127468,94
HINDUNILVR,60,mid,mid,normal,0.0,3.7424274319918,0.0,93
ICICIBANK,1,high,high,normal,0.0,0.35669698591014465,0.0,1979
ICICIBANK,1,high,high,positive,0.0,0.355745362460545,0.0,116
ICICIBANK,1,high,low,normal,0.0,0.3566079452230736,0.0,2563
ICICIBANK,1,high,low,positive,0.0,0.17779042065360576,0.0,164
ICICIBANK,1,high,mid,normal,0.0,0.35649352964130215,0.0,2732
ICICIBANK,1,high,mid,positive,0.0,0.3569643749550548,0.0,155
ICICIBANK,1,low,high,normal,0.0,0.0,0.0,3768
ICICIBANK,1,low,high,positive,0.0,0.0,0.0,200
ICICIBANK,1,low,low,normal,0.0,0.0,0.0,3333
ICICIBANK,1,low,low,positive,0.0,0.0,0.0,206
ICICIBANK,1,low,mid,normal,0.0,0.0,0.0,3323
ICICIBANK,1,low,mid,positive,0.0,0.0,0.0,227
ICICIBANK,1,mid,high,normal,0.0,0.0,0.0,2585
ICICIBANK,1,mid,high,positive,0.0,0.0,0.0,128
ICICIBANK,1,mid,low,normal,0.0,0.0,0.0,2391
ICICIBANK,1,mid,low,positive,0.0,0.0,0.0,123
ICICIBANK,1,mid,mid,normal,0.0,0.0,0.0,2490
ICICIBANK,1,mid,mid,positive,0.0,0.0,0.0,115
ICICIBANK,5,high,high,normal,0.0,0.3621024661607188,-0.7130506089937095,620
ICICIBANK,5,high,high,positive,0.0,0.7127840703728393,-0.713737704125669,60
ICICIBANK,5,high,low,normal,0.0,0.3625684347917373,-0.7132413252017334,787
ICICIBANK,5,high,low,positive,0.0,0.713343085985527,-0.7211235125387764,82
ICICIBANK,5,high,mid,normal,0.0,0.7122887620900862,-0.7131650263864573,862
ICICIBANK,5,high,mid,positive,-8.110639774674754e-13,1.077307072748243,-0.7196446188409449,78
ICICIBANK,5,low,high,normal,0.0,0.35646811392526395,0.0,1233
ICICIBANK,5,low,high,positive,0.0,0.7219174361630272,0.0,92
ICICIBANK,5,low,low,normal,0.0,0.0,0.0,1052
ICICIBANK,5,low,low,positive,0.0,0.7218392501603274,0.0,94
ICICIBANK,5,low,mid,normal,0.0,0.3565952305701139,0.0,1056
ICICIBANK,5,low,mid,positive,0.0,0.7142091918716498,0.0,103
ICICIBANK,5,mid,high,normal,0.0,0.713470323265903,0.0,770
ICICIBANK,5,mid,high,positive,0.0,0.7228828568323928,0.0,67
ICICIBANK,5,mid,low,normal,0.0,0.36218761318329973,0.0,769
ICICIBANK,5,mid,low,positive,0.0,0.7229873838711377,-1.6400885450516253e-12,58
ICICIBANK,5,mid,mid,normal,0.0,0.36137613206391506,0.0,768
ICICIBANK,5,mid,mid,positive,0.0,0.7216829646729624,0.0,61
ICICIBANK,15,high,high,normal,1.6191246560082039e-12,1.4252627828259077,-0.7222302470020876,191
ICICIBANK,15,high,low,normal,0.0,1.425313576223569,-0.7222172070597375,254
ICICIBANK,15,high,mid,normal,-0.35621415595185335,1.4443040259978008,-0.722856729795497,249
ICICIBANK,15,low,high,normal,0.0,1.4231330273600562,1.621144882130634e-12,433
ICICIBANK,15,low,low,normal,0.0,1.0715817652662547,8.083247731637529e-13,360
ICICIBANK,15,low,mid,normal,0.0,1.0851087825772123,1.6380807136365646e-12,396
ICICIBANK,15,mid,high,normal,0.0,1.0863668589794215,0.0,348
ICICIBANK,15,mid,low,normal,0.0,1.425542151952464,0.0,358
ICICIBANK,15,mid,mid,normal,0.0,1.0845987112409434,0.0,354
ICICIBANK,60,high,high,normal,-0.3559732308111003,2.895927601810613,-0.7252683492902265,39
ICICIBANK,60,high,low,normal,0.713139597075479,2.8820520210396348,-1.4284183837449236,69
ICICIBANK,60,high,mid,normal,-0.35651894898181413,2.853474104721527,-1.4282653717063878,51
ICICIBANK,60,low,high,normal,0.0,2.1667689863129143,1.621723015892672e-12,105
ICICIBANK,60,low,low,normal,0.0,2.6855122720785407,1.6280515399263449e-12,90
ICICIBANK,60,low,mid,normal,0.0,2.8506338303287713,1.622359606738419e-12,104
ICICIBANK,60,mid,high,normal,0.36218761318494674,2.5282623613963886,0.0,101
ICICIBANK,60,mid,low,normal,0.0,2.1695905050973376,0.0,86
ICICIBANK,60,mid,mid,normal,-0.36104993320379214,2.845354958031661,0.0,95
INFY,1,high,high,normal,0.0,0.4652244708088569,0.0,1933
INFY,1,high,high,positive,0.0,0.0,0.0,135
INFY,1,high,low,normal,0.0,0.0,0.0,3146
INFY,1,high,low,positive,0.0,0.22992734296048975,0.0,220
INFY,1,high,mid,normal,0.0,0.4611710177246073,0.0,2766
INFY,1,high,mid,positive,0.0,0.0,0.0,201
INFY,1,low,high,normal,0.0,0.0,0.0,4216
INFY,1,low,high,positive,0.0,0.0,0.0,312
INFY,1,low,low,normal,0.0,0.0,0.0,3397
INFY,1,low,low,positive,0.0,0.0,0.0,201
INFY,1,low,mid,normal,0.0,0.0,0.0,3683
INFY,1,low,mid,positive,0.0,0.0,0.0,235
INFY,1,mid,high,normal,0.0,0.0,0.0,2446
INFY,1,mid,high,positive,0.0,0.4660918211006787,0.0,174
INFY,1,mid,low,normal,0.0,0.0,0.0,2101
INFY,1,mid,low,positive,0.0,0.0,0.0,152
INFY,1,mid,mid,normal,0.0,0.0,0.0,2436
INFY,1,mid,mid,positive,0.0,0.0,0.0,174
INFY,5,high,high,normal,0.0,0.9307087347048613,-0.9331404842990625,595
INFY,5,high,high,positive,0.0,0.9322705530139135,-0.9347978499662203,72
INFY,5,high,low,normal,0.0,0.4746760336066316,-0.9347323165425826,912
INFY,5,high,low,positive,0.0,0.4678143712570596,-0.9340556697170658,135
INFY,5,high,mid,normal,0.0,0.9318362014046477,-0.9349507987241883,830
INFY,5,high,mid,positive,0.0,0.9321836401762671,-0.934273835662507,95
INFY,5,low,high,normal,0.0,0.9304489416134826,0.0,1235
INFY,5,low,high,positive,0.0,0.9336632276750518,0.0,163
INFY,5,low,low,normal,0.0,0.9312287563452665,0.0,997
INFY,5,low,low,positive,0.0,0.9410562928492416,2.1303643560386074e-12,108
INFY,5,low,mid,normal,0.0,0.47418085257674164,0.0,1111
INFY,5,low,mid,positive,0.0,0.9333147971183444,0.0,120
INFY,5,mid,high,normal,0.0,0.4745408827672987,0.0,706
INFY,5,mid,high,positive,0.0,0.47292504243824623,0.0,92
INFY,5,mid,low,normal,0.0,0.47433829807375516,0.0,631
INFY,5,mid,low,positive,0.0,0.47041848444480083,0.0,80
INFY,5,mid,mid,normal,0.0,0.4749917144387578,0.0,690
INFY,5,mid,mid,positive,0.0,0.9446439029796996,0.0,102
INFY,15,high,high,normal,0.0,1.8685040299794133,-1.8640197586088054,188
INFY,15,high,high,positive,-0.472790884593465,0.472790884593465,0.94558176918478,1
INFY,15,high,low,normal,0.0,1.4230824765243142,-1.8644110952386392,304
INFY,15,high,low,positive,5.599104143336218,5.599104143336218,-1.8663680477773248,1
INFY,15,high,mid,normal,0.0,1.865716005338811,-0.9458277180113812,250
INFY,15,low,high,normal,0.0,1.403837157962783,0.9301028085419484,438
INFY,15,low,high,positive,-2.830589234325183,2.830589234325183,-2.145338259595528e-12,1
INFY,15,low,low,normal,0.0,1.4225425577323811,0.930708734702745,355
INFY,15,low,mid,normal,0.0,1.4230823964694614,2.159191638034586e-12,423
INFY,15,mid,high,normal,0.0,1.416296855819692,0.0,343
INFY,15,mid,low,normal,1.0630402330320823e-12,1.405744887620798,0.0,312
INFY,15,mid,mid,normal,0.0,1.6439805468074526,0.0,326
INFY,60,high,high,normal,-0.46827440880526244,3.7297776120086117,-1.8643672803546536,57
INFY,60,high,low,normal,0.7002709261903501,3.766215739442572,-1.8682858844149621,96
INFY,60,high,mid,normal,0.2330133283621704,3.494743973153252,-1.866412127816932,68
INFY,60,low,high,normal,-0.9341865570567184,3.3230477094698228,0.9343611305782427,107
INFY,60,low,low,normal,0.9337504085149545,3.3111016508219713,0.9321836401783866,89
INFY,60,low,mid,normal,0.23361211045053099,3.2611245699267,0.9330974057604102,114
INFY,60,mid,high,normal,2.1221147502180268e-12,3.519022595757156,0.0,80
INFY,60,mid,low,normal,0.46829633792434117,4.201288395110381,0.0,59
INFY,60,mid,mid,normal,0.4661570016798611,3.8160656363298133,0.0,69
ITBEES,1,high,high,normal,0.0,0.0,0.0,44
ITBEES,1,high,high,positive,0.0,1.6307893020218542,-1.1648241569837709e-12,13
ITBEES,1,high,low,normal,0.0,0.0,0.0,36
ITBEES,1,high,low,positive,0.0,0.0,0.0,8
ITBEES,1,high,mid,normal,0.0,0.0,0.0,49
ITBEES,1,high,mid,positive,0.0,0.0,0.0,6
ITBEES,1,low,high,normal,0.0,0.0,0.0,292
ITBEES,1,low,high,positive,0.0,0.0,0.0,64
ITBEES,1,low,low,normal,0.0,0.0,0.0,436
ITBEES,1,low,low,positive,0.0,0.0,0.0,87
ITBEES,1,low,mid,normal,0.0,0.0,0.0,348
ITBEES,1,low,mid,positive,0.0,0.0,0.0,78
ITBEES,1,mid,high,normal,0.0,0.0,0.0,3309
ITBEES,1,mid,high,positive,0.0,0.0,0.0,584
ITBEES,1,mid,low,normal,0.0,0.0,0.0,3211
ITBEES,1,mid,low,positive,0.0,0.0,0.0,528
ITBEES,1,mid,mid,normal,0.0,0.0,0.0,3370
ITBEES,1,mid,mid,positive,0.0,0.0,0.0,586
ITBEES,5,high,high,normal,0.0,0.0,0.0,30
ITBEES,5,high,high,positive,-1.6307893020218542,1.6307893020218542,-3.2615786040448675,10
ITBEES,5,high,low,normal,0.0,0.0,0.0,26
ITBEES,5,high,low,positive,0.0,0.0,0.0,5
ITBEES,5,high,mid,normal,0.0,0.0,0.0,34
ITBEES,5,high,mid,positive,1.6307893020218542,1.6307893020218542,-3.2615786040448675,3
ITBEES,5,low,high,normal,0.0,0.0,0.0,380
ITBEES,5,low,high,positive,0.0,0.0,0.0,99
ITBEES,5,low,low,normal,0.0,0.0,0.0,446
ITBEES,5,low,low,positive,0.0,0.0,0.0,92
ITBEES,5,low,mid,normal,0.0,0.0,0.0,425
ITBEES,5,low,mid,positive,0.0,0.0,0.0,85
ITBEES,5,mid,high,normal,0.0,0.0,0.0,1837
ITBEES,5,mid,high,positive,0.0,0.0,0.0,285
ITBEES,5,mid,low,normal,0.0,0.0,0.0,1804
ITBEES,5,mid,low,positive,0.0,0.0,0.0,269
ITBEES,5,mid,mid,normal,0.0,0.0,0.0,1892
ITBEES,5,mid,mid,positive,0.0,0.0,0.0,279
ITBEES,15,high,high,normal,-0.8153946510109271,1.6307893020218542,-3.2701335643177716,10
ITBEES,15,high,high,positive,0.0,1.6307893020218542,-1.158745492107143e-12,3
ITBEES,15,high,low,normal,-0.8165931732814891,2.455937435576245,-1.1665478362690148e-12,10
ITBEES,15,high,mid,normal,0.0,0.8153946510109271,-5.793727460535715e-13,16
ITBEES,15,low,high,normal,0.0,1.632120124039645,0.0,151
ITBEES,15,low,high,positive,0.0,1.6401508938830762,0.0,23
ITBEES,15,low,low,normal,0.0,0.0,0.0,174
ITBEES,15,low,low,positive,0.0,0.0,0.0,17
ITBEES,15,low,mid,normal,0.0,0.0,0.0,164
ITBEES,15,low,mid,positive,0.0,0.0,0.0,21
ITBEES,15,mid,high,normal,0.0,0.0,0.0,755
ITBEES,15,mid,high,positive,0.0,0.0,0.0,30
ITBEES,15,mid,low,normal,0.0,0.0,0.0,752
ITBEES,15,mid,low,positive,0.0,1.622118444063766,-5.659891156285648e-13,20
ITBEES,15,mid,mid,normal,0.0,0.0,0.0,770
ITBEES,15,mid,mid,positive,0.0,0.0,0.0,27
ITBEES,60,high,high,normal,-1.6371971185327456,1.6380016380001483,-3.273322422257942,11
ITBEES,60,high,low,normal,0.0,3.2819166393167083,-3.2615786040448675,15
ITBEES,60,high,mid,normal,-1.6385384677173245,1.6414972222269697,-3.249920125054308,22
ITBEES,60,low,high,normal,0.0,3.2658394077859825,0.0,54
ITBEES,60,low,high,positive,-6.5199674001628605,6.5199674001628605,3.2727867779419286,3
ITBEES,60,low,low,normal,0.0,3.277076847451421,0.0,71
ITBEES,60,low,mid,normal,0.0,1.635325775213535,1.1600697726695515e-12,56
ITBEES,60,low,mid,positive,-0.002132445724125187,3.265307515067106,1.1600702674267165e-12,2
ITBEES,60,mid,high,normal,0.0,1.625751910257016,0.0,175
ITBEES,60,mid,high,positive,-10000.0,10000.0,-3.222168519412924,1
ITBEES,60,mid,low,normal,0.0,3.216985684413064,0.0,157
ITBEES,60,mid,low,positive,-8.03341902313579,8.03341902313579,-3.2133676092538597,1
ITBEES,60,mid,mid,normal,0.0,1.6315875781056224,0.0,170
ITBEES,60,mid,mid,positive,0.0,0.0,0.0,1
ITC,1,high,high,normal,0.0,0.0,0.0,996
ITC,1,high,high,positive,0.0,0.0,0.0,84
ITC,1,high,low,normal,0.0,0.0,0.0,1044
ITC,1,high,low,positive,0.0,0.0,0.0,73
ITC,1,high,mid,normal,0.0,0.0,0.0,818
ITC,1,high,mid,positive,0.0,0.0,0.0,67
ITC,1,low,high,normal,0.0,0.0,0.0,3469
ITC,1,low,high,positive,0.0,0.0,0.0,206
ITC,1,low,low,normal,0.0,0.0,0.0,2642
ITC,1,low,low,positive,0.0,0.0,0.0,162
ITC,1,low,mid,normal,0.0,0.0,0.0,2880
ITC,1,low,mid,positive,0.0,0.0,0.0,147
ITC,1,mid,high,normal,0.0,0.0,0.0,2546
ITC,1,mid,high,positive,0.0,0.0,0.0,177
ITC,1,mid,low,normal,0.0,0.0,0.0,3315
ITC,1,mid,low,positive,0.0,0.0,0.0,245
ITC,1,mid,mid,normal,0.0,0.0,0.0,3548
ITC,1,mid,mid,positive,0.0,0.0,0.0,245
ITC,5,high,high,normal,0.0,0.0,0.0,588
ITC,5,high,high,positive,0.0,0.0,0.0,95
ITC,5,high,low,normal,0.0,0.0,0.0,697
ITC,5,high,low,positive,0.0,0.0,0.0,58
ITC,5,high,mid,normal,0.0,0.0,0.0,647
ITC,5,high,mid,positive,0.0,0.0,0.0,70
ITC,5,low,high,normal,0.0,0.0,0.0,1144
ITC,5,low,high,positive,0.0,0.8833141948603165,0.0,101
ITC,5,low,low,normal,0.0,0.0,0.0,762
ITC,5,low,low,positive,0.0,0.8817564588672642,0.0,71
ITC,5,low,mid,normal,0.0,0.0,0.0,810
ITC,5,low,mid,positive,0.0,0.8853474988925104,0.0,71
ITC,5,mid,high,normal,0.0,0.0,0.0,802
ITC,5,mid,high,positive,0.0,0.0,0.0,77
ITC,5,mid,low,normal,0.0,0.0,0.0,1112
ITC,5,mid,low,positive,0.0,0.0,0.0,107
ITC,5,mid,mid,normal,0.0,0.0,0.0,1176
ITC,5,mid,mid,positive,0.0,0.0,0.0,117
ITC,15,high,high,normal,0.0,0.8828462964609908,-2.0050963033637973e-12,232
ITC,15,high,low,normal,0.0,0.8840169800355591,-1.7663163472581955,248
ITC,15,high,low,positive,0.0,0.0,0.0,1
ITC,15,high,mid,normal,0.0,0.8831581736301019,0.0,242
ITC,15,low,high,normal,0.0,0.8866034222904194,0.0,423
ITC,15,low,low,normal,0.0,0.8833141948603165,0.0,297
ITC,15,low,low,positive,-10000.0,10000.0,-1.7744654422859152,1
ITC,15,low,mid,normal,0.0,0.8884940026646739,2.007714573450173e-12,317
ITC,15,low,mid,positive,-3.1036623215386103,3.1036623215386103,0.886760663297178,2
ITC,15,mid,high,normal,0.0,0.8843296781052036,0.0,317
ITC,15,mid,low,normal,0.0,0.8832361773540252,0.0,424
ITC,15,mid,low,positive,-0.8819897689178784,0.8819897689178784,1.7639795378357568,1
ITC,15,mid,mid,normal,0.0,0.8832361773540252,0.0,438
ITC,60,high,high,normal,0.0,0.8892841262775372,-1.771008589390048,59
ITC,60,high,low,normal,0.0,1.7703815172173627,-1.7697548889502952,57
ITC,60,high,mid,normal,0.0,1.776672292795998,-1.7681907548129228,62
ITC,60,low,high,normal,0.0,1.7766722927939782,2.025600672100063e-12,109
ITC,60,low,low,normal,0.0,1.7717941808980946,0.0,84
ITC,60,low,low,positive,-10000.0,10000.0,-1.7744654422859152,1
ITC,60,low,mid,normal,0.0,1.776988005331368,0.8785030308356709,82
ITC,60,mid,high,normal,0.0,0.8888888888880804,0.0,77
ITC,60,mid,low,normal,-0.882768361581118,0.8885729518385378,0.0,103
ITC,60,mid,mid,normal,0.0,0.8891259961818063,0.0,106
JUNIORBEES,1,high,high,normal,0.0,0.1282388320006015,0.0,2745
JUNIORBEES,1,high,high,positive,0.0,0.06467970619350266,0.0,226
JUNIORBEES,1,high,low,normal,0.0,0.0646322586086789,0.0,2642
JUNIORBEES,1,high,low,positive,0.0,0.0641342200957582,0.0,231
JUNIORBEES,1,high,mid,normal,0.0,0.06471779804305208,0.0,2649
JUNIORBEES,1,high,mid,positive,0.0,0.06420215976205575,0.0,211
JUNIORBEES,1,low,high,normal,0.0,0.06411777153248945,0.0,2488
JUNIORBEES,1,low,high,positive,0.0,0.06413092970457146,0.0,185
JUNIORBEES,1,low,low,normal,0.0,0.0,0.0,3043
JUNIORBEES,1,low,low,positive,0.0,0.0,0.0,255
JUNIORBEES,1,low,mid,normal,0.0,0.0,0.0,2974
JUNIORBEES,1,low,mid,positive,0.0,0.0,0.0,205
JUNIORBEES,1,mid,high,normal,0.0,0.06419391698436817,0.0,3042
JUNIORBEES,1,mid,high,positive,0.0,0.06416117297704696,0.0,252
JUNIORBEES,1,mid,low,normal,0.0,0.06419062046912398,0.0,2576
JUNIORBEES,1,mid,low,positive,0.0,0.06423763527877369,0.0,192
JUNIORBEES,1,mid,mid,normal,0.0,0.06419432907291131,0.0,2943
JUNIORBEES,1,mid,mid,positive,0.0,0.06462912576175704,0.0,223
JUNIORBEES,5,high,high,normal,0.0,0.2614857665697753,-0.12943644288133077,814
JUNIORBEES,5,high,high,positive,0.0,0.2576182695889727,-0.1282203354354604,96
JUNIORBEES,5,high,low,normal,0.0,0.25666692400970376,-0.12930003850206356,792
JUNIORBEES,5,high,low,positive,0.0,0.12839030653174008,0.0,75
JUNIORBEES,5,high,mid,normal,0.0,0.3206608178115999,-0.12926409948300294,799
JUNIORBEES,5,high,mid,positive,0.0,0.32055186208693304,-0.12936275905027803,77
JUNIORBEES,5,low,high,normal,0.0,0.1917557798386229,0.0,747
JUNIORBEES,5,low,high,positive,0.0,0.19256073686557795,0.1293719638016069,67
JUNIORBEES,5,low,low,normal,0.0,0.06427561383205364,0.0,947
JUNIORBEES,5,low,low,positive,0.0,0.06411119445560559,0.0,95
JUNIORBEES,5,low,mid,normal,0.0,0.06472659486323856,0.0,925
JUNIORBEES,5,low,mid,positive,0.0,0.06466004978817953,0.0,69
JUNIORBEES,5,mid,high,normal,0.0,0.1925693891711819,0.0,991
JUNIORBEES,5,mid,high,positive,0.0,0.19388111210335213,0.0,103
JUNIORBEES,5,mid,low,normal,0.0,0.1307828767738484,0.0,816
JUNIORBEES,5,mid,low,positive,0.0,0.25631331739895563,0.0,93
JUNIORBEES,5,mid,mid,normal,0.0,0.19234714813277543,0.0,927
JUNIORBEES,5,mid,mid,positive,0.0,0.19240821326706722,0.0,106
JUNIORBEES,15,high,high,normal,-0.06417970450712912,0.44900433293297004,-0.5127005542945271,336
JUNIORBEES,15,high,low,normal,0.06464249468309602,0.5771524580276658,-0.3847436324939903,325
JUNIORBEES,15,high,mid,normal,0.1282363652683462,0.6470230469603443,-0.38499791459427907,309
JUNIORBEES,15,high,mid,positive,0.06411777152121677,0.06411777152121677,-0.12823554304534926,1
JUNIORBEES,15,low,high,normal,-0.0640326017566977,0.6403315323454958,0.38517957459752217,282
JUNIORBEES,15,low,low,normal,0.0,0.3232031009216049,0.0,366
JUNIORBEES,15,low,mid,normal,0.0,0.3233180750807805,0.0,358
JUNIORBEES,15,mid,high,normal,0.0,0.44937044908907237,0.0,354
JUNIORBEES,15,mid,low,normal,0.0,0.38473623125323214,-0.12785271367373144,281
JUNIORBEES,15,mid,mid,normal,0.0,0.3205857744872761,0.0,330
JUNIORBEES,60,high,high,normal,-0.19239032148259405,1.0460661375305942,-0.769482330762738,87
JUNIORBEES,60,high,low,normal,0.2252300708521132,0.9340936110164211,-0.8340531513510885,80
JUNIORBEES,60,high,mid,normal,0.5173071575921591,1.0994483356297107,-0.7699019658156525,75
JUNIORBEES,60,low,high,normal,-0.06407422358199437,1.9000943495137788,1.662435980229742,75
JUNIORBEES,60,low,low,normal,0.0,0.904412202496772,0.6467970904203015,84
JUNIORBEES,60,low,mid,normal,-0.06409106057881217,1.2204678888478435,0.7759205974596245,103
JUNIORBEES,60,mid,high,normal,0.0,0.6114222774033646,-0.12902348165071964,82
JUNIORBEES,60,mid,low,normal,0.0,1.2547732759023638,-0.38652466396122614,80
JUNIORBEES,60,mid,mid,normal,0.032316233736091195,0.7705895571820179,0.0,72
KOTAKBANK,1,high,high,normal,0.0,0.0,0.0,1346
KOTAKBANK,1,high,high,positive,0.0,0.0,0.0,72
KOTAKBANK,1,high,low,normal,0.0,0.0,0.0,2259
KOTAKBANK,1,high,low,positive,0.0,0.0,0.0,115
KOTAKBANK,1,high,mid,normal,0.0,0.0,0.0,2104
KOTAKBANK,1,high,mid,positive,0.0,0.0,0.0,99
KOTAKBANK,1,low,high,normal,0.0,0.0,0.0,4389
KOTAKBANK,1,low,high,positive,0.0,0.0,0.0,213
KOTAKBANK,1,low,low,normal,0.0,0.0,0.0,3530
KOTAKBANK,1,low,low,positive,0.0,0.0,0.0,194
KOTAKBANK,1,low,mid,normal,0.0,0.0,0.0,3983
KOTAKBANK,1,low,mid,positive,0.0,0.0,0.0,208
KOTAKBANK,1,mid,high,normal,0.0,0.0,0.0,1812
