horizon_sec,trade_date,exchange,symbol,split_role,rows,event_surprise_rows,label_file,bytes,test_rows_used
15,2026-07-08,NSE,BANKBEES,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,14608,0
15,2026-07-08,NSE,BHARTIARTL,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,14617,0
15,2026-07-08,NSE,BPCL,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\event_surprise_conditional_labels.parquet,14567,0
15,2026-07-08,NSE,BRITANNIA,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\event_surprise_conditional_labels.parquet,14617,0
15,2026-07-08,NSE,CIPLA,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\event_surprise_conditional_labels.parquet,14517,0
15,2026-07-08,NSE,DRREDDY,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\event_surprise_conditional_labels.parquet,14610,0
15,2026-07-08,NSE,GOLDBEES,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\event_surprise_conditional_labels.parquet,14618,0
15,2026-07-08,NSE,HCLTECH,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\event_surprise_conditional_labels.parquet,14607,0
15,2026-07-08,NSE,HDFCBANK,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\event_surprise_conditional_labels.parquet,14612,0
15,2026-07-08,NSE,HINDUNILVR,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\event_surprise_conditional_labels.parquet,14542,0
15,2026-07-08,NSE,ICICIBANK,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\event_surprise_conditional_labels.parquet,14619,0
15,2026-07-08,NSE,INFY,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\event_surprise_conditional_labels.parquet,14594,0
15,2026-07-08,NSE,ITBEES,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\event_surprise_conditional_labels.parquet,14247,0
15,2026-07-08,NSE,ITC,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\event_surprise_conditional_labels.parquet,14512,0
15,2026-07-08,NSE,JUNIORBEES,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\event_surprise_conditional_labels.parquet,14618,0
15,2026-07-08,NSE,KOTAKBANK,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\event_surprise_conditional_labels.parquet,14616,0
15,2026-07-08,NSE,LT,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=LT\event_surprise_conditional_labels.parquet,14502,0
15,2026-07-08,NSE,M&M,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\event_surprise_conditional_labels.parquet,14586,0
15,2026-07-08,NSE,MARUTI,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\event_surprise_conditional_labels.parquet,14603,0
15,2026-07-08,NSE,NESTLEIND,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\event_surprise_conditional_labels.parquet,14617,0
15,2026-07-08,NSE,NIFTYBEES,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\event_surprise_conditional_labels.parquet,14616,0
15,2026-07-08,NSE,ONGC,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\event_surprise_conditional_labels.parquet,14591,0
15,2026-07-08,NSE,RELIANCE,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\event_surprise_conditional_labels.parquet,14538,0
15,2026-07-08,NSE,SBIN,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\event_surprise_conditional_labels.parquet,14593,0
15,2026-07-08,NSE,SUNPHARMA,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\event_surprise_conditional_labels.parquet,14538,0
15,2026-07-08,NSE,TCS,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\event_surprise_conditional_labels.parquet,14586,0
15,2026-07-08,NSE,TECHM,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\event_surprise_conditional_labels.parquet,14595,0
15,2026-07-08,NSE,ULTRACEMCO,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\event_surprise_conditional_labels.parquet,14621,0
15,2026-07-08,NSE,WIPRO,train,583,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\event_surprise_conditional_labels.parquet,14600,0
15,2026-07-09,NSE,ADANIPORTS,train,858,5,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\event_surprise_conditional_labels.parquet,16792,0
15,2026-07-09,NSE,AXISBANK,train,858,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,16724,0
15,2026-07-09,NSE,BAJAJ-AUTO,train,858,11,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,16865,0
15,2026-07-09,NSE,BANKBEES,train,859,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,16688,0
15,2026-07-09,NSE,BHARTIARTL,train,858,14,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,16929,0
15,2026-07-09,NSE,BPCL,train,858,8,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\event_surprise_conditional_labels.parquet,16781,0
15,2026-07-09,NSE,BRITANNIA,train,857,175,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\event_surprise_conditional_labels.parquet,17396,0
15,2026-07-09,NSE,CIPLA,train,858,10,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\event_surprise_conditional_labels.parquet,16821,0
15,2026-07-09,NSE,DRREDDY,train,858,525,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\event_surprise_conditional_labels.parquet,17460,0
15,2026-07-09,NSE,GOLDBEES,train,859,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\event_surprise_conditional_labels.parquet,16671,0
15,2026-07-09,NSE,HCLTECH,train,858,129,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\event_surprise_conditional_labels.parquet,17424,0
15,2026-07-09,NSE,HDFCBANK,train,858,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\event_surprise_conditional_labels.parquet,16684,0
15,2026-07-09,NSE,HINDUNILVR,train,858,52,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\event_surprise_conditional_labels.parquet,17082,0
15,2026-07-09,NSE,ICICIBANK,train,858,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\event_surprise_conditional_labels.parquet,16690,0
15,2026-07-09,NSE,INFY,train,858,2,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\event_surprise_conditional_labels.parquet,16712,0
15,2026-07-09,NSE,ITBEES,train,859,85,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\event_surprise_conditional_labels.parquet,17248,0
15,2026-07-09,NSE,ITC,train,858,4,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\event_surprise_conditional_labels.parquet,16739,0
15,2026-07-09,NSE,JUNIORBEES,train,859,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\event_surprise_conditional_labels.parquet,16687,0
15,2026-07-09,NSE,KOTAKBANK,train,858,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\event_surprise_conditional_labels.parquet,16682,0
15,2026-07-09,NSE,LT,train,858,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=LT\event_surprise_conditional_labels.parquet,16536,0
15,2026-07-09,NSE,M&M,train,858,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\event_surprise_conditional_labels.parquet,16652,0
15,2026-07-09,NSE,MARUTI,train,858,3,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\event_surprise_conditional_labels.parquet,16769,0
15,2026-07-09,NSE,NESTLEIND,train,858,10,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\event_surprise_conditional_labels.parquet,16841,0
15,2026-07-09,NSE,NIFTYBEES,train,859,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\event_surprise_conditional_labels.parquet,16690,0
15,2026-07-09,NSE,ONGC,train,858,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\event_surprise_conditional_labels.parquet,16697,0
15,2026-07-09,NSE,RELIANCE,train,858,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\event_surprise_conditional_labels.parquet,16571,0
15,2026-07-09,NSE,SBIN,train,858,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\event_surprise_conditional_labels.parquet,16663,0
15,2026-07-09,NSE,SUNPHARMA,train,858,90,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\event_surprise_conditional_labels.parquet,17187,0
15,2026-07-09,NSE,TCS,train,858,10,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\event_surprise_conditional_labels.parquet,16839,0
15,2026-07-09,NSE,TECHM,train,858,43,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\event_surprise_conditional_labels.parquet,17048,0
15,2026-07-09,NSE,ULTRACEMCO,train,858,2,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\event_surprise_conditional_labels.parquet,16732,0
15,2026-07-09,NSE,WIPRO,train,858,180,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\event_surprise_conditional_labels.parquet,17252,0
15,2026-07-10,NSE,ADANIPORTS,train,1502,2,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\event_surprise_conditional_labels.parquet,21781,0
15,2026-07-10,NSE,AXISBANK,train,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,21719,0
15,2026-07-10,NSE,BAJAJ-AUTO,train,1502,7,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,21887,0
15,2026-07-10,NSE,BANKBEES,train,1501,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,21705,0
15,2026-07-10,NSE,BHARTIARTL,train,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,21725,0
15,2026-07-10,NSE,BPCL,train,1502,5,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\event_surprise_conditional_labels.parquet,21756,0
15,2026-07-10,NSE,BRITANNIA,train,1501,70,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\event_surprise_conditional_labels.parquet,22240,0
15,2026-07-10,NSE,CIPLA,train,1502,9,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\event_surprise_conditional_labels.parquet,21864,0
15,2026-07-10,NSE,DRREDDY,train,1502,2,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\event_surprise_conditional_labels.parquet,21799,0
15,2026-07-10,NSE,GOLDBEES,train,1501,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\event_surprise_conditional_labels.parquet,21708,0
15,2026-07-10,NSE,HCLTECH,train,1502,131,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\event_surprise_conditional_labels.parquet,22671,0
15,2026-07-10,NSE,HDFCBANK,train,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\event_surprise_conditional_labels.parquet,21753,0
15,2026-07-10,NSE,HINDUNILVR,train,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\event_surprise_conditional_labels.parquet,21523,0
15,2026-07-10,NSE,ICICIBANK,train,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\event_surprise_conditional_labels.parquet,21717,0
15,2026-07-10,NSE,INFY,train,1501,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\event_surprise_conditional_labels.parquet,21734,0
15,2026-07-10,NSE,ITBEES,train,1501,56,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\event_surprise_conditional_labels.parquet,21507,0
15,2026-07-10,NSE,ITC,train,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\event_surprise_conditional_labels.parquet,21680,0
15,2026-07-10,NSE,JUNIORBEES,train,1500,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\event_surprise_conditional_labels.parquet,21704,0
15,2026-07-10,NSE,KOTAKBANK,train,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\event_surprise_conditional_labels.parquet,21723,0
15,2026-07-10,NSE,LT,train,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=LT\event_surprise_conditional_labels.parquet,21496,0
15,2026-07-10,NSE,M&M,train,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\event_surprise_conditional_labels.parquet,21691,0
15,2026-07-10,NSE,MARUTI,train,1502,2,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\event_surprise_conditional_labels.parquet,21744,0
15,2026-07-10,NSE,NESTLEIND,train,1502,21,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\event_surprise_conditional_labels.parquet,22033,0
15,2026-07-10,NSE,NIFTYBEES,train,1501,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\event_surprise_conditional_labels.parquet,21716,0
15,2026-07-10,NSE,ONGC,train,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\event_surprise_conditional_labels.parquet,21732,0
15,2026-07-10,NSE,RELIANCE,train,1501,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\event_surprise_conditional_labels.parquet,21510,0
15,2026-07-10,NSE,SBIN,train,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\event_surprise_conditional_labels.parquet,21731,0
15,2026-07-10,NSE,SUNPHARMA,train,1502,2,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\event_surprise_conditional_labels.parquet,21792,0
15,2026-07-10,NSE,TCS,train,1501,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=TCS\event_surprise_conditional_labels.parquet,21740,0
15,2026-07-10,NSE,TECHM,train,1502,28,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\event_surprise_conditional_labels.parquet,22222,0
15,2026-07-10,NSE,ULTRACEMCO,train,1501,28,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\event_surprise_conditional_labels.parquet,22025,0
15,2026-07-10,NSE,WIPRO,train,1502,61,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\event_surprise_conditional_labels.parquet,22125,0
15,2026-07-13,NSE,ADANIPORTS,validation,1502,6,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\event_surprise_conditional_labels.parquet,21902,0
15,2026-07-13,NSE,AXISBANK,validation,1502,3,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,21862,0
15,2026-07-13,NSE,BAJAJ-AUTO,validation,1502,66,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,22413,0
15,2026-07-13,NSE,BANKBEES,validation,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,21743,0
15,2026-07-13,NSE,BHARTIARTL,validation,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,21805,0
15,2026-07-13,NSE,BPCL,validation,1502,47,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\event_surprise_conditional_labels.parquet,22149,0
15,2026-07-13,NSE,BRITANNIA,validation,1502,77,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\event_surprise_conditional_labels.parquet,22309,0
15,2026-07-13,NSE,CIPLA,validation,1502,22,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\event_surprise_conditional_labels.parquet,22099,0
15,2026-07-13,NSE,DRREDDY,validation,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\event_surprise_conditional_labels.parquet,21792,0
15,2026-07-13,NSE,GOLDBEES,validation,1502,4,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\event_surprise_conditional_labels.parquet,21872,0
15,2026-07-13,NSE,HCLTECH,validation,1502,179,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\event_surprise_conditional_labels.parquet,22742,0
15,2026-07-13,NSE,HDFCBANK,validation,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\event_surprise_conditional_labels.parquet,21776,0
15,2026-07-13,NSE,HINDUNILVR,validation,1502,4,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\event_surprise_conditional_labels.parquet,21860,0
15,2026-07-13,NSE,ICICIBANK,validation,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\event_surprise_conditional_labels.parquet,21807,0
15,2026-07-13,NSE,INFY,validation,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=INFY\event_surprise_conditional_labels.parquet,21773,0
15,2026-07-13,NSE,ITBEES,validation,1502,151,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\event_surprise_conditional_labels.parquet,22509,0
15,2026-07-13,NSE,ITC,validation,1502,2,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ITC\event_surprise_conditional_labels.parquet,21696,0
15,2026-07-13,NSE,JUNIORBEES,validation,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\event_surprise_conditional_labels.parquet,21737,0
15,2026-07-13,NSE,KOTAKBANK,validation,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\event_surprise_conditional_labels.parquet,21736,0
15,2026-07-13,NSE,LT,validation,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=LT\event_surprise_conditional_labels.parquet,21763,0
15,2026-07-13,NSE,M&M,validation,1502,0,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\event_surprise_conditional_labels.parquet,21718,0
15,2026-07-13,NSE,MARUTI,validation,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\event_surprise_conditional_labels.parquet,21790,0
15,2026-07-13,NSE,NESTLEIND,validation,1502,31,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\event_surprise_conditional_labels.parquet,22078,0
15,2026-07-13,NSE,NIFTYBEES,validation,1502,1,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\event_surprise_conditional_labels.parquet,21818,0
15,2026-07-13,NSE,ONGC,validation,1502,6,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\event_surprise_conditional_labels.parquet,21876,0
15,2026-07-13,NSE,RELIANCE,validation,1502,4,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\event_surprise_conditional_labels.parquet,21864,0
15,2026-07-13,NSE,SBIN,validation,1502,2,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\event_surprise_conditional_labels.parquet,21816,0
15,2026-07-13,NSE,SUNPHARMA,validation,1502,3,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\event_surprise_conditional_labels.parquet,21852,0
15,2026-07-13,NSE,TCS,validation,1502,3,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=TCS\event_surprise_conditional_labels.parquet,21835,0
15,2026-07-13,NSE,TECHM,validation,1502,106,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\event_surprise_conditional_labels.parquet,22576,0
15,2026-07-13,NSE,ULTRACEMCO,validation,1502,29,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\event_surprise_conditional_labels.parquet,22113,0
15,2026-07-13,NSE,WIPRO,validation,1502,92,derived_phase214_event_surprise_conditional_labels\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\event_surprise_conditional_labels.parquet,22337,0
60,2026-07-08,NSE,ADANIPORTS,train,147,0,derived_phase214_event_surprise_conditional_labels\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\event_surprise_conditional_labels.parquet,11414,0
60,2026-07-08,NSE,AXISBANK,train,147,0,derived_phase214_event_surprise_conditional_labels\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\event_surprise_conditional_labels.parquet,11404,0
60,2026-07-08,NSE,BAJAJ-AUTO,train,147,0,derived_phase214_event_surprise_conditional_labels\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\event_surprise_conditional_labels.parquet,11414,0
60,2026-07-08,NSE,BANKBEES,train,147,0,derived_phase214_event_surprise_conditional_labels\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\event_surprise_conditional_labels.parquet,11376,0
60,2026-07-08,NSE,BHARTIARTL,train,147,0,derived_phase214_event_surprise_conditional_labels\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\event_surprise_conditional_labels.parquet,11413,0
