rule_id,feature_family,feature,side_mode,horizon_events,abs_quantile,spread_quantile,depth_quantile,abs_threshold,spread_bps_max,depth_notional_min,train_trades,train_net_pnl_inr,train_precision_cost_clear,train_mean_net_return,test_trades,test_net_pnl_inr,test_gross_pnl_proxy_inr,test_cost_pnl_drag_proxy_inr,test_precision_cost_clear,test_mean_net_return,test_positive_symbol_rows,test_symbols,test_positive_after_costs,test_positive_symbol_fraction,phase56_candidate,has_test_trades
S56_L1_IMBALANCE_SIGN_Q990_SP75_DP00_H20,l1_imbalance,l1_imbalance,sign,20,0.99,0.75,0.0,0.5767326732673267,2.924119109118378,116846.19999999998,13888,-1784160.7474142248,0.004320276497695853,-0.0012846779575275235,3968,-505565.46064863476,5494.352896547205,511059.813545182,0.005040322580645161,-0.0012741065036507933,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q990_SP75_DP00_H50,l1_imbalance,l1_imbalance,sign,50,0.99,0.75,0.0,0.5767326732673267,2.924119109118378,116846.19999999998,13888,-1770038.9673306085,0.010800691244239631,-0.001274509625094044,3968,-497323.93130381405,13735.882241368014,511059.813545182,0.012600806451612902,-0.0012533365204229186,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q990_SP75_DP00_H100,l1_imbalance,l1_imbalance,sign,100,0.99,0.75,0.0,0.5767326732673267,2.924119109118378,116846.19999999998,13888,-1746502.6671912477,0.021601382488479263,-0.001257562404371578,3968,-483588.049062446,27471.764482736027,511059.813545182,0.025201612903225805,-0.0012187198817097933,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q995_SP75_DP00_H20,l1_imbalance,l1_imbalance,sign,20,0.995,0.75,0.0,0.5789473684210527,2.924119109118378,116846.19999999998,7936,-1016087.04531578,0.005040322580645161,-0.0012803516196015373,1984,-253430.78239707477,1635.2115554951752,255065.99395256996,0.0,-0.0012773728951465462,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q995_SP75_DP00_H50,l1_imbalance,l1_imbalance,sign,50,0.995,0.75,0.0,0.5789473684210527,2.924119109118378,116846.19999999998,7936,-1003999.8059422955,0.012600806451612902,-0.001265120723213578,1984,-250977.965063832,4088.028888737938,255065.99395256996,0.0,-0.0012650099045556048,0,1,False,0.0,False,True
S56_L1_IMBALANCE_SIGN_Q995_SP75_DP00_H100,l1_imbalance,l1_imbalance,sign,100,0.995,0.75,0.0,0.5789473684210527,2.924119109118378,116846.19999999998,7936,-983854.4069864879,0.025201612903225805,-0.0012397358959003123,1984,-246889.93617509407,8176.057777475876,255065.99395256996,0.0,-0.0012444049202373693,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q900_SP75_DP00_H20,microprice,microprice_dev,sign,20,0.9,0.75,0.0,7.745844840487415e-05,2.924119109118378,116846.19999999998,139287,-17939884.69248708,0.0028717683631638274,-0.0012879798324672855,53160,-6825028.200754481,22420.295143530388,6847448.495898013,0.0026335590669676447,-0.0012838653500290597,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q900_SP75_DP00_H50,microprice,microprice_dev,sign,50,0.9,0.75,0.0,7.745844840487415e-05,2.924119109118378,116846.19999999998,139287,-17888642.768355012,0.007179420907909568,-0.0012843009590525326,53160,-6791397.758039186,56050.737858825974,6847448.495898013,0.006583897667419112,-0.0012775390816477023,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q900_SP75_DP00_H100,microprice,microprice_dev,sign,100,0.9,0.75,0.0,7.745844840487415e-05,2.924119109118378,116846.19999999998,139287,-17803239.56146824,0.014358841815819137,-0.0012781695033612784,53160,-6735347.02018036,112101.47571765195,6847448.495898013,0.013167795334838224,-0.0012669953010121069,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q950_SP75_DP00_H20,microprice,microprice_dev,sign,20,0.95,0.75,0.0,7.862318840583928e-05,2.924119109118378,116846.19999999998,69847,-8925286.174669983,0.004008762008389766,-0.001277833861822266,21416,-2740984.3602113086,21542.850309482776,2762527.2105207914,0.0056032872618602915,-0.0012798768958775255,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q950_SP75_DP00_H50,microprice,microprice_dev,sign,50,0.95,0.75,0.0,7.862318840583928e-05,2.924119109118378,116846.19999999998,69847,-8770731.754444078,0.010021905020974416,-0.0012557062943926122,21416,-2708670.084747084,53857.12577370694,2762527.2105207914,0.014008218154650729,-0.0012647880485371144,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q950_SP75_DP00_H100,microprice,microprice_dev,sign,100,0.95,0.75,0.0,7.862318840583928e-05,2.924119109118378,116846.19999999998,69847,-8513141.05406757,0.020043810041948832,-0.001218827015343189,21416,-2654812.958973377,107714.25154741388,2762527.2105207914,0.028016436309301458,-0.0012396399696364292,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q975_SP75_DP00_H20,microprice,microprice_dev,sign,20,0.975,0.75,0.0,7.911852396493071e-05,2.924119109118378,116846.19999999998,37695,-4796411.873160009,0.00477516912057302,-0.0012724265481257487,11904,-1519918.2236858292,15729.643773116253,1535647.8674589454,0.006720430107526882,-0.001276813023929628,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q975_SP75_DP00_H50,microprice,microprice_dev,sign,50,0.975,0.75,0.0,7.911852396493071e-05,2.924119109118378,116846.19999999998,37695,-4682762.554299766,0.01193792280143255,-0.0012422768415704382,11904,-1496323.758026155,39324.10943279063,1535647.8674589454,0.016801075268817203,-0.0012569924042558425,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q975_SP75_DP00_H100,microprice,microprice_dev,sign,100,0.975,0.75,0.0,7.911852396493071e-05,2.924119109118378,116846.19999999998,37695,-4493347.02286603,0.0238758456028651,-0.0011920273306449212,11904,-1456999.648593364,78648.21886558126,1535647.8674589454,0.033602150537634407,-0.0012239580381328663,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q990_SP75_DP00_H20,microprice,microprice_dev,sign,20,0.99,0.75,0.0,7.944190051367792e-05,2.924119109118378,116846.19999999998,15871,-2020113.0364329095,0.007560960241950728,-0.0012728328627262993,1984,-252134.67825156005,3859.1413410520304,255993.8195926121,0.010080645161290322,-0.0012708401121550405,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q990_SP75_DP00_H50,microprice,microprice_dev,sign,50,0.99,0.75,0.0,7.944190051367792e-05,2.924119109118378,116846.19999999998,15871,-1967704.9131214514,0.01890240060487682,-0.0012398115513335337,1984,-246345.96623998205,9647.853352630076,255993.8195926121,0.025201612903225805,-0.0012416631362902322,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q990_SP75_DP00_H100,microprice,microprice_dev,sign,100,0.99,0.75,0.0,7.944190051367792e-05,2.924119109118378,116846.19999999998,15871,-1880358.0409356873,0.03780480120975364,-0.0011847760323455908,1984,-236698.11288735195,19295.706705260152,255993.8195926121,0.05040322580645161,-0.0011930348431822173,0,1,False,0.0,False,True
S56_MICROPRICE_SIGN_Q995_SP75_DP00_H20,microprice,microprice_dev,sign,20,0.995,0.75,0.0,8.029755283640405e-05,2.924119109118378,116846.19999999998,7936,-1022431.6429423948,0.005040322580645161,-0.001288346324272171,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,False,False
S56_MICROPRICE_SIGN_Q995_SP75_DP00_H50,microprice,microprice_dev,sign,50,0.995,0.75,0.0,8.029755283640405e-05,2.924119109118378,116846.19999999998,7936,-1015320.7912601382,0.012600806451612902,-0.0012793860776967466,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,False,False
S56_MICROPRICE_SIGN_Q995_SP75_DP00_H100,microprice,microprice_dev,sign,100,0.995,0.75,0.0,8.029755283640405e-05,2.924119109118378,116846.19999999998,7936,-1003469.3717897105,0.025201612903225805,-0.001264452333404373,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,False,False
