scope,strategy_id,execution_profile,rows,trades,gross_return,cost_return,original_net_return,inverse_net_return,oracle_signed_net_return,original_net_pnl_inr,inverse_net_pnl_inr,oracle_signed_net_pnl_inr,original_positive,inverse_positive,oracle_signed_positive,turnover_bucket,abs_gross_to_cost_ratio,symbol,trade_date,best_expanded_variant,best_expanded_net_return,best_expanded_net_pnl_inr,best_expanded_positive
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,141,0.0,0.2012524476779568,-0.2012524476779568,-0.2012524476779568,-0.2012524476779568,-20125.24476779568,-20125.24476779568,-20125.24476779568,False,False,False,101_to_1000,0.0,TCS,2026-02-24,original,-0.2012524476779568,-20125.24476779568,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,189,0.0,0.2018955915421034,-0.2018955915421034,-0.2018955915421034,-0.2018955915421034,-20189.55915421034,-20189.55915421034,-20189.55915421034,False,False,False,101_to_1000,0.0,LT,2026-05-21,original,-0.2018955915421034,-20189.55915421034,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,139,0.0,0.2020280516963734,-0.2020280516963734,-0.2020280516963734,-0.2020280516963734,-20202.80516963734,-20202.80516963734,-20202.80516963734,False,False,False,101_to_1000,0.0,SBIN,2026-02-24,original,-0.2020280516963734,-20202.80516963734,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,183,0.0,0.202185468267063,-0.202185468267063,-0.202185468267063,-0.202185468267063,-20218.5468267063,-20218.5468267063,-20218.5468267063,False,False,False,101_to_1000,0.0,AXISBANK,2026-05-15,original,-0.202185468267063,-20218.5468267063,False
strategy_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,30,166,0.0,0.2024058728093435,-0.2024058728093435,-0.2024058728093435,-0.2024058728093435,-20240.58728093435,-20240.58728093435,-20240.58728093435,False,False,False,101_to_1000,0.0,,2026-08-27,original,-0.2024058728093435,-20240.58728093435,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,185,0.0,0.202621590121956,-0.202621590121956,-0.202621590121956,-0.202621590121956,-20262.1590121956,-20262.1590121956,-20262.1590121956,False,False,False,101_to_1000,0.0,NIFTYBEES,2026-05-15,original,-0.202621590121956,-20262.1590121956,False
strategy_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,8,90,0.0,0.20315053834594649,-0.20315053834594649,-0.20315053834594649,-0.20315053834594649,-20315.053834594648,-20315.053834594648,-20315.053834594648,False,False,False,26_to_100,0.0,,2026-08-21,original,-0.20315053834594649,-20315.053834594648,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,128,-0.0014686538483532,0.2046341868895302,-0.2061028407378834,-0.203165533041177,-0.203165533041177,-20610.28407378834,-20316.5533041177,-20316.5533041177,False,False,False,101_to_1000,0.007176972091892147,TCS,2026-06-04,inverse_contrarian,-0.203165533041177,-20316.5533041177,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,161,0.0,0.2032178760045057,-0.2032178760045057,-0.2032178760045057,-0.2032178760045057,-20321.78760045057,-20321.78760045057,-20321.78760045057,False,False,False,101_to_1000,0.0,GOLDBEES,2026-02-24,original,-0.2032178760045057,-20321.78760045057,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,88,0.0,0.2035280220097531,-0.2035280220097531,-0.2035280220097531,-0.2035280220097531,-20352.802200975308,-20352.802200975308,-20352.802200975308,False,False,False,26_to_100,0.0,ULTRACEMCO,2026-03-13,original,-0.2035280220097531,-20352.802200975308,False
strategy_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,23,153,0.0,0.2036743330876483,-0.2036743330876483,-0.2036743330876483,-0.2036743330876483,-20367.43330876483,-20367.43330876483,-20367.43330876483,False,False,False,101_to_1000,0.0,,2026-04-30,original,-0.2036743330876483,-20367.43330876483,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,stressed_retail,1,78,0.0,0.2037251750002054,-0.2037251750002054,-0.2037251750002054,-0.2037251750002054,-20372.51750002054,-20372.51750002054,-20372.51750002054,False,False,False,26_to_100,0.0,BAJAJ-AUTO,2026-06-12,original,-0.2037251750002054,-20372.51750002054,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,128,5.851462349337755e-05,0.2048621191075813,-0.2048036044840879,-0.20492063373107466,-0.2048036044840879,-20480.360448408792,-20492.063373107467,-20480.360448408792,False,False,False,101_to_1000,0.00028562929910262805,TCS,2026-08-20,original,-0.2048036044840879,-20480.360448408792,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,178,0.0,0.2050845936348324,-0.2050845936348324,-0.2050845936348324,-0.2050845936348324,-20508.459363483238,-20508.459363483238,-20508.459363483238,False,False,False,101_to_1000,0.0,TCS,2026-05-15,original,-0.2050845936348324,-20508.459363483238,False
strategy_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,20,147,0.0,0.20559499840508721,-0.20559499840508721,-0.20559499840508721,-0.20559499840508721,-20559.49984050872,-20559.49984050872,-20559.49984050872,False,False,False,101_to_1000,0.0,,2026-05-11,original,-0.20559499840508721,-20559.49984050872,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,stressed_retail,1,77,0.0,0.2056060903824311,-0.2056060903824311,-0.2056060903824311,-0.2056060903824311,-20560.60903824311,-20560.60903824311,-20560.60903824311,False,False,False,26_to_100,0.0,KOTAKBANK,2026-03-13,original,-0.2056060903824311,-20560.60903824311,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,202,0.0,0.2060107946401894,-0.2060107946401894,-0.2060107946401894,-0.2060107946401894,-20601.07946401894,-20601.07946401894,-20601.07946401894,False,False,False,101_to_1000,0.0,M&M,2026-12-11,original,-0.2060107946401894,-20601.07946401894,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,184,0.0,0.2063781769882089,-0.2063781769882089,-0.2063781769882089,-0.2063781769882089,-20637.81769882089,-20637.81769882089,-20637.81769882089,False,False,False,101_to_1000,0.0,BPCL,2026-05-21,original,-0.2063781769882089,-20637.81769882089,False
strategy_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,18,164,0.0,0.20654893517925732,-0.20654893517925732,-0.20654893517925732,-0.20654893517925732,-20654.89351792573,-20654.89351792573,-20654.89351792573,False,False,False,101_to_1000,0.0,,2026-10-28,original,-0.20654893517925732,-20654.89351792573,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,143,0.0,0.2066133288173957,-0.2066133288173957,-0.2066133288173957,-0.2066133288173957,-20661.33288173957,-20661.33288173957,-20661.33288173957,False,False,False,101_to_1000,0.0,AXISBANK,2026-02-24,original,-0.2066133288173957,-20661.33288173957,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,stressed_retail,1,76,0.0,0.2069262761430066,-0.2069262761430066,-0.2069262761430066,-0.2069262761430066,-20692.62761430066,-20692.62761430066,-20692.62761430066,False,False,False,26_to_100,0.0,BAJAJ-AUTO,2026-03-13,original,-0.2069262761430066,-20692.62761430066,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,66,0.0,0.2072904730534832,-0.2072904730534832,-0.2072904730534832,-0.2072904730534832,-20729.04730534832,-20729.04730534832,-20729.04730534832,False,False,False,26_to_100,0.0,JUNIORBEES,2026-03-13,original,-0.2072904730534832,-20729.04730534832,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,retail_marketable_default,1,160,0.0,0.2075619325921239,-0.2075619325921239,-0.2075619325921239,-0.2075619325921239,-20756.193259212392,-20756.193259212392,-20756.193259212392,False,False,False,101_to_1000,0.0,BRITANNIA,2026-07-02,original,-0.2075619325921239,-20756.193259212392,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,retail_marketable_default,1,160,0.0,0.2076384614177814,-0.2076384614177814,-0.2076384614177814,-0.2076384614177814,-20763.84614177814,-20763.84614177814,-20763.84614177814,False,False,False,101_to_1000,0.0,BRITANNIA,2026-01-19,original,-0.2076384614177814,-20763.84614177814,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,retail_marketable_default,1,160,0.0,0.2076384614177814,-0.2076384614177814,-0.2076384614177814,-0.2076384614177814,-20763.84614177814,-20763.84614177814,-20763.84614177814,False,False,False,101_to_1000,0.0,BRITANNIA,2026-10-09,original,-0.2076384614177814,-20763.84614177814,False
strategy_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,26,125,0.0,0.2077109856681899,-0.2077109856681899,-0.2077109856681899,-0.2077109856681899,-20771.09856681899,-20771.09856681899,-20771.09856681899,False,False,False,101_to_1000,0.0,,2026-06-12,original,-0.2077109856681899,-20771.09856681899,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,188,0.0,0.2083886548522409,-0.2083886548522409,-0.2083886548522409,-0.2083886548522409,-20838.86548522409,-20838.86548522409,-20838.86548522409,False,False,False,101_to_1000,0.0,RELIANCE,2026-05-15,original,-0.2083886548522409,-20838.86548522409,False
strategy_symbol_profile,P164_S06_ABSORPTION_REVERSAL,stressed_retail,38,81,0.0,0.20876068990334068,-0.20876068990334068,-0.20876068990334068,-0.20876068990334068,-20876.068990334068,-20876.068990334068,-20876.068990334068,False,False,False,26_to_100,0.0,BANKBEES,,original,-0.20876068990334068,-20876.068990334068,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,93,0.0,0.2091903955558283,-0.2091903955558283,-0.2091903955558283,-0.2091903955558283,-20919.03955558283,-20919.03955558283,-20919.03955558283,False,False,False,26_to_100,0.0,BAJAJ-AUTO,2026-10-30,original,-0.2091903955558283,-20919.03955558283,False
strategy_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,23,162,0.0,0.2094455537730773,-0.2094455537730773,-0.2094455537730773,-0.2094455537730773,-20944.55537730773,-20944.55537730773,-20944.55537730773,False,False,False,101_to_1000,0.0,,2026-07-09,original,-0.2094455537730773,-20944.55537730773,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,98,0.0,0.2097700596345698,-0.2097700596345698,-0.2097700596345698,-0.2097700596345698,-20977.00596345698,-20977.00596345698,-20977.00596345698,False,False,False,26_to_100,0.0,BRITANNIA,2026-04-02,original,-0.2097700596345698,-20977.00596345698,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,192,0.0,0.2101773664620484,-0.2101773664620484,-0.2101773664620484,-0.2101773664620484,-21017.73664620484,-21017.73664620484,-21017.73664620484,False,False,False,101_to_1000,0.0,NIFTYBEES,2026-05-21,original,-0.2101773664620484,-21017.73664620484,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,178,0.0,0.2102549146960193,-0.2102549146960193,-0.2102549146960193,-0.2102549146960193,-21025.49146960193,-21025.49146960193,-21025.49146960193,False,False,False,101_to_1000,0.0,ONGC,2026-05-15,original,-0.2102549146960193,-21025.49146960193,False
strategy_symbol_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,1,98,0.0,0.2115466604680832,-0.2115466604680832,-0.2115466604680832,-0.2115466604680832,-21154.66604680832,-21154.66604680832,-21154.66604680832,False,False,False,26_to_100,0.0,BRITANNIA,2026-01-07,original,-0.2115466604680832,-21154.66604680832,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,stressed_retail,1,83,0.0,0.211665562841168,-0.211665562841168,-0.211665562841168,-0.211665562841168,-21166.5562841168,-21166.5562841168,-21166.5562841168,False,False,False,26_to_100,0.0,TECHM,2026-01-07,original,-0.211665562841168,-21166.5562841168,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,stressed_retail,1,67,0.0,0.2120526142697117,-0.2120526142697117,-0.2120526142697117,-0.2120526142697117,-21205.26142697117,-21205.26142697117,-21205.26142697117,False,False,False,26_to_100,0.0,JUNIORBEES,2026-02-27,original,-0.2120526142697117,-21205.26142697117,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,stressed_retail,1,67,0.0,0.2120526142697117,-0.2120526142697117,-0.2120526142697117,-0.2120526142697117,-21205.26142697117,-21205.26142697117,-21205.26142697117,False,False,False,26_to_100,0.0,JUNIORBEES,2026-11-19,original,-0.2120526142697117,-21205.26142697117,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,192,0.0,0.2125673082832511,-0.2125673082832511,-0.2125673082832511,-0.2125673082832511,-21256.73082832511,-21256.73082832511,-21256.73082832511,False,False,False,101_to_1000,0.0,RELIANCE,2026-05-21,original,-0.2125673082832511,-21256.73082832511,False
strategy_date_profile,P164_S06_ABSORPTION_REVERSAL,retail_marketable_default,18,159,0.0,0.2126157532585155,-0.2126157532585155,-0.2126157532585155,-0.2126157532585155,-21261.57532585155,-21261.57532585155,-21261.57532585155,False,False,False,101_to_1000,0.0,,2026-10-27,original,-0.2126157532585155,-21261.57532585155,False
strategy_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,21,126,0.0,0.2134203969771305,-0.2134203969771305,-0.2134203969771305,-0.2134203969771305,-21342.03969771305,-21342.03969771305,-21342.03969771305,False,False,False,101_to_1000,0.0,,2026-06-04,original,-0.2134203969771305,-21342.03969771305,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,stressed_retail,1,68,0.0,0.2135950727704066,-0.2135950727704066,-0.2135950727704066,-0.2135950727704066,-21359.50727704066,-21359.50727704066,-21359.50727704066,False,False,False,26_to_100,0.0,JUNIORBEES,2026-12-03,original,-0.2135950727704066,-21359.50727704066,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,181,0.0,0.2136446532846727,-0.2136446532846727,-0.2136446532846727,-0.2136446532846727,-21364.465328467268,-21364.465328467268,-21364.465328467268,False,False,False,101_to_1000,0.0,ONGC,2026-05-21,original,-0.2136446532846727,-21364.465328467268,False
strategy_symbol_date_profile,P164_S07_IMBALANCE_MEAN_REVERSION,retail_marketable_default,1,196,0.0001444388372853,0.2137958374202649,-0.2136513985829796,-0.2139402762575502,-0.2136513985829796,-21365.13985829796,-21394.027625755018,-21365.13985829796,False,False,False,101_to_1000,0.0006755923736783155,ICICIBANK,2026-11-30,original,-0.2136513985829796,-21365.13985829796,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,172,0.0,0.2142740551645922,-0.2142740551645922,-0.2142740551645922,-0.2142740551645922,-21427.40551645922,-21427.40551645922,-21427.40551645922,False,False,False,101_to_1000,0.0,HCLTECH,2026-05-15,original,-0.2142740551645922,-21427.40551645922,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,170,0.0,0.2145784745983777,-0.2145784745983777,-0.2145784745983777,-0.2145784745983777,-21457.84745983777,-21457.84745983777,-21457.84745983777,False,False,False,101_to_1000,0.0,GOLDBEES,2026-11-16,original,-0.2145784745983777,-21457.84745983777,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,0.0005860184026321,0.2151930857637397,-0.2146070673611076,-0.21577910416637178,-0.2146070673611076,-21460.70673611076,-21577.910416637176,-21460.70673611076,False,False,False,101_to_1000,0.0027232213365604558,LT,2026-10-21,original,-0.2146070673611076,-21460.70673611076,False
strategy_date_profile,P164_S04_TRADE_FLOW_DEPTH,retail_marketable_default,22,173,0.0,0.21473285473049492,-0.21473285473049492,-0.21473285473049492,-0.21473285473049492,-21473.28547304949,-21473.28547304949,-21473.28547304949,False,False,False,101_to_1000,0.0,,2026-07-15,original,-0.21473285473049492,-21473.28547304949,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,0.0003490283787404,0.2151503793545273,-0.2148013509757869,-0.2154994077332677,-0.2148013509757869,-21480.135097578688,-21549.94077332677,-21480.135097578688,False,False,False,101_to_1000,0.0016222531412099766,LT,2026-10-26,original,-0.2148013509757869,-21480.135097578688,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,-0.0005120006954515,0.2154257421554508,-0.21593774285090228,-0.2149137414599993,-0.2149137414599993,-21593.77428509023,-21491.37414599993,-21491.37414599993,False,False,False,101_to_1000,0.0023766922668045924,LT,2026-05-15,inverse_contrarian,-0.2149137414599993,-21491.37414599993,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,-1.9057516855713885e-05,0.2151099528440773,-0.21512901036093302,-0.2150908953272216,-0.2150908953272216,-21512.901036093303,-21509.08953272216,-21509.08953272216,False,False,False,101_to_1000,8.859430539472875e-05,LT,2026-10-02,inverse_contrarian,-0.2150908953272216,-21509.08953272216,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,-9.54862382052113e-06,0.2152159076309631,-0.21522545625478362,-0.21520635900714258,-0.21520635900714258,-21522.54562547836,-21520.635900714256,-21520.635900714256,False,False,False,101_to_1000,4.436764886773346e-05,LT,2026-05-04,inverse_contrarian,-0.21520635900714258,-21520.635900714256,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,161,0.0,0.2152429425671117,-0.2152429425671117,-0.2152429425671117,-0.2152429425671117,-21524.29425671117,-21524.29425671117,-21524.29425671117,False,False,False,101_to_1000,0.0,RELIANCE,2026-02-24,original,-0.2152429425671117,-21524.29425671117,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,161,0.0,0.2152429425671117,-0.2152429425671117,-0.2152429425671117,-0.2152429425671117,-21524.29425671117,-21524.29425671117,-21524.29425671117,False,False,False,101_to_1000,0.0,RELIANCE,2026-11-16,original,-0.2152429425671117,-21524.29425671117,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,96,0.0,0.2154092007650906,-0.2154092007650906,-0.2154092007650906,-0.2154092007650906,-21540.92007650906,-21540.92007650906,-21540.92007650906,False,False,False,26_to_100,0.0,BAJAJ-AUTO,2026-01-02,original,-0.2154092007650906,-21540.92007650906,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,101,0.0,0.2156303156320801,-0.2156303156320801,-0.2156303156320801,-0.2156303156320801,-21563.03156320801,-21563.03156320801,-21563.03156320801,False,False,False,101_to_1000,0.0,BRITANNIA,2026-12-03,original,-0.2156303156320801,-21563.03156320801,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,185,0.0,0.2158578259884028,-0.2158578259884028,-0.2158578259884028,-0.2158578259884028,-21585.78259884028,-21585.78259884028,-21585.78259884028,False,False,False,101_to_1000,0.0,SBIN,2026-05-15,original,-0.2158578259884028,-21585.78259884028,False
strategy_symbol_profile,P164_S06_ABSORPTION_REVERSAL,stressed_retail,49,102,0.0,0.21616625829220681,-0.21616625829220681,-0.21616625829220681,-0.21616625829220681,-21616.62582922068,-21616.62582922068,-21616.62582922068,False,False,False,101_to_1000,0.0,DRREDDY,,original,-0.21616625829220681,-21616.62582922068,False
strategy_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,22,132,0.0,0.2164649238063133,-0.2164649238063133,-0.2164649238063133,-0.2164649238063133,-21646.49238063133,-21646.49238063133,-21646.49238063133,False,False,False,101_to_1000,0.0,,2026-03-04,original,-0.2164649238063133,-21646.49238063133,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,149,0.0,0.2165598743037117,-0.2165598743037117,-0.2165598743037117,-0.2165598743037117,-21655.98743037117,-21655.98743037117,-21655.98743037117,False,False,False,101_to_1000,0.0,SBIN,2026-11-16,original,-0.2165598743037117,-21655.98743037117,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,stressed_retail,1,69,0.0,0.2165732853268327,-0.2165732853268327,-0.2165732853268327,-0.2165732853268327,-21657.32853268327,-21657.32853268327,-21657.32853268327,False,False,False,26_to_100,0.0,JUNIORBEES,2026-06-30,original,-0.2165732853268327,-21657.32853268327,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,165,0.0,0.2169842106608552,-0.2169842106608552,-0.2169842106608552,-0.2169842106608552,-21698.421066085517,-21698.421066085517,-21698.421066085517,False,False,False,101_to_1000,0.0,MARUTI,2026-05-15,original,-0.2169842106608552,-21698.421066085517,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,205,0.0,0.2172065099321694,-0.2172065099321694,-0.2172065099321694,-0.2172065099321694,-21720.65099321694,-21720.65099321694,-21720.65099321694,False,False,False,101_to_1000,0.0,HDFCBANK,2026-05-21,original,-0.2172065099321694,-21720.65099321694,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,180,0.0,0.2174599366045086,-0.2174599366045086,-0.2174599366045086,-0.2174599366045086,-21745.99366045086,-21745.99366045086,-21745.99366045086,False,False,False,101_to_1000,0.0,ADANIPORTS,2026-05-15,original,-0.2174599366045086,-21745.99366045086,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,stressed_retail,1,162,0.0,0.2177900878261764,-0.2177900878261764,-0.2177900878261764,-0.2177900878261764,-21779.00878261764,-21779.00878261764,-21779.00878261764,False,False,False,101_to_1000,0.0,M&M,2026-05-15,original,-0.2177900878261764,-21779.00878261764,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,188,0.0,0.2180140050505053,-0.2180140050505053,-0.2180140050505053,-0.2180140050505053,-21801.40050505053,-21801.40050505053,-21801.40050505053,False,False,False,101_to_1000,0.0,HINDUNILVR,2026-05-15,original,-0.2180140050505053,-21801.40050505053,False
strategy_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,7,96,0.0,0.2184175288308287,-0.2184175288308287,-0.2184175288308287,-0.2184175288308287,-21841.75288308287,-21841.75288308287,-21841.75288308287,False,False,False,26_to_100,0.0,,2026-06-18,original,-0.2184175288308287,-21841.75288308287,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,-0.0006610030032034,0.2193730485327013,-0.2200340515359047,-0.21871204552949788,-0.21871204552949788,-22003.40515359047,-21871.20455294979,-21871.20455294979,False,False,False,101_to_1000,0.0030131459065942012,TCS,2026-05-28,inverse_contrarian,-0.21871204552949788,-21871.20455294979,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,0.0005326338457312,0.2192718443709368,-0.2187392105252056,-0.21980447821666801,-0.2187392105252056,-21873.92105252056,-21980.447821666803,-21873.92105252056,False,False,False,101_to_1000,0.002429102775412225,TCS,2026-01-19,original,-0.2187392105252056,-21873.92105252056,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,0.0004809597207688,0.2192570757961724,-0.2187761160754036,-0.2197380355169412,-0.2187761160754036,-21877.61160754036,-21973.80355169412,-21877.61160754036,False,False,False,101_to_1000,0.002193588138591768,TCS,2026-06-17,original,-0.2187761160754036,-21877.61160754036,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,195,0.0,0.2188248520154862,-0.2188248520154862,-0.2188248520154862,-0.2188248520154862,-21882.48520154862,-21882.48520154862,-21882.48520154862,False,False,False,101_to_1000,0.0,BPCL,2026-05-15,original,-0.2188248520154862,-21882.48520154862,False
strategy_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,-0.0002059729877856,0.2192159086661339,-0.21942188165391951,-0.2190099356783483,-0.2190099356783483,-21942.18816539195,-21900.99356783483,-21900.99356783483,False,False,False,101_to_1000,0.0009395895993082195,,2026-06-01,inverse_contrarian,-0.2190099356783483,-21900.99356783483,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,-0.0002059729877856,0.2192159086661339,-0.21942188165391951,-0.2190099356783483,-0.2190099356783483,-21942.18816539195,-21900.99356783483,-21900.99356783483,False,False,False,101_to_1000,0.0009395895993082195,TCS,2026-06-01,inverse_contrarian,-0.2190099356783483,-21900.99356783483,False
strategy_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,0.0001549309352315,0.2193765814392139,-0.2192216505039824,-0.2195315123744454,-0.2192216505039824,-21922.165050398242,-21953.15123744454,-21922.165050398242,False,False,False,101_to_1000,0.0007062327902781599,,2026-02-12,original,-0.2192216505039824,-21922.165050398242,False
strategy_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,0.0001549309352315,0.2193765814392139,-0.2192216505039824,-0.2195315123744454,-0.2192216505039824,-21922.165050398242,-21953.15123744454,-21922.165050398242,False,False,False,101_to_1000,0.0007062327902781599,,2026-11-04,original,-0.2192216505039824,-21922.165050398242,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,0.0001549309352315,0.2193765814392139,-0.2192216505039824,-0.2195315123744454,-0.2192216505039824,-21922.165050398242,-21953.15123744454,-21922.165050398242,False,False,False,101_to_1000,0.0007062327902781599,TCS,2026-02-12,original,-0.2192216505039824,-21922.165050398242,False
strategy_symbol_date_profile,P164_S02_MULTI_LEVEL_OFI,stressed_retail,1,160,0.0001549309352315,0.2193765814392139,-0.2192216505039824,-0.2195315123744454,-0.2192216505039824,-21922.165050398242,-21953.15123744454,-21922.165050398242,False,False,False,101_to_1000,0.0007062327902781599,TCS,2026-11-04,original,-0.2192216505039824,-21922.165050398242,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,128,0.0,0.2192378099730804,-0.2192378099730804,-0.2192378099730804,-0.2192378099730804,-21923.78099730804,-21923.78099730804,-21923.78099730804,False,False,False,101_to_1000,0.0,NESTLEIND,2026-02-24,original,-0.2192378099730804,-21923.78099730804,False
strategy_symbol_date_profile,P164_S01_MLOFI_BREAKOUT,retail_marketable_default,1,102,0.0,0.2194488760086814,-0.2194488760086814,-0.2194488760086814,-0.2194488760086814,-21944.88760086814,-21944.88760086814,-21944.88760086814,False,False,False,101_to_1000,0.0,BRITANNIA,2026-06-12,original,-0.2194488760086814,-21944.88760086814,False
strategy_symbol_date_profile,P164_S03_LIQUIDITY_VACUUM,retail_marketable_default,1,167,0.0,0.2195390364714692,-0.2195390364714692,-0.2195390364714692,-0.2195390364714692,-21953.90364714692,-21953.90364714692,-21953.90364714692,False,False,False,101_to_1000,0.0,BAJAJ-AUTO,2026-05-15,original,-0.2195390364714692,-21953.90364714692,False
strategy_symbol_date_profile,P164_S04_TRADE_FLOW_DEPTH,stressed_retail,1,70,0.0,0.2197255635727444,-0.2197255635727444,-0.2197255635727444,-0.2197255635727444,-21972.55635727444,-21972.55635727444,-21972.55635727444,False,False,False,26_to_100,0.0,JUNIORBEES,2026-06-30,original,-0.2197255635727444,-21972.55635727444,False
