source_phase,model_id,model_type,execution_profile,synthetic_year_day,source_trade_date,cycle_ordinal,daily_trades,symbols,daily_net_pnl_inr,mean_net_return,market_shock_trade_fraction,disconnect_trade_fraction,running_net_pnl_inr,running_peak_inr,drawdown_inr
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,retail_marketable_default,7,2026-08-11,0,87,3,-15557.351471579119,-0.0017882013185723123,0.0,0.0,-129279.23116787011,-25272.53918019254,-104006.69198767756
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,retail_marketable_default,8,2026-08-14,0,92,3,-13012.996345376207,-0.0014144561244974136,0.0,0.0,-142292.22751324633,-25272.53918019254,-117019.68833305378
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,retail_marketable_default,9,2026-07-14,1,149,3,-25272.53918019254,-0.0016961435691404388,0.0,0.0,-167564.76669343887,-25272.53918019254,-142292.22751324633
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,retail_marketable_default,10,2026-07-15,1,164,4,-20592.566956948413,-0.001255644326643196,1.0,0.0,-188157.33365038727,-25272.53918019254,-162884.79447019473
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,retail_marketable_default,11,2026-07-17,1,110,3,-18214.520255245065,-0.0016558654777495514,0.0,0.0,-206371.85390563234,-25272.53918019254,-181099.3147254398
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,retail_marketable_default,12,2026-07-23,1,58,3,-13012.235254631645,-0.0022434888370054563,0.0,0.0,-219384.08916026397,-25272.53918019254,-194111.54998007143
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,1,2026-07-14,0,141,3,-25246.284374912884,-0.0017905166223342473,0.0,0.0,-25246.284374912884,-25246.284374912884,0.0
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,2,2026-07-15,0,150,4,-33996.08490740229,-0.002266405660493486,1.0,0.0,-59242.36928231518,-25246.284374912884,-33996.0849074023
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,3,2026-07-17,0,108,3,-29219.815825795453,-0.002705538502388468,0.0,0.0,-88462.18510811063,-25246.284374912884,-63215.90073319775
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,4,2026-07-23,0,60,3,-9692.949000911847,-0.0016154915001519745,0.0,0.0,-98155.13410902247,-25246.284374912884,-72908.8497341096
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,5,2026-07-27,0,146,3,-22469.109143749174,-0.0015389800783389847,0.0,0.0,-120624.24325277164,-25246.284374912884,-95377.95887785876
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,6,2026-08-07,0,113,3,-18229.598296546177,-0.0016132387873049716,0.0,0.0,-138853.84154931782,-25246.284374912884,-113607.55717440494
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,7,2026-08-11,0,79,3,-8598.655509728558,-0.0010884374062947542,0.0,0.0,-147452.49705904638,-25246.284374912884,-122206.2126841335
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,8,2026-08-14,0,85,3,-23661.834587527523,-0.002783745245591473,0.0,0.0,-171114.3316465739,-25246.284374912884,-145868.04727166102
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,9,2026-07-14,1,141,3,-25246.284374912884,-0.0017905166223342473,0.0,0.0,-196360.61602148679,-25246.284374912884,-171114.3316465739
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,10,2026-07-15,1,150,4,-33996.08490740229,-0.002266405660493486,1.0,0.0,-230356.70092888907,-25246.284374912884,-205110.4165539762
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,11,2026-07-17,1,108,3,-29219.815825795453,-0.002705538502388468,0.0,0.0,-259576.51675468453,-25246.284374912884,-234330.23237977165
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,12,2026-07-23,1,60,3,-9692.949000911847,-0.0016154915001519745,0.0,0.0,-269269.4657555964,-25246.284374912884,-244023.18138068353
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,1,2026-07-14,0,151,3,-12623.370352518483,-0.0008359847915575155,0.0,0.0,-12623.370352518483,-12623.370352518483,0.0
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,2,2026-07-15,0,169,4,-19958.65954450277,-0.0011809857718640693,1.0,0.0,-32582.029897021253,-12623.370352518483,-19958.65954450277
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,3,2026-07-17,0,112,3,-6166.617572228735,-0.00055059085466328,0.0,0.0,-38748.64746924999,-12623.370352518483,-26125.277116731508
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,4,2026-07-23,0,60,3,-5594.772125495013,-0.0009324620209158354,0.0,0.0,-44343.419594745006,-12623.370352518483,-31720.049242226523
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,5,2026-07-27,0,161,3,165.44813972417057,1.0276281970445451e-05,0.0,0.0,-44177.97145502084,-12623.370352518483,-31554.601102502354
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,6,2026-08-07,0,128,3,-17566.900568420988,-0.0013724141069078896,0.0,0.0,-61744.87202344183,-12623.370352518483,-49121.501670923346
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,7,2026-08-11,0,94,3,-5670.7244669264965,-0.0006032685603113294,0.0,0.0,-67415.59649036832,-12623.370352518483,-54792.22613784984
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,8,2026-08-14,0,94,3,-3114.028966128236,-0.00033127967724768466,0.0,0.0,-70529.62545649655,-12623.370352518483,-57906.25510397807
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,9,2026-07-14,1,151,3,-12623.370352518483,-0.0008359847915575155,0.0,0.0,-83152.99580901503,-12623.370352518483,-70529.62545649655
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,10,2026-07-15,1,169,4,-19958.65954450277,-0.0011809857718640693,1.0,0.0,-103111.6553535178,-12623.370352518483,-90488.28500099931
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,11,2026-07-17,1,112,3,-6166.617572228735,-0.00055059085466328,0.0,0.0,-109278.27292574653,-12623.370352518483,-96654.90257322804
phase27_feature_edge,F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,12,2026-07-23,1,60,3,-5594.772125495013,-0.0009324620209158354,0.0,0.0,-114873.04505124154,-12623.370352518483,-102249.67469872306
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,1,2026-07-14,0,1107,5,-120139.89606141609,-0.001085274580500597,0.0,0.0,-120139.89606141609,-120139.89606141609,0.0
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,2,2026-07-15,0,1150,5,-150167.3611878686,-0.0013058031407640748,1.0,0.0,-270307.2572492847,-120139.89606141609,-150167.36118786864
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,3,2026-07-17,0,1067,5,-96422.01923756275,-0.0009036740322170831,0.0,0.0,-366729.27648684743,-120139.89606141609,-246589.38042543136
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,4,2026-07-23,0,949,5,-108042.18376894931,-0.0011384845497254934,0.0,0.0,-474771.46025579673,-120139.89606141609,-354631.56419438065
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,5,2026-07-27,0,1079,5,-152814.1036746286,-0.001416256753240302,0.0,0.0,-627585.5639304253,-120139.89606141609,-507445.66786900925
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,6,2026-08-07,0,1027,5,-121675.80172179952,-0.001184769247534562,0.0,0.0,-749261.3656522249,-120139.89606141609,-629121.4695908087
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,7,2026-08-11,0,977,5,-122533.13931406554,-0.0012541774750672008,0.0,0.0,-871794.5049662904,-120139.89606141609,-751654.6089048743
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,8,2026-08-14,0,1074,5,-134208.79507122532,-0.001249616341445301,0.0,0.0,-1006003.3000375158,-120139.89606141609,-885863.4039760997
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,9,2026-07-14,1,1107,5,-120139.89606141609,-0.001085274580500597,0.0,0.0,-1126143.1960989318,-120139.89606141609,-1006003.3000375157
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,10,2026-07-15,1,1150,5,-150167.3611878686,-0.0013058031407640748,1.0,0.0,-1276310.5572868004,-120139.89606141609,-1156170.6612253843
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,11,2026-07-17,1,1067,5,-96422.01923756275,-0.0009036740322170831,0.0,0.0,-1372732.5765243631,-120139.89606141609,-1252592.680462947
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,12,2026-07-23,1,949,5,-108042.18376894931,-0.0011384845497254934,0.0,0.0,-1480774.7602933124,-120139.89606141609,-1360634.8642318964
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,1,2026-07-14,0,1064,5,-113845.62260149395,-0.0010699776560290782,0.0,0.0,-113845.62260149395,-113845.62260149395,0.0
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,2,2026-07-15,0,1110,5,-168896.06752480313,-0.0015215861939171453,1.0,0.0,-282741.69012629706,-113845.62260149395,-168896.0675248031
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,3,2026-07-17,0,1033,5,-136307.31008499736,-0.001319528655227467,0.0,0.0,-419049.0002112944,-113845.62260149395,-305203.37760980043
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,4,2026-07-23,0,922,5,-131670.61478362908,-0.0014280977742259118,0.0,0.0,-550719.6149949235,-113845.62260149395,-436873.9923934295
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,5,2026-07-27,0,1046,5,-128038.32712401928,-0.0012240757851244672,0.0,0.0,-678757.9421189427,-113845.62260149395,-564912.3195174488
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,6,2026-08-07,0,1004,5,-134293.83780190788,-0.001337588025915417,0.0,0.0,-813051.7799208506,-113845.62260149395,-699206.1573193567
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,7,2026-08-11,0,939,5,-143949.3806216425,-0.0015330072483667996,0.0,0.0,-957001.1605424931,-113845.62260149395,-843155.5379409991
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,8,2026-08-14,0,1038,5,-155553.95638528856,-0.0014985930287600053,0.0,0.0,-1112555.1169277816,-113845.62260149395,-998709.4943262876
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,9,2026-07-14,1,1064,5,-113845.62260149395,-0.0010699776560290782,0.0,0.0,-1226400.7395292756,-113845.62260149395,-1112555.1169277816
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,10,2026-07-15,1,1110,5,-168896.06752480313,-0.0015215861939171453,1.0,0.0,-1395296.8070540787,-113845.62260149395,-1281451.1844525847
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,11,2026-07-17,1,1033,5,-136307.31008499736,-0.001319528655227467,0.0,0.0,-1531604.117139076,-113845.62260149395,-1417758.4945375822
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,12,2026-07-23,1,922,5,-131670.61478362908,-0.0014280977742259118,0.0,0.0,-1663274.7319227052,-113845.62260149395,-1549429.1093212112
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,1,2026-07-14,0,1159,5,-22215.9466012482,-0.0001916820241695272,0.0,0.0,-22215.9466012482,-22215.9466012482,0.0
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,2,2026-07-15,0,1219,5,-47043.323005835206,-0.00038591733392809844,1.0,0.0,-69259.2696070834,-22215.9466012482,-47043.323005835206
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,3,2026-07-17,0,1128,5,-23272.43980714035,-0.0002063159557370598,0.0,0.0,-92531.70941422376,-22215.9466012482,-70315.76281297556
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,4,2026-07-23,0,1001,5,-25712.01752067582,-0.00025686331189486337,0.0,0.0,-118243.72693489958,-22215.9466012482,-96027.78033365138
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,5,2026-07-27,0,1130,5,-44567.83704675772,-0.0003944056375819267,0.0,0.0,-162811.5639816573,-22215.9466012482,-140595.6173804091
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,6,2026-08-07,0,1085,5,-46704.95327087935,-0.00043046039880994787,0.0,0.0,-209516.51725253664,-22215.9466012482,-187300.57065128844
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,7,2026-08-11,0,1028,5,-50332.75258099633,-0.0004896182157684468,0.0,0.0,-259849.26983353298,-22215.9466012482,-237633.32323228478
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,8,2026-08-14,0,1135,5,-43157.34372670101,-0.0003802409138916389,0.0,0.0,-303006.61356023396,-22215.9466012482,-280790.66695898573
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,9,2026-07-14,1,1159,5,-22215.9466012482,-0.0001916820241695272,0.0,0.0,-325222.5601614822,-22215.9466012482,-303006.61356023396
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,10,2026-07-15,1,1219,5,-47043.323005835206,-0.00038591733392809844,1.0,0.0,-372265.88316731737,-22215.9466012482,-350049.93656606914
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,11,2026-07-17,1,1128,5,-23272.43980714035,-0.0002063159557370598,0.0,0.0,-395538.3229744577,-22215.9466012482,-373322.3763732095
phase27_feature_edge,F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,12,2026-07-23,1,1001,5,-25712.01752067582,-0.00025686331189486337,0.0,0.0,-421250.34049513354,-22215.9466012482,-399034.3938938853
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,1,2026-07-14,0,659,4,-82954.9202757639,-0.001258800004184581,0.0,0.0,-82954.9202757639,-82954.9202757639,0.0
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,2,2026-07-15,0,662,4,-77057.13290931733,-0.0011640050288416516,1.0,0.0,-160012.05318508123,-82954.9202757639,-77057.13290931733
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,3,2026-07-17,0,660,4,-59675.98830449807,-0.0009041816409772435,0.0,0.0,-219688.0414895793,-82954.9202757639,-136733.1212138154
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,4,2026-07-23,0,506,4,-51280.564344471524,-0.0010134498882306624,0.0,0.0,-270968.6058340508,-82954.9202757639,-188013.6855582869
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,5,2026-07-27,0,680,4,-98223.81927330788,-0.001444467930489822,0.0,0.0,-369192.42510735866,-82954.9202757639,-286237.50483159476
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,6,2026-08-07,0,596,4,-66561.95958031129,-0.0011168114023542162,0.0,0.0,-435754.3846876699,-82954.9202757639,-352799.464411906
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,7,2026-08-11,0,468,4,-56101.79677431897,-0.001198756341331602,0.0,0.0,-491856.1814619889,-82954.9202757639,-408901.261186225
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,8,2026-08-14,0,640,4,-79946.88498658358,-0.0012491700779153684,0.0,0.0,-571803.0664485724,-82954.9202757639,-488848.14617280854
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,9,2026-07-14,1,659,4,-82954.9202757639,-0.001258800004184581,0.0,0.0,-654757.9867243364,-82954.9202757639,-571803.0664485726
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,10,2026-07-15,1,662,4,-77057.13290931733,-0.0011640050288416516,1.0,0.0,-731815.1196336537,-82954.9202757639,-648860.1993578898
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,11,2026-07-17,1,660,4,-59675.98830449807,-0.0009041816409772435,0.0,0.0,-791491.1079381517,-82954.9202757639,-708536.1876623877
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,12,2026-07-23,1,506,4,-51280.564344471524,-0.0010134498882306624,0.0,0.0,-842771.6722826232,-82954.9202757639,-759816.7520068593
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,1,2026-07-14,0,627,4,-71539.45655043233,-0.0011409801682684582,0.0,0.0,-71539.45655043233,-71539.45655043233,0.0
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,2,2026-07-15,0,639,4,-85374.28143303911,-0.0013360607423010815,1.0,0.0,-156913.73798347142,-71539.45655043233,-85374.2814330391
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,3,2026-07-17,0,639,4,-86673.16289041213,-0.0013563875256715513,0.0,0.0,-243586.90087388357,-71539.45655043233,-172047.44432345126
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,4,2026-07-23,0,503,4,-71273.47643826649,-0.001416967722430745,0.0,0.0,-314860.3773121501,-71539.45655043233,-243320.92076171777
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,5,2026-07-27,0,655,4,-90839.09463348366,-0.0013868564066180711,0.0,0.0,-405699.47194563376,-71539.45655043233,-334160.01539520145
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,6,2026-08-07,0,585,4,-80531.13529839732,-0.0013766006033914073,0.0,0.0,-486230.6072440311,-71539.45655043233,-414691.1506935988
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,7,2026-08-11,0,442,4,-68540.61672229333,-0.001550692686024736,0.0,0.0,-554771.2239663245,-71539.45655043233,-483231.76741589216
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,8,2026-08-14,0,609,4,-93090.33216542129,-0.00152857688284764,0.0,0.0,-647861.5561317458,-71539.45655043233,-576322.0995813134
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,9,2026-07-14,1,627,4,-71539.45655043233,-0.0011409801682684582,0.0,0.0,-719401.0126821782,-71539.45655043233,-647861.5561317458
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,10,2026-07-15,1,639,4,-85374.28143303911,-0.0013360607423010815,1.0,0.0,-804775.2941152173,-71539.45655043233,-733235.8375647849
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,11,2026-07-17,1,639,4,-86673.16289041213,-0.0013563875256715513,0.0,0.0,-891448.4570056294,-71539.45655043233,-819909.0004551971
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,12,2026-07-23,1,503,4,-71273.47643826649,-0.001416967722430745,0.0,0.0,-962721.9334438959,-71539.45655043233,-891182.4768934635
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,1,2026-07-14,0,691,4,-31579.585644217823,-0.00045701281684830424,0.0,0.0,-31579.585644217823,-31579.585644217823,0.0
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,2,2026-07-15,0,713,4,-30771.74673780243,-0.0004315813006704408,1.0,0.0,-62351.33238202025,-31579.585644217823,-30771.746737802427
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,3,2026-07-17,0,699,4,-22239.973959267933,-0.0003181684400467515,0.0,0.0,-84591.30634128817,-31579.585644217823,-53011.720697070356
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,4,2026-07-23,0,530,4,-17640.971857824774,-0.0003328485256193354,0.0,0.0,-102232.27819911295,-31579.585644217823,-70652.69255489513
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,5,2026-07-27,0,709,4,-35699.527763364,-0.0005035194324875035,0.0,0.0,-137931.80596247694,-31579.585644217823,-106352.22031825912
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,6,2026-08-07,0,637,4,-29071.862024429414,-0.00045638715893923725,0.0,0.0,-167003.66798690637,-31579.585644217823,-135424.08234268855
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,7,2026-08-11,0,493,4,-21119.178235111565,-0.0004283808972639262,0.0,0.0,-188122.84622201792,-31579.585644217823,-156543.2605778001
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,8,2026-08-14,0,671,4,-29222.193753875366,-0.0004355021423826434,0.0,0.0,-217345.03997589328,-31579.585644217823,-185765.45433167546
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,9,2026-07-14,1,691,4,-31579.585644217823,-0.00045701281684830424,0.0,0.0,-248924.6256201111,-31579.585644217823,-217345.03997589328
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,10,2026-07-15,1,713,4,-30771.74673780243,-0.0004315813006704408,1.0,0.0,-279696.3723579135,-31579.585644217823,-248116.7867136957
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,11,2026-07-17,1,699,4,-22239.973959267933,-0.0003181684400467515,0.0,0.0,-301936.3463171815,-31579.585644217823,-270356.76067296363
phase27_feature_edge,F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,12,2026-07-23,1,530,4,-17640.971857824774,-0.0003328485256193354,0.0,0.0,-319577.31817500625,-31579.585644217823,-287997.7325307884
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,1,2026-07-14,0,316,3,-50124.1206348386,-0.001586206349203753,0.0,0.0,-50124.1206348386,-50124.1206348386,0.0
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,2,2026-07-15,0,346,4,-47709.38738763961,-0.0013788840285444974,1.0,0.0,-97833.5080224782,-50124.1206348386,-47709.3873876396
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,3,2026-07-17,0,281,3,-36620.4877545096,-0.0013032202047868185,0.0,0.0,-134453.9957769878,-50124.1206348386,-84329.87514214922
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,4,2026-07-23,0,188,3,-19921.682555042757,-0.0010596639656937636,0.0,0.0,-154375.67833203057,-50124.1206348386,-104251.55769719198
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,5,2026-07-27,0,350,4,-46488.22828158758,-0.001328235093759645,0.0,0.0,-200863.90661361814,-50124.1206348386,-150739.78597877955
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,6,2026-08-07,0,295,3,-32347.143627446167,-0.0010965133433032596,0.0,0.0,-233211.0502410643,-50124.1206348386,-183086.92960622572
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,7,2026-08-11,0,162,3,-19837.232456764166,-0.0012245205220224795,0.0,0.0,-253048.2826978285,-50124.1206348386,-202924.1620629899
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,8,2026-08-14,0,283,3,-36707.36071126658,-0.0012970798837903382,0.0,0.0,-289755.64340909506,-50124.1206348386,-239631.52277425647
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,9,2026-07-14,1,316,3,-50124.1206348386,-0.001586206349203753,0.0,0.0,-339879.76404393365,-50124.1206348386,-289755.64340909506
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,10,2026-07-15,1,346,4,-47709.38738763961,-0.0013788840285444974,1.0,0.0,-387589.15143157326,-50124.1206348386,-337465.0307967347
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,11,2026-07-17,1,281,3,-36620.4877545096,-0.0013032202047868185,0.0,0.0,-424209.6391860829,-50124.1206348386,-374085.5185512443
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,12,2026-07-23,1,188,3,-19921.682555042757,-0.0010596639656937636,0.0,0.0,-444131.3217411256,-50124.1206348386,-394007.201106287
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,stressed_retail,1,2026-07-14,0,290,3,-39489.895259456476,-0.0013617205261881543,0.0,0.0,-39489.895259456476,-39489.895259456476,0.0
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,stressed_retail,2,2026-07-15,0,335,4,-44368.72311149541,-0.0013244394958655348,1.0,0.0,-83858.61837095188,-39489.895259456476,-44368.723111495405
phase27_feature_edge,F02_mlofi_qty_event_h5_q85,feature_edge_candidate,stressed_retail,3,2026-07-17,0,270,3,-42674.34390263805,-0.0015805312556532612,0.0,0.0,-126532.96227358993,-39489.895259456476,-87043.06701413346
