horizon,trade_date,exchange,symbol,parquet_file,rows,columns,missing_required_columns,duplicate_bucket_rows,bucket_monotonic_violations,first_bucket_ms,last_bucket_ms,bucket_ms_null_rate,receive_event_count_null_rate,quote_churn_count_null_rate,depth_refresh_count_null_rate,stale_quote_duration_ms_null_rate,cross_symbol_arrival_count_null_rate,cross_symbol_arrival_share_null_rate,receive_event_rate_zscore_null_rate
1s,2026-07-08,NSE,TECHM,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,2803,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,ULTRACEMCO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,3044,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,WIPRO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,2626,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,ADANIPORTS,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,5554,25,,0,0,1783578354000,1783591304000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,AXISBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,7447,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,BAJAJ-AUTO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,5050,25,,0,0,1783578354000,1783591304000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,BANKBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,8886,25,,0,0,1783578354000,1783591288000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,BHARTIARTL,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,9412,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,BPCL,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,4697,25,,0,0,1783578354000,1783591304000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,BRITANNIA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,4230,25,,0,0,1783578354000,1783591305000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,CIPLA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,4887,25,,0,0,1783578354000,1783591304000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,DRREDDY,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,9054,25,,0,0,1783578354000,1783591272000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,GOLDBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,6408,25,,0,0,1783578354000,1783591285000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,HCLTECH,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,5478,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,HDFCBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,9420,25,,0,0,1783578354000,1783591272000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,HINDUNILVR,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,6947,25,,0,0,1783578354000,1783591272000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,ICICIBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,9153,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,INFY,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\receive_flow_features.parquet,7567,25,,0,0,1783578354000,1783591272000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,ITBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,3873,25,,0,0,1783578354000,1783591285000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,ITC,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\receive_flow_features.parquet,7310,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,JUNIORBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,8590,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,KOTAKBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,8944,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,LT,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=LT\receive_flow_features.parquet,9073,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,M&M,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\receive_flow_features.parquet,7705,25,,0,0,1783578354000,1783591275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,MARUTI,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,7380,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,NESTLEIND,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,4455,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,NIFTYBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,8020,25,,0,0,1783578354000,1783591285000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,ONGC,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,5783,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,RELIANCE,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,9018,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,SBIN,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,7834,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,SUNPHARMA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,7323,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,TCS,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\receive_flow_features.parquet,7970,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,TECHM,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,4930,25,,0,0,1783578354000,1783591274000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,ULTRACEMCO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,3980,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-09,NSE,WIPRO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,5789,25,,0,0,1783578354000,1783591273000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,ADANIPORTS,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,9547,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,AXISBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,10802,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,BAJAJ-AUTO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,9728,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,BANKBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,9231,25,,0,0,1783655109000,1783677689000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,BHARTIARTL,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,11366,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,BPCL,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,6759,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,BRITANNIA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,6030,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,CIPLA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,7908,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,DRREDDY,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,13142,25,,0,0,1783654893000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,GOLDBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,9150,25,,0,0,1783655109000,1783677688000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,HCLTECH,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,14318,25,,0,0,1783654893000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,HDFCBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,15044,25,,0,0,1783654893000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,HINDUNILVR,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,8662,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,ICICIBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,11237,25,,0,0,1783654893000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,INFY,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\receive_flow_features.parquet,15211,25,,0,0,1783654893000,1783677602000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,ITBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,6824,25,,0,0,1783655109000,1783677688000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,ITC,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\receive_flow_features.parquet,11085,25,,0,0,1783654893000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,JUNIORBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,13254,25,,0,0,1783655109000,1783677602000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,KOTAKBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,10165,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,LT,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=LT\receive_flow_features.parquet,10641,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,M&M,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\receive_flow_features.parquet,9988,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,MARUTI,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,11105,25,,0,0,1783654893000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,NESTLEIND,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,7879,25,,0,0,1783654893000,1783677680000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,NIFTYBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,11228,25,,0,0,1783655109000,1783677688000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,ONGC,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,9396,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,RELIANCE,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,11460,25,,0,0,1783654893000,1783677602000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,SBIN,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,12206,25,,0,0,1783654893000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,SUNPHARMA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,9909,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,TCS,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=TCS\receive_flow_features.parquet,16260,25,,0,0,1783654893000,1783677602000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,TECHM,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,9552,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,ULTRACEMCO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,6526,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-10,NSE,WIPRO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,10158,25,,0,0,1783654893000,1783677679000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,ADANIPORTS,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,9454,25,,0,0,1783914093000,1783936900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,AXISBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,10798,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,BAJAJ-AUTO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,14299,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,BANKBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,13184,25,,0,0,1783914311000,1783936885000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,BHARTIARTL,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,11539,25,,0,0,1783914093000,1783936900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,BPCL,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,8035,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,BRITANNIA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,6760,25,,0,0,1783914093000,1783936870000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,CIPLA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,8388,25,,0,0,1783914093000,1783936900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,DRREDDY,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,8736,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,GOLDBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,8948,25,,0,0,1783914310000,1783936882000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,HCLTECH,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,14297,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,HDFCBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,16566,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,HINDUNILVR,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,8592,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,ICICIBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,13717,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,INFY,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=INFY\receive_flow_features.parquet,16207,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,ITBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,8306,25,,0,0,1783914310000,1783936882000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,ITC,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ITC\receive_flow_features.parquet,8758,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,JUNIORBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,11802,25,,0,0,1783914310000,1783936882000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,KOTAKBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,9403,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,LT,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=LT\receive_flow_features.parquet,11479,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,M&M,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\receive_flow_features.parquet,14146,25,,0,0,1783914093000,1783936900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,MARUTI,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,15407,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,NESTLEIND,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,9036,25,,0,0,1783914093000,1783936870000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,NIFTYBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,13040,25,,0,0,1783914310000,1783936882000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,ONGC,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,10645,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,RELIANCE,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,13220,25,,0,0,1783914093000,1783936868000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,SBIN,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,13085,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-13,NSE,SUNPHARMA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,9573,25,,0,0,1783914093000,1783936869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
