scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase290_variant_id,adaptive_family_id,adaptive_family,primary_pressure_column,secondary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H8_CAP100000_NOT100000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,100000.0,100000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,93.98523802361251,0.0939852380236125,2.960534997743794,1,0,100000.0,1.0,0.9230769230769231,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,ORIG,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10_CAP100000_NOT50000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,100000.0,50000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,63.362482269002314,0.06336248226900232,1.995918191473573,1,0,50000.0,0.5,0.4807692307692308,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,ORIG,10,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10_CAP100000_NOT50000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,100000.0,50000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,124.4022949313401,0.12440229493134008,3.918672290337213,1,0,100000.0,1.0,0.9230769230769231,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,ORIG,10,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10_CAP100000_NOT100000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,100000.0,100000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,126.72496453800463,0.12672496453800464,3.991836382947146,1,0,100000.0,1.0,0.9615384615384616,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,ORIG,10,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10_CAP100000_NOT100000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,100000.0,100000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,124.4022949313401,0.12440229493134008,3.918672290337213,1,0,100000.0,1.0,0.9230769230769231,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,ORIG,10,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5_CAP100000_NOT50000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,100000.0,50000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,-184.56971689043084,-0.18456971689043083,-5.813946082048571,1,0,50000.0,0.5,0.4807692307692308,-184.56971689043084,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,5,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5_CAP100000_NOT50000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,100000.0,50000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,-367.43991901294794,-0.3674399190129479,-11.57435744890786,1,0,100000.0,1.0,0.9230769230769231,-367.43991901294794,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,5,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5_CAP100000_NOT100000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,100000.0,100000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,-369.1394337808617,-0.36913943378086167,-11.627892164097142,1,0,100000.0,1.0,0.9615384615384616,-369.1394337808617,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,5,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5_CAP100000_NOT100000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,100000.0,100000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,-367.43991901294794,-0.3674399190129479,-11.57435744890786,1,0,100000.0,1.0,0.9230769230769231,-367.43991901294794,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,5,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,100000.0,50000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,-211.77525649949615,-0.21177525649949616,-6.670920579734129,1,0,50000.0,0.5,0.4807692307692308,-211.77525649949615,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8_CAP100000_NOT50000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,100000.0,50000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,-421.4096449228414,-0.4214096449228414,-13.274403815069503,1,0,100000.0,1.0,0.9230769230769231,-421.4096449228414,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8_CAP100000_NOT100000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,100000.0,100000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,-423.5505129989923,-0.4235505129989923,-13.341841159468258,1,0,100000.0,1.0,0.9615384615384616,-423.5505129989923,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8_CAP100000_NOT100000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,100000.0,100000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,-421.4096449228414,-0.4214096449228414,-13.274403815069503,1,0,100000.0,1.0,0.9230769230769231,-421.4096449228414,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10_CAP100000_NOT50000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,100000.0,50000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,-227.10815716821497,-0.22710815716821497,-7.153906950798771,1,0,50000.0,0.5,0.4807692307692308,-227.10815716821497,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,10,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10_CAP100000_NOT50000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,100000.0,50000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,-451.82670183056894,-0.45182670183056894,-14.232541107662922,1,0,100000.0,1.0,0.9230769230769231,-451.82670183056894,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,10,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10_CAP100000_NOT100000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,100000.0,100000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,-454.21631433642995,-0.45421631433642995,-14.307813901597543,1,0,100000.0,1.0,0.9615384615384616,-454.21631433642995,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,10,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10_CAP100000_NOT100000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,100000.0,100000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,-451.82670183056894,-0.45182670183056894,-14.232541107662922,1,0,100000.0,1.0,0.9230769230769231,-451.82670183056894,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,INV,10,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5_CAP100000_NOT50000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,100000.0,50000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,20.824041991218145,0.020824041991218144,0.6559573227233715,1,0,50000.0,0.5,0.4807692307692308,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5_CAP100000_NOT50000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,100000.0,50000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,40.0155121137191,0.04001551211371909,1.2604886315821515,1,0,100000.0,1.0,0.9230769230769231,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5_CAP100000_NOT100000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,100000.0,100000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,41.64808398243629,0.04164808398243629,1.311914645446743,1,0,100000.0,1.0,0.9615384615384616,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5_CAP100000_NOT100000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,100000.0,100000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,40.0155121137191,0.04001551211371909,1.2604886315821515,1,0,100000.0,1.0,0.9230769230769231,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,100000.0,50000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,48.02958160028348,0.04802958160028348,1.5129318204089295,1,0,50000.0,0.5,0.4807692307692308,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,100000.0,50000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,93.98523802361251,0.0939852380236125,2.960534997743794,1,0,100000.0,1.0,0.9230769230769231,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,100000.0,100000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,96.05916320056696,0.09605916320056695,3.025863640817859,1,0,100000.0,1.0,0.9615384615384616,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC2_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,100000.0,100000.0,2,cost200,2.0,0.0,26,2,24,4,20,0,1,1,1,1,8,93.98523802361251,0.0939852380236125,2.960534997743794,1,0,100000.0,1.0,0.9230769230769231,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,26,1,1,0,0,0,0,0,0
P271_P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H10_CAP100000_NOT50000_CONC1_COST200,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H10,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H10,100000.0,50000.0,1,cost200,2.0,0.0,26,1,25,1,24,0,1,1,1,1,8,63.362482269002314,0.06336248226900232,1.995918191473573,1,0,50000.0,0.5,0.4807692307692308,0.0,1,0,0,0,0,P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,10,26,1,1,0,0,0,0,0,0
