phase290_variant_id,adaptive_family_id,adaptive_family,selection_rule,primary_pressure_column,secondary_pressure_column,interaction_column,primary_threshold_quantile,secondary_threshold_quantile,interaction_threshold_quantile,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator,strategy_replay_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,5,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,10,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_INV_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,INV,3,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_INV_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,INV,5,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_INV_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,INV,8,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_INV_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,INV,10,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I40_NOTWIDE_NONOPEN_INV_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.4,NOTWIDE,NONOPEN,INV,13,99,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,ORIG,3,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,ORIG,5,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,ORIG,8,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,ORIG,10,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,ORIG,13,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,3,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,10,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,13,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_INV_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,INV,3,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_INV_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,INV,5,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_INV_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,INV,8,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_INV_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,INV,10,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_INV_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,ALL,INV,13,221,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,ORIG,3,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,ORIG,5,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,ORIG,8,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,ORIG,10,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,ORIG,13,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,3,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,10,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,13,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,INV,3,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,INV,5,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,INV,8,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,INV,10,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,OPEN,INV,13,102,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_ORIG_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,ORIG,3,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_ORIG_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,ORIG,5,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_ORIG_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,ORIG,8,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_ORIG_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,ORIG,10,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_ORIG_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,ORIG,13,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,3,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,5,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,10,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,13,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_INV_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,INV,3,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_INV_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,INV,5,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_INV_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,INV,8,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_INV_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,INV,10,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_NONOPEN_INV_H13,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,ANYSPREAD,NONOPEN,INV,13,119,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_TIGHT_ALL_ORIG_H3,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,TIGHT,ALL,ORIG,3,52,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_TIGHT_ALL_ORIG_H5,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,TIGHT,ALL,ORIG,5,52,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_TIGHT_ALL_ORIG_H8,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,TIGHT,ALL,ORIG,8,52,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_TIGHT_ALL_ORIG_H10,P290_PRESSURE_CONTINUATION_ADAPTIVE,pressure_continuation_adaptive,consensus and beyond-L1 pressure interaction for continuation/reversal comparison,abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.45,0.45,0.55,TIGHT,ALL,ORIG,10,52,1,8,1,1,0,0,fixed_initial_capital,0,0,0
