phase288_variant_id,liquidity_family_id,liquidity_family,selection_rule,pressure_column,pressure_threshold_quantile,pressure_threshold_value,side_mode,side_rule,side_multiplier,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator,strategy_replay_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H5,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.6,1.1109065938308946,INV,inverse/reversal side,-1,5,58,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H8,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.6,1.1109065938308946,INV,inverse/reversal side,-1,8,58,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H10,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.6,1.1109065938308946,INV,inverse/reversal side,-1,10,58,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H3,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.7,1.153502418061871,ORIG,original synthetic edge side,1,3,44,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H5,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.7,1.153502418061871,ORIG,original synthetic edge side,1,5,44,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H8,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.7,1.153502418061871,ORIG,original synthetic edge side,1,8,44,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H10,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.7,1.153502418061871,ORIG,original synthetic edge side,1,10,44,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H3,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.7,1.153502418061871,INV,inverse/reversal side,-1,3,44,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H5,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.7,1.153502418061871,INV,inverse/reversal side,-1,5,44,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H8,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.7,1.153502418061871,INV,inverse/reversal side,-1,8,44,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H10,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.7,1.153502418061871,INV,inverse/reversal side,-1,10,44,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H3,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.8,1.1995890233899174,ORIG,original synthetic edge side,1,3,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H5,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.8,1.1995890233899174,ORIG,original synthetic edge side,1,5,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H8,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.8,1.1995890233899174,ORIG,original synthetic edge side,1,8,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H10,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.8,1.1995890233899174,ORIG,original synthetic edge side,1,10,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H3,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.8,1.1995890233899174,INV,inverse/reversal side,-1,3,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H5,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.8,1.1995890233899174,INV,inverse/reversal side,-1,5,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H8,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.8,1.1995890233899174,INV,inverse/reversal side,-1,8,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H10,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.8,1.1995890233899174,INV,inverse/reversal side,-1,10,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
